Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,,,,,
9,cover,cover,,,,,,56,,56,23,0.389185561,0.070900047,-2.544464868,0.241879359,mtx,,,,,,,,,
0.5,dl,ri,,,,,,57,,57,23,0.450661946,0.108742529,-1.933482425,0.226712386,mtx,,,,,,,,,
0.6,dl,gr,,,,,,57.8,,57.8,23,0.626480737,0.096211313,-1.967515215,0.129912713,mtx,,,,,,,,,
22.4,cover,cover,,,,,,58,,58,23,0.015670436,0.131351427,-2.085554185,0.488247171,mtx,,,,,,,,,
10.3,dl,R-sts,,,,,,58.6,,58.6,23,-0.241272808,0.094844888,-1.977813698,0.266624091,mtx,,,,,,,,,
2.8,dl,icb-ri,,,,,,59.9,,59.9,23,-0.088359076,0.049662509,-2.121650766,0.091592014,mtx,,,,,,,,,
0.3,cover,cover,,,,,,60.7,,60.7,24,0.049139551,0.09332344,-2.112268661,0.286749818,mtx,,,,,,,,,
2.8,dl,R,,,,,,62.1,,62.1,25,0.980721497,0.060771138,-1.54105008,0.056801354,mtx,,,,,,,,,
1.3,dl,st,,,,,,63.1,,63.1,25,0.882641154,0.079441477,-2.458176311,0.141127525,mtx,,,,,,,,,
1.4,dl,ri,,,,,,64.1,,64.1,25,1.073891572,0.047010465,-0.926045355,0.260626147,mtx,,,,,,,,,
3.6,dl,st,,,,,,65.6,,65.6,26,0.729217312,0.106326324,-1.727755183,0.231163882,mtx,,,,,,,,,
0.2,dl,gr,,,,,,66.4,,66.4,26,-0.617443541,0.077230061,-8.450506624,0.235171412,mtx,,,,,,,,,
1.4,dl,ri,,,,,,67.2,,67.2,26,-0.613678387,0.058480412,-4.639723888,0.186297038,mtx,,,,,,,,,
2.7,dl,st,,,,,,69.3,,69.3,29,-1.564229173,0.010492596,-6.09094928,0.092689753,mtx,,,,,,,,,
0.1,dl,gr,,,,,,76.3,,76.3,31,-0.160831689,0.088648813,-6.412411092,0.200052207,mtx,,,,,,,,,
1,dl,ri,,,,,,78.9,,78.9,31,-2.054803958,0.025961121,-6.280625392,0.063041199,mtx,,,,,,,,,
2.5,dl,st,,,,,,82.2,,82.2,33,0.123867393,0.098400535,-1.94867812,0.142744308,mtx,,,,,,,,,
0.7,dl,ri,,,,,,93.7,,93.7,36,0.315180377,0.128981323,-1.361013317,0.316839226,mtx,,,,,,,,,
1,dl,st,,,,,,124,,124,39,0.859699109,0.091711179,-0.63615174,0.210355131,mtx,,,,,,,,,
2.6,dl,ri-ml,,,,,,125.5,,125.5,39,,,,,mtx,,,,,,,,,
2.4,dl,R,,,,,,126,,126,39,0.785722059,0.035940441,-0.840020624,0.107322506,mtx,,,,,,,,,
1.6,dl,ri-ml,,,,,,126.9,,126.9,39,0.702189522,0.06546542,-1.103838144,0.088836155,mtx,,,,,,,,,
0.9,dl,R-ml,,,,,,127.2,,127.2,40,2.454645473,0.101677845,-0.93345954,0.108747818,mtx,,,,,,,,,
0.4,ml,ml,,,,,,127.5,,127.5,40,2.676807746,0.080297405,-1.825273793,0.05401442,mtx,,,,,,,,,
0.7,dl,R-sts,,,,,,128.6,,128.6,40,3.180402832,0.048501448,-1.097676644,0.124507923,mtx,,,,,,,,,
0.8,ml,ml-R,,,,,,129.5,,129.5,40,2.868867414,0.154242328,1.048714932,0.247125743,mtx,,,,,,,,,
0.4,dl,gr,,,,,,130.3,,130.3,42,2.311075611,0.061841437,-2.975207535,0.087817649,mtx,,,,,,,,,
1.2,dl,ri-sts,,,,,,131,,131,42,2.738138379,0.079638149,-1.615460298,0.072922148,mtx,,,,,,,,,
0.3,dl,gr,,,,,,131.5,,131.5,42,2.623140382,0.031482956,-1.459004592,0.072447979,mtx,,,,,,,,,
5.6,cover,cover,,,,,,132.2,,132.2,42,1.924698808,0.046948716,-2.085809409,0.180814921,mtx,,,,,,,,,
1.1,dl,R,,,,,,133,,133,42,2.127504118,0.089931844,-2.390647682,0.048913491,mtx,,,,,,,,,
6.4,si,sts-ml,,,,,,133.1,,133.1,42,,,,,mtx,,,,,,,,,
0.3,dl,gr,,,,,,133.4,,133.4,43,1.889704199,2.292582195,-3.953098747,0.59562508,mtx,,,,,,,,,
1,ml,ml,,,,,,134.2,,134.2,43,3.542698139,0.111756293,-0.612024711,0.077342846,mtx,,,,,,,,,
0.5,dl,gr,,,,,,134.6,,134.6,44,2.438803146,0.142107849,0.005886418,0.145266205,mtx,,,,,,,,,
0.8,ml,ml-R,,,,,,135.5,,135.5,44,2.651080609,0.120317006,-1.364372806,0.133217944,mtx,,,,,,,,,
0.8,si,sts-R,,,,,,136.1,,136.1,45,3.137401717,0.118741003,0.475491506,0.113872226,mtx,,,,,,,,,
8,si,sts,,,,,,136.5,,136.5,45,3.309219829,0.11525036,1.146728926,0.247002515,mtx,,,,,,,,,
0.3,dl,R,bd,,,,,137.4,,137.4,45,3.084937479,0.125966208,-0.220937976,0.297738631,mtx,,,,,,,,,
6.3,si,sts-bs,,,,,,138.4,,138.4,45,3.39478886,0.17041826,-0.449160501,0.391743182,mtx,,,,,,,,,
4.8,cover,cover,,,,,,138.9,,138.9,45,3.520582807,0.155656444,-0.689137836,0.24810329,mtx,,,,,,,,,
2,ml,ml,,,,,,139.1,,139.1,45,3.490180663,0.140587347,-0.173518347,0.09115618,mtx,,,,,,,,,
3.7,ls,ri,,,,,,139.3,,139.3,45,2.884666224,0.106261604,-0.339060864,0.049521911,mtx,,,,,,,,,
0.4,ls,gr,,,,,,139.5,,139.5,46,3.485188009,0.129752889,-0.017559101,0.152687934,mtx,,,,,,,,,
2.8,cover,cover,,,,,,139.8,,139.8,47,1.70111799,0.108992852,-1.934287356,0.071420648,mtx,,,,,,,,,
1.6,ls,gr,,,,,,141.4,,141.4,48,3.387661313,0.145534685,-0.963820733,0.080871124,mtx,,,,,,,,,
1.6,si,sts,,,,,,141.5,,141.5,48,3.46269957,0.151193518,0.055316386,0.141915798,mtx,,,,,,,,,
3.2,cover,cover,,,,,,142.5,,142.5,48,3.641766164,0.144325297,-0.286170722,0.163874297,mtx,,,,,,,,,
10.6,si,sts-bs,,,,,,143.3,,143.3,48,3.48160397,0.128753377,-0.446762343,0.169667429,mtx,,,,,,,,,
8,cover,cover,,,,,,143.7,,143.7,49,3.431349534,0.132902135,0.012102786,0.088759035,mtx,,,,,,,,,
5.4,si,sts-ri,,,,,,144.4,,144.4,50,3.635340038,0.169360623,0.42551806,0.262206088,mtx,,,,,,,,,
2.7,ls,ri-sts,,,,,,145.7,,145.7,51,3.52306687,0.16933199,0.021127817,0.255029262,mtx,,,,,,,,,
0.9,ls,ri,,,,,,146.6,,146.6,51,3.301483414,0.11888158,-0.246538357,0.069715272,mtx,,,,,,,,,
0.9,si,sts-ri,,,,,,147.3,,147.3,51,3.180942947,0.13780755,-0.529114131,0.151032347,mtx,,,,,,,,,
0.5,ls,ri,,,,,,148,,148,52,3.532824028,0.154057823,0.576062457,0.183859776,mtx,,,,,,,,,
7.7,si,sts-ri,,,,,,148,,148,52,3.169881761,0.154052357,-0.203365187,0.173834473,mtx,,,,,,,,,
36.2,ls,ri-sts,,,,,,148.2,,148.2,53,3.508205438,0.094108082,0.256753382,0.100031633,mtx,,,,,,,,,
11.7,ls,ri-gr,,,,,,148.2,,148.2,53,1.876261104,0.098115624,-1.773697208,0.085670603,mtx,,,,,,,,,
1.6,ls,ri,mts,,,,,149.1,,149.1,54,3.058508436,0.19616311,-0.118116471,0.156419775,mtx,,,,,,,,,
4.8,ls,ri-gr,,,,,,151.9,,151.9,55,2.559224408,0.155936848,-2.298150106,0.281544883,mtx,,,,,,,,,
5.8,ls,ri,mts,,,,,153.4,,153.4,55,1.375767283,0.192703255,-2.408749765,0.336452627,mtx,,,,,,,,,
5.1,ls,gr-ri,,,,,,154.3,,154.3,56,1.881614168,0.118480007,-1.664005311,0.083310273,mtx,,,,,,,,,
5.9,ls,ri,,,,,,156.1,,156.1,57,1.65208373,0.120441642,-1.03131812,0.175834057,mtx,,,,,,,,,
0.5,ls,olt,,,,,,157.1,,157.1,59,2.28371263,0.116705468,-1.748335149,0.101926203,mtx,,,,,,,,,
1.2,ls,ri,mts,,,,,157.4,,157.4,59,2.38727232,0.131894886,-1.708232016,0.137670186,mtx,,,,,,,,,
1,ls,olt,,,,,,158,,158,60,2.363795476,0.145404965,-0.193091825,0.229676388,mtx,,,,,,,,,
,,,,,,,,158.4,,158.4,61,1.722205341,0.143571276,0.200905807,0.072077105,mtx,,,,,,,,,
,,,,,,,,159,,159,62,1.678224094,0.191597507,-1.276745122,0.159859328,mtx,,,,,,,,,
,,,,,,,,159.6,,159.6,62,2.351966848,0.163636727,0.070305484,0.241766379,mtx,,,,,,,,,
,,,,,,,,160,,160,63,2.40174187,0.160803349,-4.476068874,0.181710808,mtx,,,,,,,,,
,,,,,,,,165.9,,165.9,65,3.442160241,0.108540737,-2.981166542,0.128794929,mtx,,,,,,,,,
,,,,,,,,167,,167,65,2.452531207,0.135095067,-5.229434913,0.187828634,mtx,,,,,,,,,
,,,,,,,,173.1,,173.1,66,-1.183863836,0.136293171,-1.307840922,0.160840827,mtx,,,,,,,,,
,,,,,,,,173.5,,173.5,67,0.487614338,0.154020721,-2.8230434,0.226720742,mtx,,,,,,,,,
,,,,,,,,174.7,,174.7,69,-1.324469711,0.110756485,-4.7555614,0.105039658,mtx,,,,,,,,,
,,,,,,,,175.2,,175.2,69,-0.804416302,0.161772553,-7.285424312,0.201843706,mtx,,,,,,,,,
,,,,,,,,185,,185,73,-11.05160013,0.16221597,-7.000238592,0.053253224,mtx,,397.8485717,251864.6593,427.9037862,94549.44566,1640.97336,24.5004224,96.37940764,671.0067638
,,,,,,,,198.8,,198.8,77,2.643134423,0.203979528,-8.178312592,0.279585183,mtx,,,,,,,,,
,,,,,,,,199.6,,199.6,77,3.884193434,0.167307155,-6.253383334,0.299341153,mtx,,,,,,,,,
,,,,,,,,201.7,,201.7,77,1.161780032,0.147251421,-6.894066296,0.180660937,mtx,,,,,,,,,
,,,,,,,,202.1,,202.1,78,-2.486031611,0.15017956,-6.193864545,0.104458132,mtx,,,,,,,,,
,,,,,,,,205.1,,205.1,80,2.563522934,0.17083049,-8.620467841,0.146031277,mtx,,,,,,,,,
,,,,,,,,205.7,,205.7,80,3.53087128,0.128062574,-10.32518475,0.159268697,mtx,,,,,,,,,
,,,,,,,,232.3,,232.3,85,2.308630616,0.146973521,-13.79829917,0.165767796,mtx,,,,,,,,,
,,,,,,,,235.2,,235.2,85,3.426627106,0.125064632,-15.72430499,0.131002279,mtx,,,,,,,,,
,,,,,,,,238.3,,238.3,87,5.177298985,0.102927556,-15.10529585,0.144963336,mtx,,,,,,,,,
,,,,,,,,248.5,,248.5,91,5.897655301,0.178907107,-16.24168188,0.264910638,mtx,,,,,,,,,
,,,,,,,,255.2,,255.2,91,6.419293426,0.164777367,-14.64361915,0.209866911,mtx,,,,,,,,,
,,,,,,,,263.6,,263.6,91,6.623467724,0.21533391,-15.00317838,0.108986906,mtx,,,,,,,,,
,,,,,,,,271.6,,271.6,91,6.392983627,0.084519521,-10.21722287,0.212111089,mtx,,,,,,,,,
,,,,,,,,279.6,,279.6,91,7.673121326,0.0698857,-7.460479071,0.093724644,mtx,,,,,,,,,
,,,,,,,,296.8,,296.8,93,7.087633919,0.144137393,-4.585436557,0.123350339,mtx,,,,,,,,,
,,,,,,,,302.9,,302.9,95,6.200967123,0.265752763,-5.466505893,0.231469845,mtx,,,,,,,,,
,,,,,,,,308,,308,95,6.033706412,0.228647413,-5.182294055,0.26896069,mtx,,,,,,,,,
,,,,,,,,319.3,,319.3,98,2.781376277,0.097464674,-7.962916343,0.112417418,mtx,,,,,,,,,
,,,,,,,,321,,321,100,5.330865402,0.52362485,-6.237856291,2.172709127,mtx,,,,,,,,,
