Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,,,,,
1.7,dl,gr,icb,,,,,13.6,,13.6,15,0.539655378,0.048577969,-2.707980952,0.124797242,mtx,,,,,,,,,
1.7,cover,cover,,,,,,19.7,,19.7,16,0.975571723,0.117001294,-1.421448562,0.137114407,mtx,,,,,,,,,
1.7,dl,gr,,,,,,21,,21,18,1.449825481,0.063958781,-1.317131893,0.205384696,mtx,,236.413988,243375.0661,251.8286986,141589.3778,79.01057308,321.0748757,-1326.311178,191.0188133
6.2,cover,cover,,,,,,24.4,,24.4,20,1.815856451,0.027560062,-1.599037385,0.167603018,mtx,,,,,,,,,
0.6,dl,gr,xb,,,,,26,,26,20,1.893801717,0.02873916,-1.35861373,0.188874753,mtx,,,,,,,,,
0.5,cover,cover,,,,,,27.6,,27.6,20,2.14590085,0.049325676,-0.768035709,0.102676997,mtx,,,,,,,,,
0.2,dl,gr,pl+gbf,,,,,28.3,,28.3,20,2.396627524,0.073494643,-1.359377697,0.271524125,mtx,,,,,,,,,
3.4,cover,cover,,,,,,29.7,,29.7,20,2.042837026,0.05091442,-1.905766717,0.190706354,mtx,,,,,,,,,
14.6,dl,gr,,,,,,30.4,,30.4,20,,,,,mtx,,,,,,,,,
0.8,dl,gr,icb,,,,,31.6,,31.6,20,1.835178791,0.127342295,-1.48847939,0.286400917,mtx,,,,,,,,,
1.6,cover,cover,,,,,,35.2,,35.2,20,1.418542783,0.065101139,-1.633560605,0.119679058,mtx,,,,,,,,,
1.8,dl,gr,icb,,,,,36.3,,36.3,20,1.118506078,0.084237887,-1.819352848,0.140463672,mtx,,205.0303966,237182.5445,800.8223672,140479.4743,84.16342322,207.0937669,-1263.69592,216.2476304
1.1,cover,cover,,,,,,38.4,,38.4,20,1.114894698,0.073254158,-2.505641123,0.258265915,mtx,,,,,,,,,
1.2,si,sts,spl,,,,,39.5,,39.5,21,0.440313054,0.070456704,-3.461058916,0.163042438,mtx,,,,,,,,,
1.3,cover,cover,,,,,,41.4,,41.4,23,1.75919561,0.11052781,-1.968316571,0.198631802,mtx,,,,,,,,,
0.1,si,sts,,,,,,42.7,,42.7,23,0.810625194,0.057042367,-4.629597069,0.153207007,mtx,,,,,,,,,
1.8,dl,R,,,,,,49.7,,49.7,30,0.646076223,0.074404167,-4.221848609,0.13292789,mtx,,334.8513103,265861.8916,4731.132869,155990.1644,392.825883,413.9620751,-1499.471183,267.6240209
0.7,cover,cover,,,,,,50.7,,50.7,30,0.85541023,0.089781551,-3.174668003,0.178526079,mtx,,,,,,,,,
2.5,dl,gr,,,,,,52.8,,52.8,33,-1.211624217,0.087308918,-4.861100673,0.155270906,mtx,,,,,,,,,
0.3,cover,cover,,,,,,83.4,,83.4,39,-5.398360029,0.054414323,-4.994013869,0.070693949,mtx,,272.5131,254856.5445,3161.148486,141098.9128,935.6242472,75.50050539,-1137.153724,326.8074701
0.4,si,sts,,,,,,83.5,,83.5,39,-5.047843755,0.041719639,-4.92646531,0.14418153,mtx,,623.1461345,326154.0296,5624.853708,173948.1129,874.5642722,164.7298294,461.3901828,583.1399423
0.3,dl,R,,,,,,83.9,,83.9,41,,,,,mtx,0.70619929,217.0536777,278544.0503,2240.923935,152635.6581,784.086451,91.51514259,-1603.565008,895.6500655
0.6,cover,cover,,,,,,84.3,,84.3,42,-4.778629969,0.033831846,-6.576842055,0.188947115,mtx,,565.3485456,339911.9027,4548.753632,140608.5822,575.2676504,77.90966607,323.8946886,1189.839808
6.4,si,sts,,,,,,84.5,,84.5,42,-4.208664892,0.056423755,-6.866135471,0.394974471,mtx,0.706179299,673.2215999,348891.9419,658.4451216,92317.15954,646.6356788,77.1073792,-1650.260458,866.465441
13.4,si,sts,as,,,,,85.2,,85.2,44,0.320088224,0.086061803,-7.099650346,0.237870917,mtx,,,,,,,,,
4.1,si,sts,,,,,,85.5,,85.5,44,-0.830248559,0.118843802,-6.485263797,0.124540331,mtx,,,,,,,,,
5.9,cover,cover,,,,,,86.2,,86.2,44,1.814300216,0.094306451,-5.680492293,0.177845829,mtx,0.70641827,551.7545205,477349.0865,422.3584316,3256.803104,153.3992093,108.6199281,-1764.17859,2280.074796
0.2,ls,ri,,,,,,86.5,,86.5,44,-0.886586275,0.072188127,-5.801229618,0.182627279,mtx,,,,,,,,,
0.4,ml,ml,,,,,,88.2,,88.2,44,3.437415953,0.08027361,-5.693581275,0.14257427,mtx,0.70645072,387.5470433,474038.3142,279.5787551,3337.015935,95.37340572,126.1004933,-1854.960102,2511.66002
0.1,ls,gr,,,,,,89.1,,89.1,44,1.941470615,0.077609083,-4.320590398,0.249864945,mtx,,,,,,,,,
0.5,ls,ri,,,,,,89.9,ADD 0.8,90.7,44,3.32500864,0.105123708,-4.249500463,0.174722175,mtx,,,,,,,,,
0.6,cover,cover,,,,,,92.2,SUB 1.2,91.8,44,4.544685772,0.069172769,-3.807641152,0.122088755,mtx,,,,,,,,,
7,ls,ri,,,,,,94.3,,93.9,45,3.919611415,0.07695902,-4.508990754,0.034702424,mtx,0.706526643,377.9256917,460480.4626,39.81157449,2676.467639,70.55751121,140.8381399,-1599.562128,2252.334216
3.8,ls,ri,mts,,,,,,,,,,,,,,,,,,,,,,
