Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,
3.1,cover,cover,,,87,,87.1,25,-2.230056253,0.086850471,-4.756895112,0.19823239,mtx
3.3,si,sts,,,88.2,,88.3,26,-0.126553872,0.126802709,-8.329964534,0.155025921,mtx
6.3,cover,cover,,,88.5,,88.6,27,-1.586385801,0.130668974,-4.92944108,0.056021272,mtx
12.1,si,sts,,,90.4,,90.5,28,,,,,mtx
0.5,ls,gr,,,91.7,,91.8,30,-2.675002378,0.050108222,-5.769591672,0.24697221,mtx
1.1,ls,gr-sts,,,93.6,,93.7,31,3.013291122,0.093067929,-7.704306282,0.124545645,mtx
0.3,ls,gr,,,94.5,,94.6,31,4.12527327,0.069064886,-7.197403526,0.213424146,mtx
1.9,si,sts-ml,,,96.8,,96.9,31,0.169606995,0.131742402,-5.768470751,0.348292894,mtx
1.2,ls,ri-sts,,,97.7,,97.8,31,0.067264653,0.11628074,-6.175914225,0.155203904,mtx
0.1,ls,gr,,,99.4,,99.5,31,1.866242435,0.077592358,-6.323006644,0.111686107,mtx
7.7,ls,ri-sts,,,100.6,,100.7,32,3.38735421,0.085551239,-5.001602789,0.218104958,mtx
1.8,ls,ri,,,103,,103.1,33,4.595099257,0.104879817,-5.473166496,0.442586471,mtx
1.9,ls,ri-sts,,,104.4,,104.5,34,3.024281219,0.083923523,-4.538629952,0.176519861,mtx
9.4,ls,ri,,,106.3,,106.4,34,2.041473057,0.006052862,-4.3573797,0.111130689,mtx
0.1,ls,gr,,,109.5,,109.6,34,4.181283422,0.074579324,-4.815218295,0.127168937,mtx
1.5,ls,ri,,,112,,112.1,34,4.204345535,0.117441475,-3.954771611,0.236061366,mtx
0.3,ls,gr,,,113.3,,113.4,36,3.180806652,0.068076783,-3.859425612,0.211324771,mtx
2.7,cover,cover,,,114.3,,114.4,37,4.361861686,0.063004336,-4.009371603,0.242594155,mtx
49.3,ls,ri-gr,,,117.6,,117.7,39,4.888650489,0.066745549,-3.998462808,0.224883883,mtx
44.8,ls,gr-ri,,,119.7,,119.8,39,5.090984565,0.060596307,-4.533848238,0.176844513,mtx
10.2,ls,icb-gr,,,122.1,,122.2,39,4.738094832,0.051352669,-3.76934537,0.23940317,mtx
8,ls,gr-ri,,,126.4,,126.5,39,5.083237715,0.100245088,-3.910027408,0.252465955,mtx
5.5,cover,cover,,,127.2,ADD 2.1,129.4,39,5.067623192,0.101733672,-5.187505663,0.043607706,mtx
1,ls,olt,,,129.3,SUB 2.1,129.4,39,5.729149692,0.069869811,-3.887769504,0.152158776,mtx
17.6,cover,cover,,,131.5,,131.6,39,5.734480411,0.081136621,-4.135739122,0.164711546,mtx
1.9,ls,olt,,,136.9,,137,39,4.05670066,0.135422808,-3.950794424,0.337255716,mtx
1.6,ls,icb-olt,,,142.7,,142.8,39,,,,,mtx
5.9,ls,gr,,,152,,152.1,39,5.09433709,0.051250536,-3.878155368,0.247439012,mtx
1.6,ls,gr,mts,,160.6,,160.7,39,4.345403924,0.098026478,-4.394645064,0.237975273,mtx
4.8,ls,gr,,,167.2,,167.3,40,6.613069742,0.087205613,-3.271658409,0.226573392,mtx
7.4,ls,gr,mts,,175.1,,175.2,40,6.706397862,0.07609846,-2.823140874,0.376600768,mtx
1,ls,icb,,,183.3,,183.4,40,6.675923237,0.045099831,-4.329958626,0.191562242,mtx
0.8,ls,gr,mts,,208,,208.1,40,5.644778618,0.051009069,-7.643178876,0.126572518,mtx
1.4,ls,icb,,,219.2,,219.3,41,4.320722752,0.08950287,-8.493235732,0.120275932,mtx
0.5,ls,gr,mts,,235.4,,235.5,44,2.896620287,0.087385822,-6.055382948,0.096207251,mtx
1.7,cover,cover,,,253.7,,253.8,46,5.706437685,0.056584483,-4.077310901,0.193189945,mtx
0.4,ls,olt,,,255.4,,255.5,46,4.366729486,0.091371319,-5.053708055,0.101019709,mtx
1.5,ls,gr,,,266.6,,266.7,50,4.804527147,0.107475335,-8.592823842,0.172921368,mtx
2.5,ls,gr,mts,,278.4,,278.5,53,5.273193835,0.093334724,-6.748816418,0.083138169,mtx
0.5,ls,mi,,,282.2,,282.3,57,2.66480286,0.096927203,-5.979576385,0.144880152,mtx
9.4,ls,gr,mts,,287,,287.1,60,3.161229291,0.179289812,-4.436680123,0.111393127,mtx
7.5,ls,mi,mts+ssd,,298.1,,298.2,62,4.849841056,0.127261358,-4.939075522,0.116586853,mtx
