Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,,,,,
0.7,ls,gr,,,,,,27.7,,27.5,13,5.054982482,0.082927745,-3.807603224,0.047529307,mtx,,,,,,,,,
0.6,ls,gr-ml,,,,,,31.9,,31.7,18,4.299970579,0.030764403,-7.18108098,0.027154828,mtx,,,,,,,,,
0.6,ml,ml-gr,,,,,,33.5,,33.3,19,3.809422922,0.117170054,-9.168233411,0.255531324,mtx,,,,,,,,,
1.7,ls,ri,,,,,,34.7,,34.5,21,3.897617362,0.15714366,-1.715539676,0.216705735,mtx,,,,,,,,,
0.7,ls,gr,mts,,,,,36.3,,36.1,25,2.904870723,0.107363664,-8.292288905,0.168196997,mtx,,,,,,,,,
0.4,dl,gr,,,,,,37,,36.8,27,3.290295921,0.163573282,-9.005880739,0.343534187,mtx,,,,,,,,,
0.8,ls,gr-ri,mts,,,,,37.8,,37.6,28,3.599911915,0,-8.836407484,0,mtx,,,,,,,,,
0.4,ls,gr,,,,,,38.4,,38.2,30,3.0250967,0.114012283,-9.003385533,0.211319466,mtx,,,,,,,,,
0.2,ls,ri-ml,,,,,,39.7,,39.5,32,2.840735339,0.033256866,-8.845656299,0.124171857,mtx,,,,,,,,,
0.5,ls,gr,,,,,,40.9,,40.7,33,3.142834941,0.119054358,-8.196122225,0.211803501,mtx,,,,,,,,,
0.4,ml,ml-ri,,,,,,42.8,,42.6,36,2.451184526,0.110768123,-8.111305843,0.113229847,mtx,,,,,,,,,
0.4,ls,ri,,,,,,43.3,,43.1,36,3.463751074,0.096056146,-6.33690669,0.104451625,mtx,,,,,,,,,
0.4,ls,gr,mts,,,,,44.8,,44.6,41,2.588613425,0.120560575,-10.2376459,0.125782393,mtx,,,,,,,,,
0.2,ls,ri,,,,,,46.6,,46.4,43,2.401760742,0,-3.742272236,0,mtx,,,,,,,,,
0.4,ls,gr,mts,,,,,48,,47.8,45,3.009910432,0.135906619,-3.878969829,0.175475795,mtx,,,,,,,,,
1.3,ls,ri-gr,,,,,,51.8,,51.6,51,0.95955519,0.152281882,-8.635454323,0.149695619,mtx,,,,,,,,,
0.2,ls,gr,,,,,,53.1,,52.9,55,1.528389202,0.05244253,-9.283779085,0.106442935,mtx,,,,,,,,,
1.6,ls,ri-gr,,,,,,63.2,,63,57,4.215704136,0.066889582,-8.736922269,0.204976794,mtx,,,,,,,,,
0.1,ls,gr,,,,,,66.4,,66.2,71,5.401041374,0.122832853,-9.299607594,0.151692819,mtx,,,,,,,,,
1.2,ls,ri-gr,,,,,,69.1,,68.9,82,5.204398798,0.143947932,-9.027951473,0.211748315,mtx,,,,,,,,,
0.5,ls,gr,,,,,,76.7,,76.5,88,6.119592673,0.074667803,-8.630841067,0.236532753,mtx,,,,,,,,,
0.1,ls,ri,,,,,,84,,83.8,90,5.975879503,0.050717576,-8.533067934,0.301041645,mtx,,,,,,,,,
0.2,ls,gr,mts,,,,,88.8,,88.6,90,5.972740789,0.119765007,-9.260044694,0.282248431,mtx,,,,,,,,,
0.1,si,mss,,,,,,93.6,,93.4,90,4.272841725,0.107748222,-10.11851164,0.056572513,mtx,,,,,,,,,
0.7,ml,ml,,,,,,97.4,,97.2,92,3.600133568,0.127127995,-11.04900235,0.217425247,mtx,,,,,,,,,
0.4,ls,ri,,,,,,103.6,,103.4,94,1.748014047,0.141558727,-10.74668316,0.25033647,mtx,,,,,,,,,
1.8,si,sts,,,,,,181.8,SUB 1.0,180.6,107,-2.539236537,0.144586683,-7.601077095,0.552180652,mtx,,,,,,,,,
0.1,ls,gr,,,,,,212.9,,211.7,116,7.538471669,0.054906444,-0.654377815,0.121388316,mtx,,550.9248602,223771.9387,9274.514993,124276.8608,1530.989069,263.0761563,461.2730471,1694.769006
1.3,si,sts-gr,,,,,,222.1,,220.9,118,6.634680787,0.106582498,-2.484767879,0.116128174,mtx,,813.3023117,260311.3181,13288.47263,104535.0403,3088.855707,335.1979064,608.5842009,1165.529591
0.4,ls,gr,,,,,,222.6,,221.4,120,8.116378305,0.133297643,-1.243869586,0.274663633,mtx,,744.2108444,268788.51,13642.29758,122410.4715,2884.722024,731.7276023,611.844713,1164.015001
0.9,si,sts-gr,,,,,,225.1,,223.9,122,2.427974345,0.144685683,-4.629419924,0.298392227,mtx,,1288.419268,282940.6609,12345.39157,119791.1654,4217.286004,17.83749387,-21.30205587,502.2763471
0.2,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
0.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
1.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.9,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
0.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
9.7,si,sts-gr,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.3,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.4,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
2.5,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
3.3,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
1.1,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
2.4,ls,ri-ml,,,,,,,,,,,,,,,,,,,,,,,
16.3,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
1.7,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
5.7,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
1.8,ls,st,,,,,,,,,,,,,,,,,,,,,,,
3.7,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
5.8,si,sts,,,,,,,,,,,,,,,,,,,,,,,
8,si,bs,,,,,,,,,,,,,,,,,,,,,,,
7.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
1.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
41.7,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
6.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
1.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
6.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
8.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
2.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
11.3,si,bs,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
9.1,si,bs,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
0.3,si,bs,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
2.4,si,bs-gr,,,,,,,,,,,,,,,,,,,,,,,
0.4,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
7.9,si,bs,,,,,,,,,,,,,,,,,,,,,,,
33.1,si,fss,,,,,,,,,,,,,,,,,,,,,,,
5.8,si,di1,,,,,,,,,,,,,,,,,,,,,,,
2.4,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
3.2,si,di1,,,,,,,,,,,,,,,,,,,,,,,
0.6,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
19.4,si,di1,,,,,,,,,,,,,,,,,,,,,,,
10,si,di2,,,,,,,,,,,,,,,,,,,,,,,
