Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,,,,,
12.6,si,fss,pl,,,,,290.8,,289.7,111,-8.315231596,0.103724387,-13.99988386,0.2670122,mtx,,,,,,,,,
34,cover,cover,,,,,,291,,289.9,113,-6.820383767,0.128619705,-13.74655806,0.215714002,mtx,,,,,,,,,
11.7,si,sts,,,,,,314,,312.9,119,-8.782078517,0.136734358,-13.62808267,0.23474477,mtx,,,,,,,,,
0.6,dl,R,,,,,,316.2,,315.1,121,-6.981436508,0.138174447,-13.57943446,0.290401232,mtx,,,,,,,,,
0.5,si,sts,,,,,,322.8,,321.7,125,-8.26058091,0.127545337,-13.43530054,0.13625658,mtx,,,,,,,,,
1.2,cover,cover,,,,,,327.4,,326.3,127,-6.2078632,0.161763558,-13.37250636,0.333694227,mtx,,,,,,,,,
3.1,si,sts,,,,,,332.5,,331.4,130,-6.130903731,0.238199222,-13.83948716,0.344919424,mtx,,,,,,,,,
0.8,cover,cover,,,,,,339.6,,338.5,135,-5.91649362,0.147988201,-13.13453588,0.258891703,mtx,,,,,,,,,
1.1,si,sts,,,,,,340,,338.9,137,-6.639878058,0.163208811,-11.93856696,0.13979741,mtx,,,,,,,,,
0.1,dl,R,,,,,,342.7,,341.6,138,-6.098449943,0.273645818,-11.64482795,0.14036011,mtx,,,,,,,,,
0.4,si,sts,,,,,,344,,342.9,139,-4.983180634,0.13282169,-13.05053667,0.115646909,mtx,,,,,,,,,
0.3,dl,ri,,,,,,346.6,,345.5,140,-4.946822604,0.061943269,-13.18708144,0.187920819,mtx,,,,,,,,,
8.3,si,sts,,,,,,347.7,,346.6,141,-4.25440515,0.095268414,-13.01303881,0.066582189,mtx,,,,,,,,,
0.3,dl,ri,,,,,,348.4,,347.3,143,-4.727951382,0.143097544,-13.14024705,0.162192317,mtx,,,,,,,,,
4.4,si,sts,,,,,,355.3,,354.2,148,-6.21318407,0.145528117,-12.76576369,0.124188811,mtx,,,,,,,,,
0.5,dl,ri,bd,,,,,357.4,,356.3,150,-3.956363158,0.126169751,-12.78788635,0.205778846,mtx,,,,,,,,,
8.4,si,sts,,,,,,357.9,,356.8,151,-4.322029358,0.174154753,-13.35119914,0.110805539,mtx,,,,,,,,,
0.2,dl,ri,,,,,,358.4,,357.3,152,-4.205283269,0.210606776,-12.94408938,0.309280475,mtx,,,,,,,,,
2.3,si,sts,,,,,,378.5,ADD 0.4,377.8,157,-5.095523626,0.169097972,-12.49942336,0.167964237,mtx,,,,,,,,,
0.1,dl,ri,,,,,,391.5,,390.8,160,-7.700838654,0.086756824,-12.41281236,0.120839227,mtx,,,,,,,,,
3.4,si,sts,,,,,,392.8,,392.1,160,-6.527336134,0.14623005,-11.64560579,0.186708675,mtx,,,,,,,,,
0.2,dl,R,,,,,,396.2,,395.5,162,-5.553982159,0.121761345,-12.17100296,0.245871597,mtx,,,,,,,,,
3.4,si,sts,,,,,,397.7,,397,162,-5.629729095,0.150788036,-12.29771367,0.357271396,mtx,,,,,,,,,
0.2,dl,ri,,,,,,399.7,,399,165,-5.544534112,0.132325066,-12.50162377,0.140997169,mtx,,,,,,,,,
2.6,si,sts,,,,,,408.2,,407.5,168,-4.650319298,0.163759061,-11.77958733,0.210057403,mtx,,,,,,,,,
2.1,cover,cover,,,,,,415.7,,415,174,-5.136136395,0.145127307,-12.51610367,0.220780622,mtx,,,,,,,,,
0.4,si,sts,,,,,,419.1,,418.4,177,-5.487822884,0.09352452,-12.20769866,0.152192107,mtx,,,,,,,,,
0.1,dl,R,,,,,,421,,420.3,177,-5.673707136,0.293097005,-12.86550431,0.375834706,mtx,,,,,,,,,
0.1,si,sts,,,,,,422.7,,422,179,-4.936375108,0.055968524,-12.2652229,0.250802797,mtx,,,,,,,,,
0.1,dl,R,,,,,,424.5,,423.8,181,-4.84549369,0.138064163,-12.02085197,0.145448572,mtx,,,,,,,,,
11,si,sts,,,,,,430.6,,429.9,185,-4.906338457,0.200685414,-11.89281087,0.158016419,mtx,,533.8087398,388436.1606,771.6688005,3290.962897,386.9094109,62.94866701,39.14766785,1382.452806
22.4,si,sts,,,,,,439.4,SUB 4.5,434.2,188,-4.948061241,0.099012834,-12.11998423,0.200842475,mtx,,,,,,,,,
0.1,dl,ri,,,,,,441.3,,436.1,190,-4.821660972,0.155841202,-11.36899377,0.246553092,mtx,,,,,,,,,
0.5,si,sts,,,,,,444.8,,439.6,194,-4.59398482,0.145239452,-10.65856211,0.253366881,mtx,,,,,,,,,
0.2,dl,ri-sts,,,,,,445.6,ADD 1.0,441.4,196,-4.314663261,0.139433462,-12.07849232,0.243203705,mtx,,,,,,,,,
2.6,si,sts,,,,,,448,,443.8,199,-4.864785491,0.072042954,-11.57922105,0.251321014,mtx,,,,,,,,,
0.1,dl,ri,bd,,,,,454,,449.8,203,-4.274340476,0.15294675,-11.54701196,0.203480794,mtx,,,,,,,,,
1.4,si,sts,,,,,,455,,450.8,205,-4.422690223,0.10612832,-11.79144482,0.075686982,mtx,,593.548381,385173.0147,1580.570773,8406.12536,984.1611655,88.85215769,5.599260824,1270.296852
0.1,dl,R,,,,,,459.1,,454.9,210,,,,,mtx,,,,,,,,,
0.3,si,sts,,,,,,462.2,,458,213,-3.302299802,0.110325523,-10.63259921,0.096111465,mtx,,,,,,,,,
0.2,dl,R,bd,,,,,463.7,,459.5,215,-3.191799735,0.112437823,-11.48940208,0.118673358,mtx,,,,,,,,,
0.4,si,sts,,,,,,475.4,,471.2,226,-4.662806988,0.10641052,-11.51141748,0.060932842,mtx,,,,,,,,,
0.2,dl,R,,,,,,475.7,,471.5,226,-4.739295141,0.114216264,-11.94484569,0.168950954,mtx,,681.0493355,384214.3833,1893.124549,7986.263193,920.6654613,154.702008,81.75872587,1489.486269
0.6,si,sts,,,,,,489.8,ADD 1.2,486.8,235,,,,,mtx,,,,,,,,,
0.2,dl,ri,,,,,,,,,,,,,,,,,,,,,,,
0.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,dl,R,,,,,,,,,,,,,,,,,,,,,,,
0.8,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,dl,ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,dl,R,bd,,,,,,,,,,,,,,,,,,,,,,
1.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
2.1,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
3.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,dl,R,bd,,,,,,,,,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
5.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,dl,ri,,,,,,,,,,,,,,,,,,,,,,,
1.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,dl,ri,bd,,,,,,,,,,,,,,,,,,,,,,
1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,dl,ri,,,,,,,,,,,,,,,,,,,,,,,
0.9,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,dl,ri,,,,,,,,,,,,,,,,,,,,,,,
1.5,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
5.1,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
13.8,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.7,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,dl,R,bd,,,,,,,,,,,,,,,,,,,,,,
0.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,bd,,,,,,,,,,,,,,,,,,,,,,
0.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,bd,,,,,,,,,,,,,,,,,,,,,,
0.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,bd,,,,,,,,,,,,,,,,,,,,,,
0.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
1.9,si,sts,sxb,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
5.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
5.6,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
10.8,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
1.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,bd,,,,,,,,,,,,,,,,,,,,,,
2.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,bd,,,,,,,,,,,,,,,,,,,,,,
5.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,bd,,,,,,,,,,,,,,,,,,,,,,
1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
4.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
4.5,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
1.3,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
2.7,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.3,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
3.9,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.4,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
2.3,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.5,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,txb,,,,,,,,,,,,,,,,,,,,,,
0.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.6,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
4.2,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
1.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
2.2,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.5,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,ssd,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,,,,,
1.1,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,icb,,,,,,,,,,,,,,,,,,,,,,,
7,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
12.2,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
6.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
2.5,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
4.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
2.1,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
2.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
1.8,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.2,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
8,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
5.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.05,lr,ri,,,,,,,,,,,,,,,,,,,,,,,
0.35,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.8,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
2.9,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,ssd,,,,,,,,,,,,,,,,,,,,,,
1.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.7,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
2,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
1,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.8,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
3,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.7,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
1.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.8,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.7,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.9,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,icb,,,,,,,,,,,,,,,,,,,,,,,
1.7,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.3,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
2.3,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
2.9,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.7,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.9,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
0.5,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
2.1,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
1.2,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.5,ls,icb,,,,,,,,,,,,,,,,,,,,,,,
1.1,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
1.3,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
1.1,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,icb,,,,,,,,,,,,,,,,,,,,,,,
0.5,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.2,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
4.9,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
0.8,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
4.9,si,sts,,,,,,,,,,,,,,,,,,,,,,,
1.4,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.1,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.5,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
1.9,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.7,si,sts-ri,,,,,,,,,,,,,,,,,,,,,,,
2,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
2.7,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.8,ls,ri-sts,,,,,,,,,,,,,,,,,,,,,,,
0.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
