Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,,,,,
T39,6/9/15,13.848409,39.653283,13.854078,39.641391,WGS84,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,ASH,ASH_HEIGHT,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d13C_std,CARB_d18O,CARB_d18O_std,CARB_mts_mtx,CARB_87Sr/86Sr,CARB_Al_ppm,CARB_Ca_ppm,CARB_Fe_ppm,CARB_Mg_ppm,CARB_Mn_ppm,CARB_K_ppm,CARB_Na_ppm,CARB_Sr_ppm
7,volc,ig,,,172,172,,592.6,SUB 10.2,582.4,60,2.051600947,0.023066174,-6.80412586,0.369084254,mtx,,,,,,,,,
7.3,volc,rhy,,,420.2,410.2,,612.2,,602,69,,,,,mtx,,,,,,,,,
6.2,cover,cover,,,590.3,580.1,,612.9,,602.7,71,2.783433651,0,-8.395325608,0,mtx,,,,,,,,,
1.7,volc,ig,,,798.4,787.2,,619.8,,609.6,73,3.201769088,0.135266447,-8.801594307,0.106174593,mtx,,,,,,,,,
0.5,volc,rhy,,,803.9,792.7,,694.8,,684.6,76,3.281865037,0.127689916,-5.73452735,0.253023142,mtx,,,,,,,,,
32.2,volc,ig,,,893.5,872.3,,698.2,,688,78,2.930287982,0.08187811,-6.564062961,0.156919578,mtx,,,,,,,,,
21.1,volc,rhy,fb,,1026.85,1005.65,,699.3,,689.1,80,2.893350581,0.156509271,-6.535830268,0.246156256,mtx,,,,,,,,,
5.2,cover,cover,,,1027.25,1006.05,,703.4,,693.2,86,3.08975418,0.088606472,-7.63645372,0.193878172,mtx,,,,,,,,,
11.3,volc,rhy,fb,,,,,714.9,,704.7,90,3.631145132,7.28E-05,-6.423875423,0.225102904,mtx,,,,,,,,,
5.4,volc,tuff,,,,,,716.9,,706.7,92,3.295487562,0.104703106,-7.189551277,0.168679966,mtx,,,,,,,,,
4.4,cover,cover,,,,,,717.6,,707.4,92,3.552769357,0.11273626,-4.788823432,0.102544489,mtx,,,,,,,,,
12.2,volc,ig,,,,,,718.9,,708.7,96,3.735019402,0.08546331,-4.888516325,0.19233481,mtx,,,,,,,,,
0.8,cover,cover,,,,,,719.9,,709.7,99,3.644820918,0.091602421,-3.930492804,0.167788208,mtx,,,,,,,,,
0.4,int,m,fn,,,,,722,,711.8,102,3.567187763,0.064660743,-5.093265655,0.093171708,mtx,,,,,,,,,
0.6,int,br,,,,,,723.6,,713.4,108,4.226641484,0.087406342,-5.578928479,0.191475781,mtx,,,,,,,,,
8,int,amyg,,,,,,726.9,,716.7,110,4.074698411,0.044422846,-3.172033696,0.108611411,mtx,,,,,,,,,
0.8,cover,cover,,,,,,728.9,,718.7,112,4.057335807,0.079344152,-4.066172634,0.07218814,mtx,,,,,,,,,
