Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,,,,,
T46,7/2/15,13.156421,39.250967,13.159304,39.251679,WGS84,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,ASH,ASH_HEIGHT,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d13C_std,CARB_d18O,CARB_d18O_std,CARB_mts_mtx,CARB_87Sr/86Sr,CARB_Al_ppm,CARB_Ca_ppm,CARB_Fe_ppm,CARB_Mg_ppm,CARB_Mn_ppm,CARB_K_ppm,CARB_Na_ppm,CARB_Sr_ppm
4.9,dl,R,,,102.2,102.2,,1.2,,1.2,0,1.820429042,0.086713572,0.130691631,0.385363901,mtx,,682.4693102,313906.3927,293.4087912,197499.6646,443.5527462,1267.530212,-991.2557768,539.2267523
1.8,dl,ri-sts,,,,,,2.1,,2.1,0,1.597633208,0.046041348,0.134840984,0.17930821,mtx,,,,,,,,,
0.8,dl,ri,,,,,,3.8,,3.8,0,0.102096428,0.024285806,-0.19586678,0.235570644,mtx,,,,,,,,,
0.7,dl,ri-sts,,,,,,5.9,,5.9,1,1.090519863,0.035652123,-1.066231916,0.177784683,mtx,,,,,,,,,
1.4,dl,ri,,,,,,7.1,,7.1,2,2.194323923,0.070303255,-0.630247741,0.06254182,mtx,,,,,,,,,
0.6,dl,ri-sts,,,,,,8,,8,3,0.976443459,0.029300151,0.37174655,0.140758334,mtx,,,,,,,,,
1.2,dl,R-sts,,,,,,8.7,,8.7,4,1.444319983,0.077529713,-0.027836341,0.350748007,mtx,,,,,,,,,
2.8,dl,gr,,,,,,9.6,,9.6,5,0.917014269,0.058797941,0.425342336,0.127556601,mtx,,,,,,,,,
0.8,dl,R-sts,,,,,,11,,11,6,2.354566415,0.087580965,-0.53138117,0.23501747,mtx,,,,,,,,,
1.4,ml,ml,,,,,,12,,12,7,0.790906975,0.06758102,-0.199518656,0.280503362,mtx,,,,,,,,,
26.1,dl,ri-gr,,,,,,13.6,,13.6,7,1.75289848,0.06728539,-0.489769163,0.094546048,mtx,,,,,,,,,
0.7,dl,gr,,,,,,14.2,,14.2,8,2.340456753,0.06330742,0.892447613,0.169571441,mtx,,,,,,,,,
1.9,dl,ri,,,,,,15.2,,15.2,9,0.768107742,0.072726043,-0.424681061,0.178850086,mtx,,,,,,,,,
0.3,dl,gr,,,,,,17,,17,10,1.231178247,0.086187097,0.127361914,0.197710381,mtx,,,,,,,,,
3.1,dl,ri,,,,,,18.4,,18.4,10,-0.01526804,0.096427346,-0.53295451,0.264546127,mtx,,,,,,,,,
0.2,dl,gr,,,,,,19.2,,19.2,10,1.216596885,0.080849988,1.443134115,0.418975997,mtx,,,,,,,,,
2.9,dl,ri,,,,,,21,,21,10,1.171244717,0.09370797,0.720749521,0.263773178,mtx,,543.9573612,295539.9608,939.5298858,175278.7345,1312.616786,425.9970523,-844.1482811,559.0133404
2,dl,gr,,,,,,22.4,,22.4,10,0.257467212,0.07833853,0.617199775,0.301234838,mtx,,,,,,,,,
0.4,dl,ri,,,,,,24,,24,10,1.043230263,0.09204516,0.742216995,0.3751134,mtx,,,,,,,,,
0.2,dl,gr,,,,,,25.3,,25.3,10,1.478468494,0.093742971,0.757845845,0.18951814,mtx,,,,,,,,,
1.3,dl,ri,,,,,,26.3,,26.3,10,2.26875827,0.075677419,1.183496008,0.184748162,mtx,,,,,,,,,
0.3,dl,icb,,,,,,27.9,,27.9,10,1.886702306,0.054558661,0.880406643,0.279998029,mtx,,,,,,,,,
2.6,dl,ri,,,,,,29.2,,29.2,10,1.225704742,0.070155941,0.97845235,0.175028404,mtx,,,,,,,,,
