Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,
T49,7/6/15,13.099329,39.22214,13.099958,39.221695,WGS84,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d13C_std,CARB_d18O,CARB_d18O_std,CARB_mts_mtx
6.4,dl,st,,,0,,0,0,3.333068695,0.094821963,-1.635594246,0.152330017,mtx
5.1,dl,gr,,,1.1,,1.1,0,2.907530878,0.089771794,-3.777115674,0.140881729,mtx
4.3,cover,cover,,,1.6,,1.6,0,3.011508145,0.07321514,-2.006847069,0.334069619,mtx
1.1,si,sts,,,2,,2,0,3.267295594,0.058173451,-1.153291541,0.145450216,mtx
1.6,cover,cover,,,3,,3,0,3.186692265,0.049633399,-1.444586713,0.265343062,mtx
2.1,si,sts,,,3.4,,3.4,0,2.797641505,0.044378028,-1.75767193,0.092691488,mtx
0.3,ls,gr,,,4.8,,4.8,0,2.906150139,0.043641226,-0.746436673,0.09819876,mtx
1.5,si,sts,,,5.4,,5.4,0,2.681029909,0.064932039,-4.026485732,0.146526091,mtx
0.5,ls,gr,bd,,6.4,,6.4,0,2.918229676,0.042193821,-0.094302785,0.075621195,mtx
3.2,si,di2,,,7,,7,1,2.968186528,0.089662946,-3.45724933,0.090019553,mtx
0.2,ls,gr,bd,,8,,8,1,-0.094155991,0.023689887,-13.84004539,0.08491154,mtx
5,si,di2,,,9,,9,1,1.935370058,0.069400607,-2.876594602,0.153552327,mtx
0.4,ls,gr,bd,,9.6,,9.6,1,1.503017294,0.043741464,-4.06295476,0.220612751,mtx
1.1,si,di2,,,10.2,,10.2,1,1.304159764,0.06341128,-3.797232027,0.117410513,mtx
,,,,,11.2,,11.2,1,0.865966963,0.025576217,-6.424005072,0.137363642,mtx
,,,,,20.8,,20.8,6,2.751526269,0.074262175,-14.94165126,0.091676064,mtx
,,,,,22.8,,22.8,8,3.697106613,0.165023111,-14.87740603,0.158265373,mtx
,,,,,26.2,,26.2,10,,,,,mtx
,,,,,31.3,,31.3,12,3.329762813,0,-0.692288453,0,mtx
