Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,,,,,
3,ls,ri,,,,,,267.5,,261.5,103,-5.727278995,0.10104508,-9.746997681,0.265413064,mtx,,1877.846837,220320.6408,11784.8259,77457.47237,3363.019969,755.0072624,-272.1771975,1865.766414
0.1,ls,gr,,,,,,269.3,,263.3,105,-2.032150167,0.03495414,-14.51956243,0.423720141,mtx,,,,,,,,,
3.3,ml,ml,,,,,,296.4,,290.4,116,-8.137285049,0.161304078,-5.408924601,0.110678195,mtx,,1547.709345,209701.3868,28148.26944,117012.302,6021.209183,1258.740449,-121.0551874,1682.020407
8.4,si,sts-fss,,,,,,320.7,,314.7,120,-8.957179951,0.067291996,-4.882718853,0.348802112,mtx,,2958.005404,187227.8766,25284.3601,100989.2153,3552.158026,2509.16404,91.2743033,1099.323697
1.5,ls,ri,,,,,,325.7,,319.7,122,-11.24521726,0.104558171,-3.899333802,0.302693975,mtx,,850.9473622,239792.358,27077.00795,125063.6719,6837.744009,695.8884915,144.0090281,1200.221114
2.7,ls,st,,,,,,338.8,,332.8,124,-11.13627578,0.112067103,-3.217151953,0.412885513,mtx,,1338.683946,172126.1636,11753.85165,83623.53283,5884.132418,2604.12498,-7.300361025,451.7823766
1.6,ls,gr,,,,,,356.2,,350.2,126,-4.36684735,0.078902579,-10.79426576,0.220575958,mtx,,,,,,,,,
10.7,cover,cover,,,,,,357,,351,126,-4.308720077,0.046846209,-9.423245596,0.350750121,mtx,,1836.213457,217448.019,19079.49109,70361.61956,2282.121604,2049.269449,170.9268597,616.8452942
7.5,si,sts,,,,,,357.9,,351.9,127,-3.909246519,0.065044495,-10.24038848,0.281878905,mtx,,,,,,,,,
1,ls,ri,,,,,,359.6,,353.6,129,-4.055371661,0.062633162,-9.948150656,0.267138566,mtx,,,,,,,,,
3.6,si,sts,,,,,,362.5,,356.5,131,-2.794755369,0.036280755,-8.224852105,0.228670007,mtx,,,,,,,,,
0.2,ls,ri,,,,,,363.6,,357.6,133,-3.335457514,0.144211407,-9.281000292,0.380663728,mtx,,,,,,,,,
14.9,si,sts,,,,,,365,,359,135,-2.972385867,0.063393686,-8.924957555,0.256164079,mtx,,2490.758588,265552.1558,26621.9154,79917.51718,5574.477065,3484.444178,292.0251581,840.7463054
2.6,ls,ri,ssd,,,,,366.7,,360.7,137,,,,,mtx,,,,,,,,,
0.3,si,sts,,,,,,370.9,,364.9,139,-0.460863401,0.067678611,-5.232029359,0.239557674,mtx,,,,,,,,,
0.6,ls,ri,,,,,,380.4,,374.4,141,1.75229706,0.083560495,-2.153003558,0.250807553,mtx,,,,,,,,,
1.6,si,sts,,,,,,384.2,,378.2,143,1.132876963,0.035275695,-4.814961771,0.181552512,mtx,,633.9179237,208920.2341,28721.23068,94063.22252,7367.373465,1052.660008,-186.474045,541.6857612
8.5,dl,gr,,,,,,396.6,,390.6,145,1.642503368,0.078438386,-3.846949767,0.294600817,mtx,,,,,,,,,
17.6,cover,cover,,,,,,398.1,,392.1,147,1.03573291,0.060348868,-2.212019192,0.148919375,mtx,,,,,,,,,
28.5,si,bs,,,,,,404,,398,149,1.817457664,0.049468312,-4.526544584,0.127980028,mtx,,,,,,,,,
0.3,dl,ri,,,,,,405.3,,399.3,151,-1.887375095,0.083751746,-4.252195346,0.446669507,mtx,,,,,,,,,
0.6,si,sts,,,,,,410.4,,404.4,153,1.649318668,0.055543374,-3.436614966,0.216861036,mtx,,,,,,,,,
1.5,dl,ri,,,,,,429.9,,423.9,157,-3.629202876,0.141094774,-9.227684955,0.933595356,mtx,,2599.246701,134255.3475,1393.135804,4170.586333,821.4817152,2068.903498,-712.1110454,94.38926819
0.3,si,sts,,,,,,456.4,,450.4,159,,,,,mtx,,5814.932131,199395.2419,3260.386869,7931.52171,1683.721739,4874.17718,-1624.637388,-380.873256
0.6,dl,ri,,,,,,549.7,,543.7,165,-3.603817219,0.053692588,-13.31265953,0.212249157,mtx,,261.2089588,339209.476,3273.576504,2464.320266,7017.105422,288.5149567,428.9408591,2722.191135
0.9,si,sts,,,,,,614.3,,608.3,172,-0.322737971,0.041744808,-2.858499017,0.427752907,mtx,,2019.762685,230147.3098,37428.93104,96593.49841,11730.94778,2166.311062,-609.4708617,637.2857722
4.8,dl,ri,mts,,,,,621.3,,615.3,174,-2.576071686,0.059308841,-23.59271009,0.258846526,mtx,,1024.73759,379754.671,3903.39418,3013.579377,4030.527055,1050.501139,-529.0687963,1935.694296
36.5,si,bs,,,,,,641.2,,635.2,176,2.961232542,0.045766262,-11.68097694,0.132512809,mtx,0.706429209,170.1179432,387423.0971,816.6746424,1826.98177,685.8686877,243.0235839,-4.971635064,620.5650197
0.8,ls,ri,,,,,,675.8,,669.8,178,3.714612316,0.063938482,-11.81852626,0.260004943,mtx,,,,,,,,,
1.3,si,sts,,,,,,676.3,,670.3,180,3.408466558,0.087314682,-11.78005461,0.1686801,mtx,,45.9471369,424129.1572,1590.954616,1745.444631,2517.130436,101.5529929,-328.0386392,1627.932279
0.3,ls,gr,,,,,,677.3,,671.3,182,3.562792626,0.045995973,-11.6971835,0.187139348,mtx,,,,,,,,,
1.3,si,sts,,,,,,680.1,,674.1,186,3.252622811,0.055819168,-12.04308567,0.181914367,mtx,,,,,,,,,
4.8,cover,cover,,,,,,684.7,,678.7,188,5.221207195,0.069143325,-11.73712498,0.200198703,mtx,0.706034378,147.9634384,411126.5034,665.1108332,5476.194208,484.9893426,111.2316191,-254.233382,1407.641289
10.7,si,bs-sts,,,,,,686.9,,680.9,190,3.943828445,0.085321202,-11.82688175,0.300801569,mtx,,,,,,,,,
4.6,si,sts,,,,,,706.9,,700.9,193,1.516126645,0.089312239,-12.15618903,0.319045603,mtx,0.706120363,582.6825343,321015.8589,1684.139966,2827.067876,1524.683095,427.8643574,-40.48453319,1515.608334
1.2,si,sts,,,,,,707.5,,701.5,193,-0.937718306,0.047713051,-12.05114884,0.186801741,mtx,,,,,,,,,
2.3,cover,cover,,,,,,,,,,,,,,,,,,,,,,,
0.1,dl,gr,,,,,,,,,,,,,,,,,,,,,,,
0.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,dl,gr,,,,,,,,,,,,,,,,,,,,,,,
1.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.3,dl,gr,,,,,,,,,,,,,,,,,,,,,,,
4.8,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,dl,gr,bd,,,,,,,,,,,,,,,,,,,,,,
19.1,si,sts-gr,,,,,,,,,,,,,,,,,,,,,,,
0.2,ml,ml,,,,,,,,,,,,,,,,,,,,,,,
4.9,si,sts-gr,,,,,,,,,,,,,,,,,,,,,,,
0.1,dl,gr,,,,,,,,,,,,,,,,,,,,,,,
12.9,si,sts-gr,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,,,,,
16,si,sts,,,,,,,,,,,,,,,,,,,,,,,
3,si,sts-gr,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
1.6,ls,gr-sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
2.8,si,sts-gr,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.7,ls,gr-sts,,,,,,,,,,,,,,,,,,,,,,,
0.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
1.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
4.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
9.4,si,sts-gr,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
3.5,si,sts-gr,,,,,,,,,,,,,,,,,,,,,,,
0.7,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
11.9,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
1.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,mts,,,,,,,,,,,,,,,,,,,,,,
5.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
1.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
4.7,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
0.9,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.4,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
18.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
26.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ml,ml,,,,,,,,,,,,,,,,,,,,,,,
33.3,si,sts-ml,,,,,,,,,,,,,,,,,,,,,,,
0.1,si,vfss,,,,,,,,,,,,,,,,,,,,,,,
5.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
14.4,si,vfss,,,,,,,,,,,,,,,,,,,,,,,
39.2,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.8,si,sts-ri,bd,,,,,,,,,,,,,,,,,,,,,,
29.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
4.2,si,sts,cry(py),,,,,,,,,,,,,,,,,,,,,,
9,si,sts,,,,,,,,,,,,,,,,,,,,,,,
11.7,si,vfss,rxb,,,,,,,,,,,,,,,,,,,,,,
1.1,si,sts-ri,bd+rxb,,,,,,,,,,,,,,,,,,,,,,
9.2,si,sts-ri,bd,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,,,,,
6.9,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.1,ls,icb,bd,,,,,,,,,,,,,,,,,,,,,,
19.5,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.3,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
34.1,si,sts-gr,,,,,,,,,,,,,,,,,,,,,,,
0.5,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
0.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
0.8,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
1.3,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.5,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.9,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
3.1,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.6,ls,olt,bd,,,,,,,,,,,,,,,,,,,,,,
1.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
1.2,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
4.8,si,sts-gr,bd,,,,,,,,,,,,,,,,,,,,,,
14.6,si,sts,,,,,,,,,,,,,,,,,,,,,,,
0.6,ls,gr,bd,,,,,,,,,,,,,,,,,,,,,,
0.4,si,sts,,,,,,,,,,,,,,,,,,,,,,,
5,si,di1,,,,,,,,,,,,,,,,,,,,,,,
