Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,
T50,7/6/15,13.101265,39.215489,13.100711,39.216522,WGS84,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d13C_std,CARB_d18O,CARB_d18O_std,CARB_mts_mtx
2.7,ls,olt-gr,,,2.7,,2.7,0,4.25871357,0.114943358,-13.71804645,0.056566937,mtx
3,ls,gr-ri,,,8.9,,8.9,2,4.906009641,0.137809704,-8.327736687,0.095141749,mtx
6.1,ls,ri-gr,mts,,11.9,,11.9,3,5.297792234,0.068864387,-5.096513632,0.141084117,mtx
0.4,ls,olt-gr,,,14.7,,14.7,5,4.072009863,0.135659209,-9.220247106,0.073145186,mtx
2.5,ls,ri,,,16.7,SUB 0.5,16.2,6,4.958794943,0.015666012,-10.70602243,0.026320813,mtx
0.4,ls,icb,mts,,22.7,,22.2,8,4.091274012,0.026908972,-5.470753616,0.123458753,mtx
1.1,ls,gr,mts,,25,,24.5,10,4.483214472,0.011059251,-4.983439551,0.028040016,mtx
0.9,ls,ri,mts,,29.8,,29.3,10,4.835993738,0.069374526,-6.128496409,0.183460399,mtx
5.1,ls,olt,,,33,,32.5,10,5.144398625,0,-2.87985224,0,mtx
2.3,ls,gr,,,39.4,,38.9,10,4.986327716,0.025638187,-2.055672934,0.122098236,mtx
19.2,dl,st,,,42.6,,42.1,10,4.581465033,0.055424228,-2.771610596,0.144635989,mtx
9.7,ls,ri-ml,,,44.2,,43.7,10,3.92225439,0.1302995,-8.274613191,0.094780345,mtx
10,cover,cover,,,45.8,,45.3,11,2.257877699,0.041542242,-7.889239029,0.129141587,mtx
1.8,ml,ml-ri,,,47.4,,46.9,11,0.920280469,0.152333225,-9.256082502,0.007488822,mtx
0.2,ls,gr,,,49,,48.5,11,2.589628673,0.105913118,-12.43019247,0.111535938,mtx
0.7,ls,ri,mts,,50.6,,50.1,11,,,,,mtx
0.3,ls,ri,,,65.8,,65.3,14,3.670295093,0.038538268,-11.64354593,0.168285742,mtx
0.8,ls,ri-ml,,,66.9,,66.4,16,4.262099396,0.099732896,-11.4688812,0.063482698,mtx
1.2,ls,gr-sts,,,67.7,,67.2,18,3.953913291,0.041962444,-9.227207691,0.080505845,mtx
0.7,ml,ml,,,69.8,,69.3,20,5.765361192,0.721931644,-11.21097254,0.146472405,mtx
0.3,ls,gr,mts,,71.6,,71.1,22,4.356010134,0.077657759,-10.84665426,0.114669522,mtx
1.4,ls,ri-sts,,,73.7,,73.2,26,3.39063644,0.064242632,-7.600022906,0.112729089,mtx
0.4,ls,gr,,,76,,75.5,27,3.810694891,0.094438042,-11.82984829,0.143116489,mtx
0.7,ls,ri-ml,,,86.9,,86.4,30,4.062590762,0.014329297,-14.0224583,0.153618646,mtx
0.5,ls,ri,,,89,,88.5,30,3.861073862,0.050510523,-14.44042648,0.113987719,mtx
0.8,ls,ri-ml,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,
2.1,ls,ri-ml,,,,,,,,,,,
1.5,ml,ml,,,,,,,,,,,
9.4,si,sts,,,,,,,,,,,
9.6,ls,ri-sts,,,,,,,,,,,
3,si,mss,,,,,,,,,,,
22.4,si,di1,,,,,,,,,,,
5,si,di2,,,,,,,,,,,
