Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
T10,6/23/10,,,,,WGS84,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d18O,CARB_mts_mtx
10.2,si,shl,,,10.3,,10.3,1,-6.46,-8.38,mtx
0.8,dl,ri,,,18.1,,18.1,2.5,3.49,-5.03,mtx
7.1,si,shl,,,26.6,,26.6,6,4.2,-6.65,mtx
0.1,dl,ri,,,40.9,,40.9,12,-1.28,-4.8,mtx
1,si,shl,,,43.3,,43.3,15,4.02,-5.64,mtx
0.1,dl,ri,,,48.9,,48.9,18,2.42,-4.18,mtx
8.2,si,shl-ri,,,82.3,,82.3,28.5,-1.7,-6.09,mtx
1.1,gr,sill,,,84.9,,84.9,32,1.27,-2.68,mtx
8.4,si,shl-ri,,,86.3,,86.3,37,1.77,-2.19,mtx
0.6,dl,ri,,,92.1,,92.1,41,1.79,-4.91,mtx
1.7,si,shl-ri,,,95,,95,44.5,2.1,-6.36,mtx
1.5,dl,ri,,,96.8,,96.8,47.5,2.85,-4.28,mtx
0.9,dl,mi,,,746,,746,111,3.34,-6.11,mtx
1.3,dl,ri,,,750.1,,750.1,113,3.11,-5.86,mtx
0.2,dl,mi,,,755.2,,755.2,117,3.56,-3.47,mtx
0.5,dl,gr,,,762.9,,762.9,120,2.75,-3.07,mtx
3.3,dl,ri,,,765.6,,765.6,124,2.49,-7.07,mtx
1.6,dl,shl-ri,,,770.9,,770.9,127,0.84,-6.71,mtx
2,dl,st,,,773.8,,773.8,132,-2.54,-7.8,mtx
0.8,dl,ri-shl,,,791.3,,791.3,134,0.67,-6.87,mtx
10.2,si,shl,,,833,,833,138,-2.9,-8.14,mtx
2.1,si,shl-ri,,,836.6,,836.6,141,-3.36,-8.03,mtx
9.6,si,shl,,,855.8,,855.8,143,-3.02,-4.65,mtx
2.1,si,shl,,,857.7,,857.7,145,-3.65,-4.6,mtx
2.1,gr,sill,,,862.8,,862.8,149,-1.97,-6.13,mtx
1.6,si,shl,,,867,,867,151,-0.26,-3.69,mtx
0.6,gr,sill,,,870.4,,870.4,153,0.4,-3.41,mtx
2.4,si,shl,,,874.6,,874.6,156,0.68,-5.11,mtx
0.2,dl,gr,,,878,,878,158,0.79,-4.15,mtx
0.05,si,shl,,,880.7,,880.7,162,-0.05,-4.61,mtx
0.2,dl,gr,,,886.7,,886.7,165,1.72,-2.58,mtx
0.05,si,shl,,,890.2,,890.2,169,2.54,-1.73,mtx
2.4,dl,st,,,892.3,,892.3,171.5,0.87,-2.71,mtx
0.3,si,shl,,,899.7,,899.7,174,0.21,-4.89,mtx
0.3,dl,gr,,,902.2,,902.2,177,1.56,-3.07,mtx
0.5,dl,mi,,,905.8,,905.8,181,1.07,-4.84,mtx
0.1,si,shl,,,909.9,,909.9,184,-0.03,-5.43,mtx
0.2,dl,gr,,,914.3,,914.3,188,-1.1,-5.83,mtx
1.1,dl,st,,,925.7,,925.7,194,-0.3,-5.97,mtx
3.7,si,shl-ri,,,931.3,,931.3,200,0.37,-4.47,mtx
0.5,dl,ri,,,937.9,,937.9,205.5,0.93,-3.19,mtx
0.9,dl,st,,,940.3,,940.3,209,1.16,-5.64,mtx
0.6,dl,gr,,,942.5,,942.5,211,2.43,-2.99,mtx
0.8,dl,ri,,,950.2,,950.2,213.5,3.15,-4.17,mtx
1,dl,st,,,953.2,,953.2,216,3.02,-2.77,mtx
0.3,dl,ri,,,964.5,,964.5,223,2.01,-3.84,mtx
0.8,dl,gr,,,966.6,,966.6,225.5,1.95,-3.57,mtx
0.7,dl,st,,,971.4,,971.4,228,1.85,-7.69,mtx
0.3,dl,ri,,,983.3,,983.3,233,5.01,-0.14,mtx
1.2,dl,mi,,,987.7,,987.7,240,4.7,-7.03,mtx
2.4,si,shl,,,991.5,,991.5,244,4.95,-0.71,mtx
0.9,gr,sill,,,997.1,,997.1,246,4.68,-7.79,mtx
6.1,si,shl,,,1002.2,,1002.2,250,2.96,-3.92,mtx
2.4,gr,sill,,,1006.3,,1006.3,253,3.7,-2.17,mtx
3,si,shl,,,,,,,,,
0.2,gr,sill,,,,,,,,,
2.7,si,shl,,,,,,,,,
0.1,si,vfss,,,,,,,,,
2.4,si,shl,,,,,,,,,
0.1,si,vfss,,,,,,,,,
4.2,si,shl,,,,,,,,,
14.6,si,shl,,,,,,,,,
0.8,gr,sill,,,,,,,,,
20.8,si,shl,,,,,,,,,
4.9,gr,sill,,,,,,,,,
4.2,si,shl,,,,,,,,,
3.5,gr,sill,,,,,,,,,
9.8,si,shl,,,,,,,,,
0.1,ls,ri,,,,,,,,,
28,si,shl,,,,,,,,,
13.3,si,shl,,,,,,,,,
0.1,si,vfss,,,,,,,,,
28,si,shl,,,,,,,,,
10,si,shl,,,,,,,,,
0.1,si,fss,,,,,,,,,
6,si,shl,,,,,,,,,
16.3,si,shl,,,,,,,,,
0.2,si,fss,,,,,,,,,
0.5,si,shl,,,,,,,,,
0.1,si,vfss,,,,,,,,,
1.7,si,shl,,,,,,,,,
0.1,si,vfss,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.1,si,vfss,,,,,,,,,
60.2,si,shl,,,,,,,,,
107.8,si,shl,,,,,,,,,
8.9,si,shl,,,,,,,,,
1.8,gr,sill,,,,,,,,,
