Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
7,si,shl,,,,,,,,,
1,si,shl,,,,,,,,,
14.5,si,shl,,,,,,,,,
0.4,si,shl,,,,,,,,,
7.2,si,shl,,,,,,,,,
0.3,si,vfss,,,,,,,,,
8,si,shl,,,,,,,,,
1,si,vfss,,,,,,,,,
15.4,si,shl,,,,,,,,,
29.6,si,shl,,,,,,,,,
0.7,si,vfss,,,,,,,,,
16.8,si,shl,,,,,,,,,
28,si,shl,,,,,,,,,
8.4,si,vfss,,,,,,,,,
45.9,si,shl,,,,,,,,,
1.2,gr,sill,,,,,,,,,
25.2,si,shl,,,,,,,,,
0.5,gr,sill,,,,,,,,,
35,si,shl,,,,,,,,,
11,si,shl,,,,,,,,,
11.2,si,shl,,,,,,,,,
1,gr,sill,,,,,,,,,
11,si,shl,,,,,,,,,
1.1,dl,st,,,,,,,,,
3.2,si,shl,,,,,,,,,
0.5,dl,gr,,,,,,,,,
0.4,dl,ri,,,,,,,,,
4.3,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.9,dl,gr,,,,,,,,,
6.5,si,shl,,,,,,,,,
0.3,dl,st,,,,,,,,,
0.1,si,shl,,,,,,,,,
0.3,dl,ri,,,,,,,,,
1.1,dl,icb,,,,,,,,,
1.2,dl,st,,,,,,,,,
3.5,si,shl,,,,,,,,,
0.6,dl,ri-shl,,,,,,,,,
1.3,dl,ri,,,,,,,,,
0.5,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
0.7,dl,gr,,,,,,,,,
0.7,si,shl,,,,,,,,,
1.1,dl,ri,,,,,,,,,
16.7,si,shl,,,,,,,,,
0.4,dl,gr,,,,,,,,,
5.6,si,shl,,,,,,,,,
25.2,si,shl,,,,,,,,,
10.5,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
2.3,si,shl,,,,,,,,,
0.5,dl,ri,,,,,,,,,
1,dl,gr,,,,,,,,,
18.5,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
1.4,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
1,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
3.5,si,shl,,,,,,,,,
1.4,ls,ri,,,,,,,,,
2.6,si,shl,,,,,,,,,
0.7,dl,ri,,,,,,,,,
2.8,si,shl,,,,,,,,,
0.5,dl,st,,,,,,,,,
2.8,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
1.2,dl,st,,,,,,,,,
2.4,si,shl,,,,,,,,,
0.8,dl,gr,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
1.6,si,shl,,,,,,,,,
0.2,dl,gr,,,,,,,,,
4.9,si,shl,,,,,,,,,
0.8,dl,ri,,,,,,,,,
0.5,dl,gr,,,,,,,,,
0.1,dl,ri,,,,,,,,,
2.8,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
0.5,dl,st,,,,,,,,,
1.4,si,shl,,,,,,,,,
0.4,dl,st,,,,,,,,,
0.6,dl,ri,,,,,,,,,
6.7,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
1.8,si,shl,,,,,,,,,
0.3,dl,st,,,,,,,,,
0.4,dl,ri,,,,,,,,,
0.3,dl,gr,,,,,,,,,
2.2,si,shl,,,,,,,,,
0.8,dl,ri-shl,,,,,,,,,
0.4,dl,gr,,,,,,,,,
3.3,si,shl,,,,,,,,,
0.4,dl,st,,,,,,,,,
0.5,dl,gr,,,,,,,,,
1.7,si,shl,,,,,,,,,
1.6,si,shl,,,,,,,,,
0.5,si,shl,,,,,,,,,
0.4,dl,gr,,,,,,,,,
4.5,si,shl,,,,,,,,,
0.3,dl,gr,,,,,,,,,
1,si,shl,,,,,,,,,
1.8,gr,sill,,,,,,,,,
3.6,si,shl,,,,,,,,,
0.3,dl,gr,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.1,dl,gr,,,,,,,,,
3.9,si,shl,,,,,,,,,
0.2,dl,gr,,,,,,,,,
0.8,si,shl,,,,,,,,,
1.2,dl,gr,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.4,dl,gr,,,,,,,,,
4.2,si,shl,,,,,,,,,
0.7,dl,st,,,,,,,,,
0.1,si,shl,,,,,,,,,
0.9,dl,gr,,,,,,,,,
0.9,si,shl,,,,,,,,,
0.5,dl,ri,,,,,,,,,
0.7,dl,ri-shl,,,,,,,,,
1.3,si,shl,,,,,,,,,
0.9,dl,ri,,,,,,,,,
5.6,si,shl,,,,,,,,,
1.5,dl,gr,,,,,,,,,
2,si,shl,,,,,,,,,
0.4,dl,gr,,,,,,,,,
0.7,dl,ri,,,,,,,,,
2.3,si,shl,,,,,,,,,
0.5,gr,sill,,,,,,,,,
3.6,si,shl,,,,,,,,,
0.3,gr,sill,,,,,,,,,
3.7,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
0.6,dl,st,,,,,,,,,
1.2,si,shl,,,,,,,,,
0.7,dl,gr,,,,,,,,,
3.3,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
1.3,dl,gr,,,,,,,,,
7,cover,cover,,,,,,,,,
1.4,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
2.6,si,shl,,,,,,,,,
0.7,dl,ri,,,,,,,,,
0.6,dl,ri,,,,,,,,,
0.6,dl,ri,,,,,,,,,
0.3,dl,gr,,,,,,,,,
0.3,dl,st,,,,,,,,,
2,dl,ri-shl,,,,,,,,,
0.3,dl,ri,,,,,,,,,
0.2,dl,ri,,,,,,,,,
1.1,dl,gr,,,,,,,,,
0.8,dl,ri-shl,,,,,,,,,
1.2,dl,gr,,,,,,,,,
0.9,dl,ri,,,,,,,,,
4.8,si,shl,,,,,,,,,
0.9,dl,ri,,,,,,,,,
1.4,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
2.6,si,shl,,,,,,,,,
0.4,dl,gr,,,,,,,,,
0.2,dl,ri,,,,,,,,,
3.3,si,shl,,,,,,,,,
0.9,dl,gr,,,,,,,,,
