Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
T18,7/5/10,,,,,WGS84,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d18O,CARB_mts_mtx
0.7,si,shl,,,277.9,,277.9,53,-7.18,-11.52,mtx
1.4,volc,tuff,,,279.7,,279.7,56.5,-4.11,-12.62,mtx
2.2,si,shl,,,282.2,,282.2,59,-5.11,-10.09,mtx
0.6,volc,tuff,,,286.3,,286.3,62.5,-4.64,-11.84,mtx
2.8,si,shl,,,290.6,,290.6,67,-4.58,-13.36,mtx
2.9,si,shl,,,300.6,,300.6,70.5,-4.26,-13.21,mtx
0.6,si,shl,,,306.1,,306.1,77,-5.18,-11.51,mtx
4.3,si,shl,,,306.9,,306.9,77.5,-2.95,-13.11,mtx
1.9,si,shl,,,309.8,,309.8,80,-3.3,-10.6,mtx
0.5,volc,tuff,,,313.5,,313.5,81,-3.21,-13.16,mtx
0.3,si,vfss,,,318,,318,83.5,-3.73,-11.49,mtx
0.1,si,vcss,,,321.3,,321.3,85,-2.99,-12.44,mtx
0.5,si,shl,,,323.9,,323.9,87.5,-2.76,-12.83,mtx
2.2,si,shl,,,325.6,,325.6,88,-2.58,-13.1,mtx
1.4,si,shl,,,330.9,,330.9,89,-3.09,-9.75,mtx
0.1,volc,tuff,,,334.2,,334.2,90,-2.45,-12.83,mtx
0.6,si,vfss,,,336.4,,336.4,92,-3.44,-11.98,mtx
1.9,si,shl,,,338.6,,338.6,93,-2.91,-12.36,mtx
0.5,volc,tuff,,,343.1,,343.1,93.5,-3.45,-9.96,mtx
0.6,si,shl,,,346.1,,346.1,94.5,-2.58,-12.54,mtx
4.9,si,shl,,,348.5,,348.5,95,-3.52,-12.14,mtx
0.6,volc,tuff,,,352.4,,352.4,96,-3.92,-10.59,mtx
6.1,si,shl,,,355.6,,355.6,96.5,-3,-9.5,mtx
0.3,volc,tuff,,,358.8,,358.8,97,-3.62,-12.66,mtx
2.6,si,shl,,,369.4,,369.4,101,-2.62,-11.73,mtx
0.3,si,vfss,,,372.1,,372.1,103.5,-3.09,-11.85,mtx
5.4,si,shl,,,373.6,,373.6,104,-2.68,-13.04,mtx
2.6,si,shl,,,376.6,,376.6,104,-2.96,-13.1,mtx
2.8,cover,cover,,,379.6,,379.6,105,-3.18,-11.87,mtx
2.8,si,shl,,,387.2,,387.2,107,-4.27,-12.36,mtx
2,si,shl,,,390.4,,390.4,109,-3.72,-11.25,mtx
5.4,cover,cover,,,392.8,,392.8,109,-3.62,-11.14,mtx
2.5,si,fss,,,396,,396,110,-3.69,-12.04,mtx
1.6,cover,cover,,,398.8,,398.8,110,-2.92,-10.94,mtx
3.6,si,shl,,,400.6,,400.6,111,-3.62,-11.35,mtx
2.5,cover,cover,,,403.8,,403.8,111,-2.75,-11.69,mtx
7.1,si,shl,,,406.8,,406.8,112,-3.1,-11.53,mtx
1.4,cover,cover,,,409.3,,409.3,115.5,-3.62,-11.89,mtx
2.7,si,shl,,,411.9,,411.9,118,-3.27,-11.03,mtx
8.4,cover,cover,,,415.3,,415.3,120,-3.6,-11.2,mtx
16.8,cover,cover,,,418,,418,121,-4.01,-9.65,mtx
50.4,si,shl,,,431.9,,431.9,125,-4.07,-11.61,mtx
16.8,si,shl,,,434.5,,434.5,128,-3.89,-11.19,mtx
15.4,cover,cover,,,436.4,,436.4,128,-4.84,-11.18,mtx
14,cover,cover,,,444.2,,444.2,133,-3.43,-11.36,mtx
8.4,cover,cover,,,445.4,,445.4,133.5,-3.3,-11.26,mtx
13.4,si,shl,,,448.2,,448.2,134,-4.32,-9.15,mtx
19.6,cover,cover,,,451.2,,451.2,134.5,-4.43,-10.57,mtx
2.7,si,shl,,,453.6,,453.6,136,-5.15,-12.4,mtx
8.4,cover,cover,,,456,,456,136,-5.26,-9.43,mtx
3.3,si,shl,,,460.2,,460.2,136,-5.16,-8.6,mtx
7,cover,cover,,,462.4,,462.4,136,-4.72,-11.61,mtx
9.9,si,shl,,,466,,466,136,-4.47,-11.81,mtx
0.2,ls,ri-shl,,,468.4,,468.4,136,-5.74,-10.08,mtx
0.3,si,shl,,,470.9,,470.9,136.5,-5.12,-8.17,mtx
0.1,ls,ri,,,474.9,,474.9,138,-5.03,-9.39,mtx
1.3,si,shl,,,477.8,,477.8,139,-5.18,-9.61,mtx
0.1,ls,ri,,,480.7,,480.7,140,-5.08,-9.26,mtx
1.8,si,shl,,,484.7,,484.7,140,-5,-8.89,mtx
1.4,si,shl-ri,,,488.2,,488.2,141,-5.52,-8.15,mtx
3,si,shl,,,491,,491,142,-5.31,-7.88,mtx
0.2,ls,gr,ic,,493.7,,493.7,144,-5.26,-12.02,mtx
0.1,si,shl,,,539.7,,539.7,150,-5.38,-11.8,mtx
0.1,ls,ri,,,541.7,,541.7,151,-4.97,-11.49,mtx
1.4,si,shl,,,542.6,,542.6,152.5,-4.73,-12.31,mtx
0.2,ls,ri,,,545.6,,545.6,154,-4.93,-11.44,mtx
2.5,si,shl,,,549.2,,549.2,156,-4.06,-12.55,mtx
0.2,ls,gr,,,561.6,,561.6,158.5,-3.54,-12.83,mtx
8.4,si,shl,,,563,,563,159,-4.44,-11.98,mtx
1.3,si,shl-ri,,,564.6,,564.6,160,-4.38,-12.11,mtx
0.2,si,shl,,,618.9,,618.9,165,,,
0.2,ls,ri,,,623.5,,623.5,165.5,-3.91,-8.2,mtx
0.7,si,shl,,,630.5,,630.5,167,-5.76,-11.72,mtx
0.2,ls,ri,ssd,,635.3,,635.3,170,-6.13,-11.91,mtx
1.2,si,shl,,,642.6,,642.6,174,-5.47,-11.53,mtx
1.1,ls,ri,,,648.2,,648.2,176.5,-6.47,-12,mtx
1.4,si,shl,,,652.1,,652.1,179,-6.39,-11.55,mtx
1.5,ls,ri-shl,,,664.8,,664.8,183,-5.59,-12.05,mtx
2.6,ls,ri-shl,,,680.6,,680.6,187,-5.34,-11.88,mtx
0.2,si,shl,,,682.2,,682.2,188,-5.07,-11.9,mtx
0.2,ls,ri,,,697.1,,697.1,190,-4.89,-11.33,mtx
3.8,ls,shl-ri,,,698.4,,698.4,191.5,-5.96,-11.32,mtx
1.7,ls,gr-shl,ic,,707.5,,707.5,192.5,-4.9,-10.8,mtx
2.6,si,shl-ri,,,710.6,,710.6,195,-6.49,-12.05,mtx
0.2,ls,gr,,,713.1,,713.1,197,-5.33,-11.47,mtx
3.3,ls,ri,,,715.7,,715.7,200,-5.31,-11.23,mtx
0.3,ls,gr,,,719.7,,719.7,202,-5.46,-11.09,mtx
2.1,ls,ri-shl,,,725.2,,725.2,205,-4.11,-11.76,mtx
3.3,ls,ri,,,725.8,,725.8,205.5,-4.15,-11.83,mtx
4.2,ls,ri-shl,,,728.6,,728.6,207,-3.64,-12.23,mtx
4.1,ls,ri,scs,,730.9,,730.9,209.5,-4.16,-11.91,mtx
0.5,si,shl,,,732.5,,732.5,211,,,mtx
0.5,ls,ri,,,,,,,,,
6.6,ls,ri-shl,,,,,,,,,
3,ls,ri,,,,,,,,,
4.5,ls,ri,,,,,,,,,
5,ls,ri-shl,,,,,,,,,
3.8,ls,ri-shl,,,,,,,,,
0.6,si,shl,,,,,,,,,
2.8,si,shl-ri,,,,,,,,,
5.6,cover,cover,,,,,,,,,
1.7,ls,ri,,,,,,,,,
0.9,ls,gr,,,,,,,,,
1.1,cover,cover,,,,,,,,,
4.7,ls,ri,,,,,,,,,
4.2,ls,ri-shl,,,,,,,,,
4.9,cover,cover,,,,,,,,,
2,ls,ri-shl,,,,,,,,,
0.9,gr,sill,,,,,,,,,
5.8,si,shl-ri,,,,,,,,,
5.9,ls,ri-shl,,,,,,,,,
4.4,ls,ri-shl,,,,,,,,,
2,ls,ri,,,,,,,,,
1.4,ls,ri,,,,,,,,,
0.4,ls,gr,,,,,,,,,
0.6,si,shl-ri,,,,,,,,,
0.1,ls,ri,,,,,,,,,
1.5,ls,ri-shl,,,,,,,,,
2.7,si,shl-ri,,,,,,,,,
1.3,ls,ri-shl,,,,,,,,,
1.3,ls,gr,,,,,,,,,
3.3,ls,ri-shl,,,,,,,,,
5,si,shl-ri,,,,,,,,,
5.6,cover,cover,,,,,,,,,
1.6,si,shl,,,,,,,,,
0.8,si,shl-ri,,,,,,,,,
0.2,ls,gr,,,,,,,,,
1,si,shl,,,,,,,,,
3.4,si,shl-ri,,,,,,,,,
1.4,ls,ri,,,,,,,,,
0.3,ls,gr,,,,,,,,,
2.2,ls,ri,,,,,,,,,
3,ls,ri-shl,,,,,,,,,
1.4,ls,ri,,,,,,,,,
5.8,si,shl-ri,,,,,,,,,
0.6,si,shl,,,,,,,,,
19.1,si,shl-ri,,,,,,,,,
3.4,si,shl,,,,,,,,,
3.1,si,shl-ri,,,,,,,,,
0.5,ls,ri,,,,,,,,,
7.6,si,shl-ri,,,,,,,,,
2.8,ls,ri-shl,,,,,,,,,
2.8,si,shl-ri,,,,,,,,,
2.2,si,shl,,,,,,,,,
1.4,si,shl-ri,,,,,,,,,
3.8,si,shl,,,,,,,,,
5.8,gr,sill,,,,,,,,,
2.8,cover,cover,,,,,,,,,
0.3,si,shl,,,,,,,,,
32.2,cover,cover,,,,,,,,,
1.4,ls,ri-shl,,,,,,,,,
0.8,ls,gr,,,,,,,,,
0.8,ls,ri,,,,,,,,,
2.6,cover,cover,,,,,,,,,
1.4,si,shl-ri,,,,,,,,,
2.5,cover,cover,,,,,,,,,
0.2,ls,ri,,,,,,,,,
11.2,cover,cover,,,,,,,,,
1.1,si,shl-ri,,,,,,,,,
2.4,ls,ri,,,,,,,,,
2.5,si,shl-ri,,,,,,,,,
10.4,cover,cover,,,,,,,,,
1.4,gr,sill,,,,,,,,,
0.4,si,shl,,,,,,,,,
39.2,cover,cover,,,,,,,,,
5.6,si,shl-ri,,,,,,,,,
1.4,ls,ri-shl,,,,,,,,,
5.9,si,shl-ri,,,,,,,,,
1.1,si,shl,,,,,,,,,
2.7,si,shl-ri,,,,,,,,,
1.1,ls,ri,,,,,,,,,
2.1,ls,ri-shl,,,,,,,,,
4.2,si,shl-ri,,,,,,,,,
0.4,ls,ri,,,,,,,,,
0.3,ls,gr,,,,,,,,,
5.2,si,shl-ri,,,,,,,,,
0.3,ls,ri,,,,,,,,,
0.3,ls,gr,,,,,,,,,
1.2,si,shl,,,,,,,,,
8,si,shl-ri,,,,,,,,,
2.4,gr,sill,,,,,,,,,
1.4,cover,cover,,,,,,,,,
1.8,si,shl,,,,,,,,,
4.4,si,shl-ri,,,,,,,,,
2.5,si,shl,,,,,,,,,
2.5,cover,cover,,,,,,,,,
7.6,si,shl,,,,,,,,,
1.6,si,shl-ri,,,,,,,,,
0.4,ls,gr,,,,,,,,,
14.6,si,shl,,,,,,,,,
1.3,si,shl-ri,,,,,,,,,
0.2,ls,gr,,,,,,,,,
9.1,si,shl,,,,,,,,,
0.1,ls,ri,,,,,,,,,
2.8,si,shl,,,,,,,,,
0.8,si,shl-ri,,,,,,,,,
1.7,si,shl,,,,,,,,,
0.3,ls,ri,,,,,,,,,
2,si,shl,,,,,,,,,
0.1,ls,ri,,,,,,,,,
2.1,si,shl,,,,,,,,,
2.2,si,shl,,,,,,,,,
0.2,ls,ri,,,,,,,,,
0.2,ls,gr,,,,,,,,,
4.9,si,shl,,,,,,,,,
0.9,ls,gr,,,,,,,,,
2.5,si,shl,,,,,,,,,
0.4,ls,gr,,,,,,,,,
1.8,si,shl,,,,,,,,,
0.4,ls,ri,,,,,,,,,
1.4,si,shl,,,,,,,,,
0.4,ls,ri,,,,,,,,,
