Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
0.7,ls,gr,,,194.7,,194.7,91,-3.17,-12.93,mtx
2,si,shl,,,197.4,,197.4,93,-3.21,-12.68,mtx
0.2,ls,gr,,,200,,200,97,-3.47,-11.23,mtx
1.7,si,shl,,,202.3,,202.3,101,-2.17,-12.33,mtx
0.8,ls,gr,,,204.7,,204.7,104,-3.02,-12.98,mtx
1,ls,ri,,,208.3,,208.3,109,-3.63,-13.83,mtx
1.8,si,shl,,,211.6,,211.6,114,-4.35,-12.95,mtx
1.3,ls,ri,,,214.8,,214.8,115,-3.6,-14.13,mtx
1.5,si,shl-ri,,,216.2,,216.2,116,-3.63,-14.34,mtx
0.4,ls,ri,,,222.4,,222.4,119.5,-5,-13.25,mtx
1,si,shl-ri,,,237,,237,125,-6.62,-13.42,mtx
0.5,ls,ri,,,239.9,,239.9,128,-8.68,-10.68,mtx
4.8,si,shl-ri,,,,,,,,,
0.5,ls,ri,,,,,,,,,
0.7,si,shl,,,,,,,,,
2.2,ls,ri,,,,,,,,,
1,ls,ri,,,,,,,,,
1.2,si,shl,,,,,,,,,
2.4,ls,ri,,,,,,,,,
4,si,shl,,,,,,,,,
0.6,ls,gr,,,,,,,,,
0.2,ls,icb,,,,,,,,,
0.3,ls,ri,,,,,,,,,
4.4,si,shl,,,,,,,,,
1.4,ls,ri,,,,,,,,,
2.8,si,shl,,,,,,,,,
1,ls,ri,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.2,ls,gr,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.7,ls,gr,,,,,,,,,
0.9,si,shl-ri,,,,,,,,,
0.7,ls,gr,,,,,,,,,
1.3,ls,ri-shl,,,,,,,,,
0.4,ls,gr,,,,,,,,,
4,ls,ri,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.7,ls,ri,,,,,,,,,
0.3,ls,gr,,,,,,,,,
1.4,ls,ri-shl,,,,,,,,,
0.2,ls,st,,,,,,,,,
3,si,shl,,,,,,,,,
0.6,ls,ri,,,,,,,,,
4.2,si,shl,,,,,,,,,
1.2,ls,ri,,,,,,,,,
2.1,si,shl,,,,,,,,,
1,ls,ri,,,,,,,,,
2.4,si,shl-ri,,,,,,,,,
0.8,ls,ri,,,,,,,,,
3.2,si,shl,,,,,,,,,
0.9,ls,ri,,,,,,,,,
0.1,ls,gr,,,,,,,,,
0.2,ls,ri,,,,,,,,,
1.4,ls,ri,,,,,,,,,
0.9,ls,ri,,,,,,,,,
3.8,si,shl,,,,,,,,,
0.4,ls,ri,,,,,,,,,
2.5,si,shl,,,,,,,,,
0.2,ls,icb,,,,,,,,,
1.7,si,shl-ri,,,,,,,,,
0.2,ls,ri,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.4,ls,ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.3,ls,ri,,,,,,,,,
0.7,si,shl,,,,,,,,,
1.3,ls,ri-shl,,,,,,,,,
1.1,si,shl-ri,,,,,,,,,
0.3,ls,gr,,,,,,,,,
1,ls,ri-shl,,,,,,,,,
0.6,si,shl,,,,,,,,,
1.6,ls,ri-shl,,,,,,,,,
0.3,ls,icb,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.6,ls,ri,,,,,,,,,
1.6,si,shl-ri,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.3,si,shl-ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
1,si,shl-ri,,,,,,,,,
3.5,si,shl-ri,,,,,,,,,
0.3,ls,ri,,,,,,,,,
4.2,si,shl-ri,,,,,,,,,
1.5,si,shl,,,,,,,,,
0.4,ls,ri,,,,,,,,,
4.2,si,shl-ri,,,,,,,,,
1.8,si,shl,,,,,,,,,
4.2,cover,cover,,,,,,,,,
0.8,ls,ri,,,,,,,,,
3.3,cover,cover,,,,,,,,,
2.3,si,shl,,,,,,,,,
0.2,ls,ri,,,,,,,,,
0.6,si,shl,,,,,,,,,
0.2,ls,ri,,,,,,,,,
3.7,cover,cover,,,,,,,,,
0.2,ls,ri,,,,,,,,,
