Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
T5,6/11/10,,,,,WGS84,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d18O,CARB_mts_mtx
24.2,si,shl-ri,,,0,,0,0,-4.21,-14.48,mtx
2.8,si,shl-ri,,,3.7,,3.7,0,-7.61,-15.06,mtx
11.6,si,shl-ri,,,8.2,,8.2,0,-5.54,-15.18,mtx
0.1,ls,ri,,,12.4,,12.4,0,-7.74,-15.1,mtx
1,si,shl,,,15.6,,15.6,0,-4.84,-15.16,mtx
0.1,volc,tuff,,,26.3,,26.3,1,-6.41,-15.11,mtx
4.9,si,shl-ri,,,38.7,,38.7,3.5,-5.51,-15.75,mtx
0.1,ls,ri,,,44.7,,44.7,6.5,-7.2,-15.16,mtx
2.8,si,shl-ri,,,48.9,,48.9,9,-5.06,-15.29,mtx
1.7,si,shl-ri,,,57.3,,57.3,10.5,-4.75,-15.42,mtx
8,si,shl-ri,,,60.2,,60.2,12,-4.93,-15.82,mtx
0.1,ls,ri,,,72.3,,72.3,16,-4.63,-15.57,mtx
2.9,si,shl-ri,,,84,,84,18,-6.29,-13.93,mtx
3.2,cover,cover,,,92.3,,92.3,20,-4.71,-14.95,mtx
2.8,si,shl,,,96,,96,22,-1.67,-14.8,mtx
1.8,gr,sill,,,103,,103,26,-3.83,-14.53,mtx
6.2,ls,ri,,,112.2,,112.2,30,-3.47,-13.72,mtx
6.7,cover,cover,,,112.9,,112.9,32,-4.71,-14.96,mtx
9.5,ls,ri-shl,,,116.5,,116.5,35,-5.63,-14.09,mtx
1.2,si,shl,,,121.3,,121.3,39,-3.91,-13.45,mtx
2.5,ls,ri,,,125,,125,42,-4.91,-13.96,mtx
0.7,gr,sill,,,128.7,,128.7,46,-3.85,-13.82,mtx
2.1,ls,ri,,,134.1,,134.1,48,-3.61,-14.24,mtx
0.2,ls,gr,,,137.1,,137.1,50,-4.44,-14.29,mtx
3.8,ls,ri,,,141.3,,141.3,53,-3.56,-14.36,mtx
1.7,cover,cover,,,145.9,,145.9,55,-2.56,-11.8,mtx
1.4,ls,ri,,,151.7,,151.7,59,-2.53,-13.07,mtx
2.8,si,vfss,,,157,,157,63,-1.71,-14.04,mtx
3.8,cover,cover,,,161.1,,161.1,69,-1.4,-12.39,mtx
1.3,si,shl,,,166.8,,166.8,73,-1.48,-13.63,mtx
0.5,ls,ri-shl,,,168.6,,168.6,75.5,-2.08,-12.99,mtx
0.3,ls,icb,,,172.1,,172.1,77,-2.02,-13.44,mtx
0.2,ls,st,,,176.7,,176.7,79,-2.2,-13.59,mtx
0.2,ls,gr,,,183.2,,183.2,83,-2.02,-13.71,mtx
2.9,si,shl-ri,,,187.7,,187.7,85,-1.77,-13.12,mtx
