Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
T4,6/11/10,,,,,WGS84,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d18O,CARB_mts_mtx
1.2,ls,gr,,,0.3,,0.3,0,,,mtx
3.3,si,pcg,,,6.7,,6.7,6,,,mtx
0.4,bslt,vesicular,,,8.7,,8.7,11,,,mtx
1.2,si,vfss,,,9.75,,9.75,13,,,mtx
0.2,bslt,vesicular,,,,,,,,,
0.3,si,slt,,,,,,,,,
0.4,ls,gr,,,,,,,,,
0.4,si,pcg,,,,,,,,,
0.6,si,slt,,,,,,,,,
0.2,si,pcg,,,,,,,,,
0.3,bslt,vesicular,,,,,,,,,
0.3,ls,gr,,,,,,,,,
0.7,bslt,vesicular,,,,,,,,,
0.3,ls,gr,,,,,,,,,
0.2,bslt,vesicular,,,,,,,,,
0.5,si,slt,,,,,,,,,
