Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,
0.7,ls,ri,,,,,,,,,,,,,,,,,,,
7.3,si,shl,,,,,,,,,,,,,,,,,,,
1.3,ls,ri,mts,,,,,,,,,,,,,,,,,,
0.4,si,shl,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,
0.5,si,shl,,,,,,,,,,,,,,,,,,,
2.7,ls,ri,mts,,,,,,,,,,,,,,,,,,
1.1,si,shl,,,,,,,,,,,,,,,,,,,
2.6,cover,cover,,,,,,,,,,,,,,,,,,,
0.5,si,shl,,,,,,,,,,,,,,,,,,,
13.5,cover,cover,,,,,,,,,,,,,,,,,,,
4.5,si,shl,,,,,,,,,,,,,,,,,,,
1.6,cover,cover,,,,,,,,,,,,,,,,,,,
1.4,si,shl,,,,,,,,,,,,,,,,,,,
2.2,cover,cover,,,,,,,,,,,,,,,,,,,
2.9,si,shl,,,,,,,,,,,,,,,,,,,
0.1,dl,gr,,,,,,,,,,,,,,,,,,,
6.3,cover,cover,,,,,,,,,,,,,,,,,,,
2.8,si,shl,,,,,,,,,,,,,,,,,,,
2.3,cover,cover,,,,,,,,,,,,,,,,,,,
0.3,ls,ri,,,,,,,,,,,,,,,,,,,
0.3,cover,cover,,,,,,,,,,,,,,,,,,,
0.9,ls,gr,,,,,,,,,,,,,,,,,,,
4.3,ls,ri,mts,,,,,,,,,,,,,,,,,,
0.4,ls,gr,mts,,,,,,,,,,,,,,,,,,
3.2,si,shl,,,,,,,,,,,,,,,,,,,
1.2,ls,gr,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,
0.2,cover,cover,,,,,,,,,,,,,,,,,,,
2.4,ls,ri,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,
0.1,si,shl,,,,,,,,,,,,,,,,,,,
2.8,ls,ri,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,
0.6,ls,ri,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,
1,ls,ri,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,
0.8,si,shl,,,,,,,,,,,,,,,,,,,
0.7,ls,ri,,,,,,,,,,,,,,,,,,,
0.6,si,shl,,,,,,,,,,,,,,,,,,,
2.2,ls,ri,,,,,,,,,,,,,,,,,,,
4,ls,gr,,,,,,,,,,,,,,,,,,,
0.1,ls,gr,,,,,,,,,,,,,,,,,,,
1.3,si,shl,,,,,,,,,,,,,,,,,,,
6.7,ls,ri,,,,,,,,,,,,,,,,,,,
1.7,cover,cover,,,,,,,,,,,,,,,,,,,
3.5,si,shl,,,,,,,,,,,,,,,,,,,
4.2,ls,ri,,,,,,,,,,,,,,,,,,,
1.2,ls,ri,,,,,,,,,,,,,,,,,,,
6.3,ls,ri,,,,,,,,,,,,,,,,,,,
3.3,ls,ri,scs,,,,,,,,,,,,,,,,,,
5.7,ls,ri,,,,,,,,,,,,,,,,,,,
1.1,si,shl,,,,,,,,,,,,,,,,,,,
26.6,si,shl,,,,,,,,,,,,,,,,,,,
2.9,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,dl,R,,,,,,,,,,,,,,,,,,,
4.9,si,shl,,,,,,,,,,,,,,,,,,,
0.5,ls,ri,,,,,,,,,,,,,,,,,,,
1,ls,ri,,,,,,,,,,,,,,,,,,,
4.3,si,shl,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,,,,,,,,,,,,,,,,,,,
1.3,cover,cover,,,,,,,,,,,,,,,,,,,
0.2,ls,ri,,,,,,,,,,,,,,,,,,,
0.5,cover,cover,,,,,,,,,,,,,,,,,,,
19.6,si,shl,,,,,,,,,,,,,,,,,,,
34,cover,cover,,,,,,,,,,,,,,,,,,,
5.2,si,gw,,,,,,,,,,,,,,,,,,,
0.3,si,shl,,,,,,,,,,,,,,,,,,,
1.2,si,fss,,,,,,,,,,,,,,,,,,,
1.2,si,mss,,,,,,,,,,,,,,,,,,,
3.2,si,fss,,,,,,,,,,,,,,,,,,,
9.3,si,di,,,,,,,,,,,,,,,,,,,
1.4,cover,cover,,,,,,,,,,,,,,,,,,,
9.3,si,di,,,,,,,,,,,,,,,,,,,
2,cover,cover,,,,,,,,,,,,,,,,,,,
36.4,si,di,,,,,,,,,,,,,,,,,,,
69,si,di,,,,,,,,,,,,,,,,,,,
