Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
T14,6/24/10,,,,,WGS84,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d18O,CARB_mts_mtx
1,si,shl,,,1.2,,1.2,1,,,mtx
0.5,dl,ri,,,17.5,,17.5,2.5,,,mtx
16,si,shl,,,21.3,,21.3,5.5,,,mtx
0.1,ls,gr,ic,,,,,,,,
0.3,ls,ri,,,,,,,,,
3.4,si,shl,,,,,,,,,
0.4,ls,ri,,,,,,,,,
2.8,si,shl,,,,,,,,,
16.8,cover,cover,,,,,,,,,
4.9,si,shl,,,,,,,,,
0.1,dl,gr,,,,,,,,,
1.7,si,shl,,,,,,,,,
1.1,gr,sill,,,,,,,,,
6.2,si,shl,,,,,,,,,
28.4,cover,cover,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.5,volc,tuff,,,,,,,,,
3.6,si,shl,,,,,,,,,
27.6,si,shl,,,,,,,,,
5.6,si,rhyolite,,,,,,,,,
