Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
T15,6/24/10,,,,,WGS84,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d18O,CARB_mts_mtx
5.6,si,shl-ri,,,5.7,,5.7,1,,,mtx
5.8,ls,ri,,,12,,12,2,,,mtx
1.4,ls,ri,,,18.9,,18.9,4.5,,,mtx
0.5,si,shl,,,26.6,,26.6,5.5,,,mtx
5.6,ls,ri,,,33.6,,33.6,6.5,,,mtx
7.7,ls,ri,,,43.4,,43.4,7.5,,,mtx
7,ls,ri,,,48.6,,48.6,8.5,,,mtx
9.8,ls,ri,,,55.2,,55.2,10.5,,,mtx
5.2,ls,ri,,,62.2,,62.2,11.5,,,mtx
2.8,ls,ri,,,68.4,,68.4,13,,,mtx
3.8,ls,ri,,,75.8,,75.8,14.5,,,mtx
7,ls,ri,,,82.4,,82.4,16.5,,,mtx
2.4,ls,ri-shl,,,84.2,,84.2,18.5,,,mtx
4.2,ls,ri,,,88.5,,88.5,26,,,mtx
7,ls,ri,,,92.9,,92.9,28.5,,,mtx
4.5,ls,ri-shl,,,98.6,SUB 0.4,98.2,34,,,mtx
2.1,ls,ri,,,103.6,,103.2,35.5,,,mtx
0.8,ls,ri,mt1,,,,,,,,
1,ls,ri,hcs,,,,,,,,
0.3,ls,ri,mt1,,,,,,,,
0.2,ls,gr,,,,,,,,,
1.9,ls,ri,,,,,,,,,
0.1,ls,icb,,,,,,,,,
0.7,ls,ri,,,,,,,,,
0.1,ls,icb,,,,,,,,,
0.9,ls,ri,,,,,,,,,
0.2,ls,gr,,,,,,,,,
2.7,ls,ri,,,,,,,,,
1.6,ls,ri,mt1,,,,,,,,
0.3,ls,gr,hcs,,,,,,,,
0.8,ls,ri,mt1,,,,,,,,
0.7,cover,cover,,,,,,,,,
0.5,si,shl,,,,,,,,,
1,ls,ri-shl,,,,,,,,,
4.9,ls,ri,,,,,,,,,
2.1,ls,ri,,,,,,,,,
