Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
1.6,cover,cover,,,541.5,,541.5,,-1.15,-10.26,mtx
1.4,ls,icb,,,595.7,,595.7,,-4.42,-7.62,mtx
8,ls,gr,,,607.8,,607.8,,,,
1.3,cover,cover,,,634.7,,634.7,,2.82,-7.05,mtx
1,ls,gr,1mt+sxs,,639.5,,639.5,,3.87,-6.63,mtx
2.1,ls,icb,dl,,645.1,,645.1,,4.65,-6.71,mtx
0.9,ls,gr,,,651,,651,,3.39,-5.2,mtx
1,cover,cover,,,657.1,,657.1,,3.54,-5.71,mtx
5.7,dl,gr,,,660.9,,660.9,,3.28,-5.55,mtx
0.5,dl,R,si,,664,,664,,2.99,-5.05,mtx
0.8,dl,ri,,,668.4,,668.4,,4.24,-4.66,mtx
0.5,dl,R,si,,669.7,,669.7,,3.44,-5.01,mtx
1.9,dl,icb,si,,677,,677,,2.8,-4.22,mtx
4,cover,cover,,,678.2,,678.2,,2.29,-5.21,mtx
0.5,dl,R,si,,680.9,,680.9,,2.4,-7.05,mtx
6.7,cover,cover,,,747.1,,747.1,,-0.5,-1.98,mtx
5.2,dl,icb,,,748.9,,748.9,,1.73,-3.94,mtx
10.8,cover,cover,,,753.9,,753.9,,2.05,-3.48,mtx
0.6,dl,ri,,,757.4,,757.4,,2.38,-2.14,mtx
23,cover,cover,,,766.3,,766.3,,1.98,-4.06,mtx
1.9,dl,ri,si,,768.3,,768.3,,1.38,-3.93,mtx
4,cover,cover,,,,,,,,,
0.3,dl,ri,si,,,,,,,,
1.1,cover,cover,,,,,,,,,
0.2,dl,ri,,,,,,,,,
5.4,cover,cover,,,,,,,,,
0.4,dl,ri,,,,,,,,,
16.2,cover,cover,,,,,,,,,
1,dl,ri,,,,,,,,,
6.8,cover,cover,,,,,,,,,
0.2,dl,R,si,,,,,,,,
6.3,cover,cover,,,,,,,,,
1,dl,ri,,,,,,,,,
0.4,cover,cover,,,,,,,,,
0.3,dl,gr,,,,,,,,,
1.4,cover,cover,,,,,,,,,
0.5,dl,gr,1mt,,,,,,,,
4.1,cover,cover,,,,,,,,,
0.5,dl,gr,,,,,,,,,
1.3,cover,cover,,,,,,,,,
0.2,dl,gr,,,,,,,,,
5.5,cover,cover,,,,,,,,,
0.2,dl,gr,1mt,,,,,,,,
1.2,cover,cover,,,,,,,,,
0.2,dl,ri,,,,,,,,,
6.2,cover,cover,,,,,,,,,
0.8,dl,ri,,,,,,,,,
1.2,cover,cover,,,,,,,,,
0.2,dl,ri,,,,,,,,,
1.2,cover,cover,,,,,,,,,
0.9,dl,ri,,,,,,,,,
1.6,cover,cover,,,,,,,,,
0.5,dl,gr,1mt,,,,,,,,
9.3,cover,cover,,,,,,,,,
0.8,dl,ri,,,,,,,,,
1.5,cover,cover,,,,,,,,,
0.9,ls,ri,2mt,,,,,,,,
0.2,ls,icb,,,,,,,,,
1.1,cover,cover,,,,,,,,,
3.7,ls,ri,,,,,,,,,
2.7,cover,cover,,,,,,,,,
1.2,ls,ri,,,,,,,,,
1.1,cover,cover,,,,,,,,,
1.6,ls,ri,,,,,,,,,
32.1,cover,cover,,,,,,,,,
0.5,ls,ri,,,,,,,,,
3.7,cover,cover,,,,,,,,,
1.7,ls,R,,,,,,,,,
2.6,ls,ri,,,,,,,,,
0.3,ls,ri,1mt,,,,,,,,
1.4,cover,cover,,,,,,,,,
0.2,ls,icb,,,,,,,,,
0.5,cover,cover,,,,,,,,,
2.2,ls,R,,,,,,,,,
1.3,cover,cover,,,,,,,,,
8.2,ls,icb,fs,,,,,,,,
1,cover,cover,,,,,,,,,
0.7,ls,ri,,,,,,,,,
1.5,ls,ri,2mt,,,,,,,,
0.6,cover,cover,,,,,,,,,
1.6,ls,gr,,,,,,,,,
1.2,cover,cover,,,,,,,,,
0.4,ls,icb,,,,,,,,,
1.8,ls,ri,,,,,,,,,
2.5,cover,cover,,,,,,,,,
0.6,ls,ri,1mt,,,,,,,,
2.3,cover,cover,,,,,,,,,
0.5,ls,icb,,,,,,,,,
3,cover,cover,,,,,,,,,
0.8,ls,gr,sxs,,,,,,,,
1.2,ls,ri,,,,,,,,,
3.2,cover,cover,,,,,,,,,
0.2,ls,ri,,,,,,,,,
2.8,cover,cover,,,,,,,,,
2.1,ls,icb,,,,,,,,,
1.3,cover,cover,,,,,,,,,
0.3,ls,ri,,,,,,,,,
15,cover,cover,,,,,,,,,
2.2,si,shl,,,,,,,,,
1.1,dl,ri,,,,,,,,,
1.4,si,shl,,,,,,,,,
2.9,gr,sill,,,,,,,,,
1.5,si,shl,,,,,,,,,
1,gr,sill,,,,,,,,,
0.9,si,shl,,,,,,,,,
1,dl,ri,,,,,,,,,
0.6,dl,mi,,,,,,,,,
4.1,si,shl,,,,,,,,,
1,gr,sill,,,,,,,,,
6.7,cover,cover,,,,,,,,,
2.6,di,ri,pyrite+fs,,,,,,,,
2.5,di,ri,fs,,,,,,,,
1.6,di,ri,fs,,,,,,,,
1.4,di,ri,fs,,,,,,,,
0.7,di,ri,fs,,,,,,,,
1.1,di,ri,fs,,,,,,,,
1.4,di,ri,fs,,,,,,,,
1,di,ri,,,,,,,,,
0.6,dl,ri,fs,,,,,,,,
1.6,di,ri,,,,,,,,,
0.3,dl,ri,fs,,,,,,,,
0.6,di,ri,,,,,,,,,
2.2,di,ri,fs,,,,,,,,
0.4,dl,ri,,,,,,,,,
1.6,di,ri,fs,,,,,,,,
4.2,di,ri,,,,,,,,,
0.5,dl,gr,si+fs,,,,,,,,
4.7,cover,cover,,,,,,,,,
1.4,dl,ri,1mt,,,,,,,,
2.9,cover,cover,,,,,,,,,
1.8,dl,ri,1mt,,,,,,,,
0.7,ls,ri,,,,,,,,,
1.4,ls,ri,,,,,,,,,
0.2,ls,ri,,,,,,,,,
0.6,ls,ri,,,,,,,,,
0.6,ls,ri,,,,,,,,,
1.5,cover,cover,,,,,,,,,
0.3,ls,ri,,,,,,,,,
1.8,cover,cover,,,,,,,,,
4.8,ls,ri,1mt,,,,,,,,
5.2,cover,cover,,,,,,,,,
0.3,ls,ri,1mt,,,,,,,,
0.4,cover,cover,,,,,,,,,
1,ls,icb,,,,,,,,,
2.3,cover,cover,,,,,,,,,
0.2,ls,ri,,,,,,,,,
0.4,cover,cover,,,,,,,,,
1.2,dl,R,,,,,,,,,
1.4,cover,cover,,,,,,,,,
0.3,dl,R,,,,,,,,,
1.3,si,shl,,,,,,,,,
3.2,cover,cover,,,,,,,,,
1.1,ls,R,,,,,,,,,
1.6,ls,ri,,,,,,,,,
0.7,ls,icb,,,,,,,,,
1.3,ls,ri,,,,,,,,,
2.6,si,shl,,,,,,,,,
0.8,ls,ri,,,,,,,,,
0.9,ls,gr,1mt,,,,,,,,
1.2,ls,icb,,,,,,,,,
0.5,ls,gr,,,,,,,,,
0.5,ls,icb,,,,,,,,,
0.6,cover,cover,,,,,,,,,
0.2,ls,icb,,,,,,,,,
1.4,ls,ri,,,,,,,,,
0.7,dl,st,fs,,,,,,,,
1,si,shl,,,,,,,,,
0.6,dl,st,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.5,dl,st,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.3,dl,st,,,,,,,,,
1.3,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
1.2,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
0.4,si,shl,,,,,,,,,
1.7,si,shl,,,,,,,,,
2.1,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
12.4,si,shl,,,,,,,,,
5.6,cover,cover,,,,,,,,,
1.1,ls,ri,1mt,,,,,,,,
6,cover,cover,,,,,,,,,
47.6,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
12,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
1.2,si,sst,,,,,,,,,
5.9,si,shl,,,,,,,,,
0.1,si,shl,,,,,,,,,
6.6,si,shl,,,,,,,,,
0.4,dl,R,,,,,,,,,
11.8,si,shl,,,,,,,,,
16.6,dl,ri,,,,,,,,,
0.4,dl,ri,,,,,,,,,
0.2,dl,st,,,,,,,,,
0.6,dl,ri,,,,,,,,,
3.1,si,shl,,,,,,,,,
1.5,dl,ri,,,,,,,,,
2.3,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.4,dl,ri,,,,,,,,,
1.6,dl,ri,,,,,,,,,
1.2,si,shl,,,,,,,,,
1.9,dl,ri,,,,,,,,,
0.4,cover,cover,,,,,,,,,
0.2,dl,ri,,,,,,,,,
1.4,cover,cover,,,,,,,,,
2.9,dl,st,fs,,,,,,,,
6.2,cover,cover,,,,,,,,,
1.6,dl,mi,,,,,,,,,
0.2,cover,cover,,,,,,,,,
0.5,dl,mi,fs,,,,,,,,
1.1,si,shl,,,,,,,,,
0.4,dl,gr,,,,,,,,,
1,si,shl,,,,,,,,,
0.2,dl,gr,,,,,,,,,
6.9,cover,cover,,,,,,,,,
2.7,si,shl,,,,,,,,,
0.1,si,sst,,,,,,,,,
18.1,si,shl,,,,,,,,,
0.1,si,sst,,,,,,,,,
21.9,si,shl,,,,,,,,,
0.2,si,sst,,,,,,,,,
15.9,si,shl,,,,,,,,,
0.9,dl,icb,,,,,,,,,
0.4,cover,cover,,,,,,,,,
2.7,dl,R,,,,,,,,,
2.1,cover,cover,,,,,,,,,
1.8,dl,R,,,,,,,,,
0.7,cover,cover,,,,,,,,,
3.1,dl,icb,,,,,,,,,
5.6,cover,cover,,,,,,,,,
1.1,si,shl,,,,,,,,,
3.1,dl,R,,,,,,,,,
