Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
6.7,si,shl-ri,,,580.3,,580.3,185,3.2,-3.66,mtx
0.1,dl,ri,,,583.1,,583.1,188,3.82,-3.17,mtx
2,si,shl-ri,,,583.8,,583.8,189,3.2,-3.66,mtx
0.1,dl,ri,,,591.3,,591.3,193,1.97,-3.63,mtx
2.8,si,shl-ri,,,592.5,,592.5,195,1.39,-4.06,mtx
1.4,si,shl,,,595.3,,595.3,199,1.37,-8.78,mtx
0.1,dl,ri,,,595.7,,595.7,199,1.46,-7.43,mtx
0.6,si,shl,,,602,,602,207,1.37,-7.41,mtx
0.05,dl,ri,,,602.7,,602.7,207,2.97,-3.36,mtx
0.65,si,shl,,,608.7,,608.7,209.5,1.67,-6.55,mtx
0.1,dl,ri,,,609.5,,609.5,210,1.69,-6.54,mtx
4.6,si,shl-ri,,,613.5,,613.5,214.5,1.83,-6.57,mtx
0.1,dl,ri,,,615.6,,615.6,217,2.65,-6.22,mtx
3.2,si,shl-ri,,,618.1,,618.1,221,2.34,-4.13,mtx
0.1,dl,ri,,,619.3,,619.3,222,2.87,-1.04,mtx
7,si,shl-ri,,,621.6,,621.6,222,2.58,-1.18,mtx
0.1,dl,ri,,,622.9,,622.9,222,2.73,-1.84,mtx
8.9,si,shl-ri,,,625.1,,625.1,224,2.56,-2.55,mtx
0.1,dl,ri,,,626.6,,626.6,225,2.59,-3.4,mtx
3.1,si,shl-ri,,,643.7,,643.7,229,,,
0.2,dl,ri,,,653.5,,653.5,232,,,
13.5,si,shl,,,656.5,,656.5,236,,,
2,si,shl,,,669.3,,669.3,242,,,
56,si,shl,,,672.3,,672.3,247,0.44,-4.13,mtx
7,si,shl,,,674.8,,674.8,250,0.54,-4.46,mtx
2.6,cover,cover,,,678.2,,678.2,259,1.2,-4.04,mtx
1.4,si,shl,,,682.7,,682.7,263,0.51,-4.19,mtx
11.2,cover,cover,,,685,,685,265,1.63,-4.15,mtx
16.6,si,shl,,,687.5,,687.5,265,1.89,-3.86,mtx
12.1,cover,cover,,,690.6,,690.6,271,,,
4.1,si,vfss,,,695.2,,695.2,275,0.95,-4.14,mtx
5.9,si,shl,,,700.3,,700.3,280,,,
2.5,si,vfss,,,702.3,,702.3,280,,,
3.2,si,shl,,,709.2,,709.2,288,,,
0.3,si,vfss,,,710.2,,710.2,290,1.88,-3.67,mtx
3.6,si,shl,,,712.4,,712.4,296,,,
13,si,shl,,,715.5,,715.5,298,1.14,-3.93,mtx
2.7,cover,cover,,,718.5,,718.5,300,1.12,-5.18,mtx
7.6,si,shl,,,721.1,,721.1,306,0.73,-5.74,mtx
0.1,si,css,,,723.2,,723.2,306,0.77,-4.24,mtx
5.6,si,shl,,,727.4,,727.4,312,,,
0.6,si,vfss,,,728.2,,728.2,312,,,
2.78,si,shl,,,730.1,,730.1,313,1.81,-3.73,mtx
0.02,si,mss,,,732.8,,732.8,317,,,
25.2,si,shl,,,735,,735,321,2.07,-3.23,mtx
4,si,shl,reduct,,737.7,,737.7,326,1.25,-3.96,mtx
3.2,cover,cover,,,743.6,,743.6,333,,,
0.8,si,shl,,,745.6,,745.6,333,1.88,-3.28,mtx
8.4,cover,cover,,,747.4,,747.4,335,,,
15.2,si,shl,reduct,,749.2,,749.2,338,,,
0.2,si,css,,,751.6,,751.6,339,,,
6.2,si,shl,mc+dxb,,756.7,,756.7,346,2.18,-2.11,mtx
6.6,si,shl,reduct,,757.3,,757.3,347,,,
0.3,si,mss,dxb,,760.4,,760.4,347,2.24,-4.19,mtx
3.5,si,shl,,,765.6,,765.6,348,1.4,-3.11,mtx
0.2,si,mss,,,768.6,,768.6,349,1.47,-3.78,mtx
3.8,si,shl,,,770.5,,770.5,352,,,
1.1,si,shl,,,773.3,,773.3,355,1.27,-2.67,mtx
0.1,si,mss,,,774.3,,774.3,356,1.61,-3.41,mtx
0.2,si,shl,,,775.9,,775.9,358,1.78,-2.3,mtx
0.9,si,pcg,,,777.9,,777.9,359,1.79,-2.85,mtx
0.9,si,shl,,,779.2,,779.2,360,2.42,-3.33,mtx
0.8,si,pcg,,,781.6,,781.6,364,2.66,-4.07,mtx
0.2,si,shl,,,783.8,,783.8,365,,,
0.5,si,pcg,,,786.7,,786.7,367,3.02,-4.63,mtx
1,si,shl,,,793.8,,793.8,371,1.34,-2.58,mtx
0.1,si,fss,,,795.3,,795.3,373,1.77,-2.18,mtx
0.4,si,pcg,ic+dxb,,798.4,,798.4,375,0.98,-4.66,mtx
1,si,shl,,,799.6,,799.6,377,0.63,-5.07,mtx
0.2,si,pcg,,,811.9,,811.9,387,-0.08,-5.5,mtx
0.3,si,shl,,,813.8,,813.8,387,0.12,-5.1,mtx
0.1,si,gss,,,816.7,,816.7,392,-0.44,-4.97,mtx
3,si,shl,mc,,819,,819,394,-0.76,-5.48,mtx
0.1,si,fss,,,821.8,,821.8,394,0.06,-6.87,mtx
9.2,si,shl,reduct,,822.8,,822.8,396,,,
69.5,si,shl,reduct,,824.8,,824.8,398,0.46,-4.52,mtx
0.2,si,css,,,856.9,,856.9,406,0.26,-4.98,mtx
0.2,si,fss,,,932.5,,932.5,410,,,
0.8,si,shl,reduct,,934.5,,934.5,412,0.43,-4.41,mtx
0.2,si,mss,,,936.5,,936.5,414,,,
1.3,si,shl,,,939,,939,418,0.64,-4.04,mtx
2.5,si,shl,reduct,,953.3,,953.3,420,-0.09,-5.91,mtx
1.1,si,vfss,,,987.9,,987.9,424,3.05,-3.67,mtx
0.3,si,vcss,,,999.8,,999.8,426,3.17,-2.39,mtx
0.2,si,mss,,,1001.8,,1001.8,428,,,
2.2,si,shl,,,1002.8,,1002.8,431.5,1.67,-4.41,mtx
0.2,si,css,,,1004.3,,1004.3,434,0.54,-3.6,mtx
0.5,si,pcg,,,1005.2,,1005.2,435,1.35,-3.78,mtx
0.4,si,vcss,,,1007.8,,1007.8,438,-0.08,-3.96,mtx
0.5,si,shl,,,1010,,1010,441,0.35,-6.12,mtx
0.5,si,pcg,,,1011.4,,1011.4,444,-2.38,-7.49,mtx
0.9,si,mss,dxb,,1021,,1021,446,-2.39,-5.88,mtx
0.3,si,vcss,,,1063.8,,1063.8,454,-2.55,-5.83,mtx
1.9,si,fss,,,1072.3,,1072.3,464,-2.48,-7.02,mtx
1,si,pcg,,,1084.4,,1084.4,471,-2.32,-5.36,mtx
1,si,mss,,,1087.3,,1087.3,474,-2.13,-6.84,mtx
0.5,si,pcg,,,1088.5,,1088.5,476.5,-2.09,-4.27,mtx
0.2,si,mss,,,1089.5,,1089.5,480,-1.46,-4.93,mtx
1.8,si,pcg,,,1090.5,,1090.5,482,-2.01,-6.56,mtx
1.1,si,fss,,,1096.3,,1096.3,488,-1.26,-5.77,mtx
3,si,mss,,,1097.1,,1097.1,488,-1.54,-5.3,mtx
1,si,fss,,,1101.7,,1101.7,490,-1.82,-5.89,mtx
0.8,si,fss,,,1102.6,,1102.6,493,-1.28,-1.45,mtx
1,si,fss,,,1103.9,,1103.9,495,-1.57,-5.14,mtx
0.6,si,shl,,,1106.7,,1106.7,497,-1.75,-4.24,mtx
1.4,si,css,,,1108.1,,1108.1,499,-1.83,-4.36,mtx
12.8,si,shl,,,1109,,1109,501,,,
0.7,si,css,,,1112.7,,1112.7,503.5,-1.63,-6.21,mtx
0.2,si,vfss,,,1115.8,,1115.8,506,-1.02,-6.54,mtx
0.2,si,vcss,,,1119.5,,1119.5,508,0.34,-4.4,mtx
0.7,si,fss,,,1123.1,,1123.1,513,0.5,-4.75,mtx
0.8,si,shl,reduct,,1125.8,,1125.8,515.5,2.03,-3.58,mtx
0.7,si,vcss,,,1129.1,,1129.1,520,2.33,-3.97,mtx
3.4,si,shl,reduct,,1132.6,,1132.6,523,1.96,-4.96,mtx
0.7,si,vcss,,,1134.8,,1134.8,528,2.06,-2.71,mtx
0.1,si,shl,,,1137.1,,1137.1,532,,,
0.6,si,css,,,1140.7,,1140.7,535,2.92,-3.89,mtx
0.7,si,shl,reduct,,1142.3,,1142.3,537,2.86,-4.37,mtx
2.2,si,mss,,,1145.6,,1145.6,541,1.76,-4.03,mtx
0.2,si,shl,,,1147,,1147,541,2.15,-3.47,mtx
0.3,si,mss,,,1150.1,,1150.1,542,,,
0.5,si,fss,,,1155.8,,1155.8,544,,,
0.7,si,css,,,1158.9,,1158.9,546,2.9,-3.57,mtx
0.7,si,shl,,,1159.6,,1159.6,548,,,
0.8,si,css,,,1161.7,,1161.7,551,2.52,-4.2,mtx
0.3,si,shl,,,1176.7,,1176.7,557,1.38,-3.73,mtx
2.1,si,fss,,,1179.7,,1179.7,559,,,
1,si,shl,,,1182.6,,1182.6,561,,,
0.6,si,vcss,,,1184.2,,1184.2,563,1.74,-3.05,mtx
2.8,si,shl,,,1185.7,,1185.7,566,,,
3.1,si,mss,,,1187,,1187,566,,,
7.7,si,shl,,,1188.1,,1188.1,566.5,3.19,-3.55,mtx
0.7,si,css,,,1189,,1189,567,,,
8.8,si,shl,,,1193.7,,1193.7,568,,,
0.5,si,vfss,,,1197.8,,1197.8,574,3.03,-3.03,mtx
1.8,si,shl,,,1200.1,,1200.1,577,,,
3.4,dl,ri,,,1203.5,,1203.5,579,,,
8.4,si,shl,,,1205.3,,1205.3,582.5,2.52,-3.36,mtx
5.6,cover,cover,,,1206.7,,1206.7,584.5,,,
4.6,si,shl,,,1212.3,,1212.3,586,,,
9.4,cover,cover,,,1214.2,,1214.2,587.5,,,
0.8,si,shl,,,1221.3,,1221.3,589,2.21,-5.39,mtx
0.4,dl,ri,,,1227.6,,1227.6,590,,,
0.6,cover,cover,,,1245,,1245,593,,,
0.8,dl,ri,,,1246.8,,1246.8,593,2.87,-3.37,mtx
0.9,si,shl,,,1251,,1251,596,,,
1.3,si,vfss,,,1253.7,,1253.7,598,,,
0.2,dl,ri,,,1257.7,,1257.7,603,2.41,-3.32,mtx
2.8,si,shl,,,1261.6,,1261.6,604,,,
0.4,dl,ri,,,1262.8,,1262.8,605,,,
8.8,cover,cover,,,1264.3,,1264.3,606.5,,,
0.3,dl,ri,,,1288.6,,1288.6,609,2.31,-3.33,mtx
0.5,cover,cover,,,1291.9,,1291.9,611,,,
0.5,si,shl,,,1295.3,,1295.3,616,,,
0.4,cover,cover,,,1303.6,,1303.6,624,2.06,-4.07,mtx
0.6,dl,ri,,,1304.7,,1304.7,627,,,
0.4,dl,gr,,,1313.7,,1313.7,632,,,
1.7,si,shl,,,1315.8,,1315.8,634,1.91,-2.62,mtx
0.7,dl,ri,,,1319.5,,1319.5,636,,,
0.8,dl,mi,,,1320.9,,1320.9,638,,,
0.2,dl,ri,,,1321.5,,1321.5,638,1.7,-2.26,mtx
4.2,cover,cover,,,1324.4,,1324.4,639.5,,,
2.8,si,shl,,,1329,,1329,641,,,
0.3,dl,ri,,,1332.7,,1332.7,646,2.48,-4.1,mtx
0.9,si,shl,,,1336.1,,1336.1,648,,,
0.2,dl,ri,,,1338.7,,1338.7,650.5,,,
1,si,shl,,,1340.3,,1340.3,651,2.11,-3.8,mtx
0.5,dl,ri,,,1342.1,,1342.1,651,,,
0.3,cover,cover,,,1348.2,,1348.2,654,,,
1.6,dl,ri,,,1350.1,,1350.1,656,2.48,-4.32,mtx
0.7,si,shl,,,1353.1,,1353.1,657.5,,,
0.2,dl,ri,,,1354.2,,1354.2,659.5,,,
0.5,si,shl,,,1358.2,,1358.2,663,2.95,-4.68,mtx
0.4,dl,ri,,,1361.1,,1361.1,664,,,
2.5,si,shl,,,1364.6,,1364.6,664,,,
0.1,dl,ri,,,1365.9,,1365.9,666,2.61,-3.98,mtx
0.7,si,shl,,,1371.2,,1371.2,668,,,
4.2,dl,ri,,,1375,,1375,669,,,
1.8,cover,cover,,,1382.4,,1382.4,672.5,2.73,-9.27,mtx
1.6,si,shl,,,1388.9,,1388.9,674,,,
1.4,dl,ri,,,1390.3,,1390.3,674,,,
1.2,cover,cover,,,1397.6,,1397.6,680,2.52,-3.04,mtx
0.2,dl,ri,,,1401.7,,1401.7,680,,,
1.9,cover,cover,,,1407.6,,1407.6,687,,,
0.1,dl,gr,,,1409.3,,1409.3,688,,,
0.9,dl,ri,,,1412.8,,1412.8,691,,,
1,si,shl,,,1418,,1418,697,,,
0.5,dl,ri,,,1421.7,,1421.7,699,,,
0.5,si,shl,,,1424.6,,1424.6,701,,,
0.1,dl,ri,,,1425.7,,1425.7,703,,,
1.3,si,shl,,,1427.9,,1427.9,703,,,
1.2,dl,gr,,,1429.9,,1429.9,705,,,
4.7,dl,ri,,,1431.2,,1431.2,707,,,
0.7,dl,gr,,,1432.3,,1432.3,709,,,
1.9,dl,mi,,,1434.5,,1434.5,711,,,
0.8,dl,gr,,,1435.9,,1435.9,711,,,
3.4,cover,cover,,,1437.9,,1437.9,712,,,
2.4,si,shl,,,1440.4,,1440.4,714,,,
10.3,cover,cover,,,1486.3,,1486.3,727.5,,,
0.9,dl,R,,,1489,,1489,730,2.73,-5.31,mtx
4.5,si,shl,,,1497.1,,1497.1,734,,,
3.9,cover,cover,,,1514.4,,1514.4,741.5,,,
1.3,dl,ri,,,1541.4,,1541.4,752,-0.02,-7.81,mtx
0.8,cover,cover,,,,,,,,,
0.3,dl,ri,,,,,,,,,
0.5,cover,cover,,,,,,,,,
1.3,dl,ri,,,,,,,,,
11.4,cover,cover,,,,,,,,,
0.1,dl,ri,,,,,,,,,
0.5,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.8,dl,ri,,,,,,,,,
1.1,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
0.6,cover,cover,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.6,dl,mi,,,,,,,,,
0.5,cover,cover,,,,,,,,,
1.7,si,shl,,,,,,,,,
0.2,dl,gr,,,,,,,,,
0.6,cover,cover,,,,,,,,,
0.3,dl,ri,,,,,,,,,
0.3,dl,st,,,,,,,,,
0.9,cover,cover,,,,,,,,,
0.1,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.1,si,shl,,,,,,,,,
0.5,cover,cover,,,,,,,,,
0.4,dl,ri,,,,,,,,,
0.9,cover,cover,,,,,,,,,
0.5,dl,ri,,,,,,,,,
2.8,cover,cover,,,,,,,,,
0.3,dl,gr,,,,,,,,,
1.8,cover,cover,,,,,,,,,
3.5,dl,st,,,,,,,,,
0.2,dl,gr,,,,,,,,,
0.5,cover,cover,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.9,cover,cover,,,,,,,,,
0.6,dl,gr,,,,,,,,,
0.9,dl,st,,,,,,,,,
1.2,cover,cover,,,,,,,,,
0.1,dl,ri,,,,,,,,,
2.3,cover,cover,,,,,,,,,
0.8,dl,ri,,,,,,,,,
0.8,cover,cover,,,,,,,,,
0.3,dl,ri,,,,,,,,,
2.6,cover,cover,,,,,,,,,
0.3,dl,gr,,,,,,,,,
2.8,dl,ri,,,,,,,,,
0.4,dl,gr,,,,,,,,,
0.6,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
0.7,si,shl,,,,,,,,,
3.6,cover,cover,,,,,,,,,
0.4,dl,R,,,,,,,,,
0.5,cover,cover,,,,,,,,,
0.5,dl,gr,,,,,,,,,
0.5,cover,cover,,,,,,,,,
0.6,dl,ri,,,,,,,,,
0.4,cover,cover,,,,,,,,,
0.2,dl,R,,,,,,,,,
0.3,cover,cover,,,,,,,,,
0.2,dl,R,,,,,,,,,
0.6,cover,cover,,,,,,,,,
0.4,dl,ri,,,,,,,,,
2,cover,cover,,,,,,,,,
1.3,dl,ri,,,,,,,,,
0.6,cover,cover,,,,,,,,,
2.6,dl,ri,,,,,,,,,
0.5,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.3,dl,ri,,,,,,,,,
0.6,cover,cover,,,,,,,,,
2.5,dl,ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
0.4,si,shl,,,,,,,,,
2.2,cover,cover,,,,,,,,,
0.4,dl,st,,,,,,,,,
2.4,dl,ri,,,,,,,,,
0.8,dl,mi,,,,,,,,,
1.9,si,shl-ri,,,,,,,,,
0.3,dl,ri,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
1,si,shl-ri,,,,,,,,,
0.2,dl,gr,,,,,,,,,
0.8,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
1.2,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
0.6,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.6,dl,ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
1.4,cover,cover,,,,,,,,,
0.3,dl,gr,,,,,,,,,
2.5,cover,cover,,,,,,,,,
3.6,dl,mi,,,,,,,,,
0.5,dl,gr,,,,,,,,,
0.6,dl,ri,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.3,dl,R,,,,,,,,,
0.9,dl,ri,,,,,,,,,
2.1,si,shl,,,,,,,,,
1.1,dl,ri-shl,,,,,,,,,
0.4,dl,gr,,,,,,,,,
0.8,cover,cover,,,,,,,,,
0.2,dl,ri,,,,,,,,,
2,cover,cover,,,,,,,,,
0.2,dl,R,,,,,,,,,
0.6,dl,ri,,,,,,,,,
4.3,dl,R,,,,,,,,,
6.6,si,shl-ri,,,,,,,,,
0.8,dl,ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.2,dl,mi,,,,,,,,,
2.1,dl,R,,,,,,,,,
0.5,cover,cover,,,,,,,,,
0.5,dl,R,,,,,,,,,
1,dl,ri-shl,,,,,,,,,
1,dl,R,,,,,,,,,
0.9,si,shl-ri,,,,,,,,,
2.5,dl,ri-shl,,,,,,,,,
0.2,dl,mi,,,,,,,,,
1.7,dl,R,,,,,,,,,
0.3,cover,cover,,,,,,,,,
0.7,dl,R,,,,,,,,,
0.7,si,shl-ri,,,,,,,,,
0.3,dl,gr,,,,,,,,,
3.7,dl,ri-shl,,,,,,,,,
1.1,dl,ri,,,,,,,,,
0.4,dl,mi,,,,,,,,,
0.5,dl,gr,,,,,,,,,
2.2,cover,cover,,,,,,,,,
3.7,si,shl,,,,,,,,,
1,dl,ri,,,,,,,,,
0.9,cover,cover,,,,,,,,,
0.6,dl,gr,,,,,,,,,
2.5,si,shl,,,,,,,,,
0.5,dl,gr,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.7,dl,gr,,,,,,,,,
1.5,si,shl,,,,,,,,,
0.3,dl,R,,,,,,,,,
4.1,si,shl,,,,,,,,,
0.3,dl,R,,,,,,,,,
0.6,si,shl,,,,,,,,,
0.2,dl,R,,,,,,,,,
3.6,si,shl,,,,,,,,,
2.5,dl,mi,,,,,,,,,
1,cover,cover,,,,,,,,,
0.6,si,shl,,,,,,,,,
0.3,dl,gr,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.9,dl,mi,,,,,,,,,
1,cover,cover,,,,,,,,,
3.5,dl,mi,,,,,,,,,
0.2,cover,cover,,,,,,,,,
0.8,dl,mi,,,,,,,,,
1.4,cover,cover,,,,,,,,,
0.7,dl,mi,,,,,,,,,
1.4,cover,cover,,,,,,,,,
7.1,si,shl,,,,,,,,,
0.6,cover,cover,,,,,,,,,
2.8,si,shl,,,,,,,,,
5.6,cover,cover,,,,,,,,,
7,si,shl,,,,,,,,,
7.2,si,shl,,,,,,,,,
0.7,dl,mi,,,,,,,,,
57.4,si,shl,,,,,,,,,
12.2,cover,cover,,,,,,,,,
5.3,si,shl,,,,,,,,,
1.5,dl,mi,,,,,,,,,
0.4,si,shl,,,,,,,,,
1.4,dl,st,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.8,dl,st,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.7,dl,mi,,,,,,,,,
0.5,si,shl,,,,,,,,,
0.9,dl,mi,,,,,,,,,
13.7,si,shl,,,,,,,,,
0.8,dl,gr,,,,,,,,,
7,si,shl,,,,,,,,,
24.2,si,shl,,,,,,,,,
3,cover,cover,,,,,,,,,
0.4,dl,mi,,,,,,,,,
11.2,si,shl,,,,,,,,,
0.6,dl,mi,,,,,,,,,
1,si,shl,,,,,,,,,
1.1,dl,mi,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.3,dl,ri,,,,,,,,,
0.2,dl,st,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
1,dl,mi,,,,,,,,,
1.4,dl,ri,,,,,,,,,
0.2,dl,gr,,,,,,,,,
1.2,dl,ri,,,,,,,,,
0.6,dl,mi,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.7,dl,gr,,,,,,,,,
1,dl,st,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.4,dl,ri,,,,,,,,,
0.4,dl,gr,,,,,,,,,
9.2,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
1.8,si,shl,,,,,,,,,
1.6,cover,cover,,,,,,,,,
2.8,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
21,si,shl,,,,,,,,,
9.8,cover,cover,,,,,,,,,
5.4,si,shl,,,,,,,,,
0.2,dl,gr,,,,,,,,,
2.8,si,shl,,,,,,,,,
2.8,cover,cover,,,,,,,,,
0.9,si,shl,,,,,,,,,
0.1,dl,R,,,,,,,,,
0.5,si,shl,,,,,,,,,
0.1,dl,R,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.3,dl,ri-shl,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.2,dl,mi,,,,,,,,,
1.3,si,shl,,,,,,,,,
0.1,dl,ri,,,,,,,,,
3.4,si,shl,,,,,,,,,
0.2,dl,R,,,,,,,,,
4.8,si,shl,,,,,,,,,
2.1,si,shl-ri,,,,,,,,,
0.2,dl,ri,,,,,,,,,
2.2,si,shl-ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.9,dl,mi,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.2,dl,mi,,,,,,,,,
0.2,dl,gr,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.4,si,shl-ri,,,,,,,,,
0.3,dl,gr,,,,,,,,,
0.6,si,shl,,,,,,,,,
0.8,dl,ri,,,,,,,,,
1,dl,ri-shl,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
2.2,si,shl,,,,,,,,,
1.3,si,shl-ri,,,,,,,,,
1.6,dl,ri,,,,,,,,,
3.1,si,shl,,,,,,,,,
1.2,si,shl-ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.2,dl,ri,,,,,,,,,
0.2,dl,st,,,,,,,,,
1.1,si,shl-ri,,,,,,,,,
0.3,dl,ri,,,,,,,,,
2.5,si,shl,,,,,,,,,
0.5,dl,mi,,,,,,,,,
0.8,si,shl,,,,,,,,,
0.6,dl,mi,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.6,dl,ri,,,,,,,,,
0.8,dl,R,,,,,,,,,
2.4,si,shl,,,,,,,,,
0.3,dl,ri,,,,,,,,,
2.3,si,shl,,,,,,,,,
0.7,dl,R,,,,,,,,,
2.6,si,shl,,,,,,,,,
1.1,dl,st,,,,,,,,,
0.6,si,shl,,,,,,,,,
0.3,dl,ri,,,,,,,,,
0.3,dl,R,,,,,,,,,
2.1,cover,cover,,,,,,,,,
1.3,dl,ri-shl,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.8,dl,ri,,,,,,,,,
0.4,dl,ri,,,,,,,,,
1.4,si,shl-ri,,,,,,,,,
1,cover,cover,,,,,,,,,
0.4,dl,ri,,,,,,,,,
0.4,dl,gr,,,,,,,,,
1.7,si,shl,,,,,,,,,
1.1,dl,ri-shl,,,,,,,,,
0.6,dl,ri,,,,,,,,,
0.2,si,shl,,,,,,,,,
0.5,dl,ri-shl,,,,,,,,,
0.3,dl,gr,,,,,,,,,
0.3,si,shl,,,,,,,,,
1.2,dl,ri-shl,,,,,,,,,
0.2,dl,gr,,,,,,,,,
0.8,si,shl,,,,,,,,,
0.7,si,shl-ri,,,,,,,,,
0.5,dl,R,,,,,,,,,
2.1,cover,cover,,,,,,,,,
0.5,si,shl,,,,,,,,,
1.4,dl,ri-shl,,,,,,,,,
0.6,si,shl,,,,,,,,,
0.3,dl,ri,,,,,,,,,
0.6,si,shl-ri,,,,,,,,,
1.2,cover,cover,,,,,,,,,
1.2,si,shl,,,,,,,,,
4.6,si,shl-ri,,,,,,,,,
0.3,dl,R,,,,,,,,,
5.2,si,shl-ri,,,,,,,,,
1.4,dl,ri-shl,,,,,,,,,
1.3,dl,R,,,,,,,,,
0.9,dl,ri,,,,,,,,,
0.4,si,shl,,,,,,,,,
1.1,dl,ri,,,,,,,,,
0.4,si,shl,,,,,,,,,
0.5,dl,R,,,,,,,,,
0.4,dl,ri-shl,,,,,,,,,
1.8,cover,cover,,,,,,,,,
2,si,shl,,,,,,,,,
2.1,cover,cover,,,,,,,,,
3.7,si,shl-R,,,,,,,,,
4.9,cover,cover,,,,,,,,,
