Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
1.2,ls,ri,,,272.3,,272.3,120,-4.07,-12.24,mtx
31.3,cover,cover,,,275.6,,275.6,122,-4.27,-12.28,mtx
0.3,si,shl,,,279.4,,279.4,123,-3.9,-12.3,mtx
0.2,ls,ri,,,282.4,,282.4,123.5,-4.34,-10.36,mtx
0.2,si,shl,,,285.4,,285.4,126,-3.88,-13.03,mtx
0.9,ls,ri,,,289,,289,126.5,-3.82,-11.78,mtx
0.3,si,shl,,,291.4,,291.4,127,,,
1.4,cover,cover,,,294.8,,294.8,128,-3.64,-11.97,mtx
0.4,ls,gr,ic,,299.3,,299.3,129,-3.7,-10.79,mtx
2,si,shl,,,303.1,,303.1,129,-3.22,-11.66,mtx
0.2,ls,ri,,,312.4,,312.4,131,-2.77,-11.88,mtx
0.5,cover,cover,,,315.2,,315.2,131,-3.75,-11.81,mtx
4.5,ls,ri,,,317.5,,317.5,131,-3.48,-12.81,mtx
0.7,cover,cover,,,322,,322,132,-3.76,-11.39,mtx
4.1,ls,ri,,,328,,328,132,-3.94,-12.65,mtx
0.6,si,shl,,,330.8,,330.8,132.5,-3.73,-11.86,mtx
0.2,ls,ri,,,338.8,,338.8,134,-4.15,-11.78,mtx
1,cover,cover,,,346.2,,346.2,136,,,
0.9,ls,ri,,,350.4,,350.4,136,-2.6,-12.72,mtx
4.9,cover,cover,,,353.6,,353.6,136,-3.1,-12.64,mtx
0.5,si,shl,,,356.2,,356.2,137,-2.69,-12.27,mtx
1.1,ls,ri,,,360.4,,360.4,137.5,-2.55,-11.93,mtx
3.9,cover,cover,,,363.6,,363.6,138,-3.08,-10.78,mtx
0.5,ls,ri,,,367.8,,367.8,138.5,-2.84,-12.54,mtx
3,cover,cover,,,372,,372,139,-2.25,-12.83,mtx
1,ls,ri,,,376.2,,376.2,139,-2,-11.59,mtx
3.5,cover,cover,,,380.4,,380.4,139.5,-2.62,-12.4,mtx
0.7,ls,ri,,,384.7,,384.7,143,-2.26,-12.05,mtx
8.4,cover,cover,,,387.6,,387.6,145,-2.22,-10.8,mtx
0.5,ls,ri,,,390.3,,390.3,147,-2.99,-12.21,mtx
3.8,cover,cover,,,393,,393,147,-3.81,-8.64,mtx
0.4,ls,ri,,,396.1,,396.1,149,-2.48,-11.59,mtx
6.1,cover,cover,,,400,,400,151,-4.18,-11.54,mtx
0.4,ls,ri,,,422.6,,422.6,153,-4.97,-12.04,mtx
2.6,cover,cover,,,425.7,,425.7,155,-5.42,-12.13,mtx
0.2,ls,ri,,,430.7,,430.7,159,-5.26,-10.48,mtx
3.9,cover,cover,,,458.1,,458.1,164,-5.51,-11.17,mtx
0.4,ls,ri,,,493.8,,493.8,169,-5.34,-9.01,mtx
3.2,cover,cover,,,498.8,,498.8,173,-4.83,-9.54,mtx
0.3,ls,ri,,,506.1,,506.1,177,-4.96,-7.48,mtx
2.8,cover,cover,,,510.3,,510.3,179,-5.31,-7.72,mtx
0.3,ls,ri,,,,,,,,,
22.2,cover,cover,,,,,,,,,
1.4,ls,ri,,,,,,,,,
5.3,cover,cover,,,,,,,,,
4,ls,ri,,,,,,,,,
0.8,cover,cover,,,,,,,,,
0.3,ls,ri,,,,,,,,,
2.8,cover,cover,,,,,,,,,
1.4,ls,ri,,,,,,,,,
0.6,cover,cover,,,,,,,,,
1.2,ls,ri,,,,,,,,,
0.4,ls,gr,,,,,,,,,
0.9,si,shl,,,,,,,,,
2.8,cover,cover,,,,,,,,,
1.1,ls,ri,,,,,,,,,
22.9,cover,cover,,,,,,,,,
0.3,ls,ri,,,,,,,,,
7.2,cover,cover,,,,,,,,,
2.2,ls,ri,,,,,,,,,
3.7,cover,cover,,,,,,,,,
3,ls,ri,,,,,,,,,
0.9,ls,ri-shl,,,,,,,,,
1.4,ls,ri,,,,,,,,,
2.6,cover,cover,,,,,,,,,
4.2,ls,ri,,,,,,,,,
3.7,ls,ri,,,,,,,,,
0.3,ls,ri,,,,,,,,,
2.5,ls,ri,,,,,,,,,
0.9,ls,gr,,,,,,,,,
0.7,ls,ri,,,,,,,,,
0.8,cover,cover,,,,,,,,,
0.6,ls,ri,,,,,,,,,
1.4,ls,ri,,,,,,,,,
1.4,cover,cover,,,,,,,,,
1.6,ls,ri,,,,,,,,,
1.2,ls,ri,,,,,,,,,
2.6,ls,ri,,,,,,,,,
6.8,ls,ri,,,,,,,,,
0.4,ls,ri,,,,,,,,,
0.5,ls,gr,,,,,,,,,
6.6,ls,ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
0.3,ls,gr,,,,,,,,,
6,ls,ri,,,,,,,,,
3.8,ls ,ri,,,,,,,,,
3.1,ls ,ri,,,,,,,,,
8.2,ls ,ri,,,,,,,,,
8.1,cover,cover,,,,,,,,,
5.6,ls,ri,,,,,,,,,
13,ls,ri,,,,,,,,,
6.5,cover,cover,,,,,,,,,
1.9,ls,ri,,,,,,,,,
4.2,cover,cover,,,,,,,,,
11.4,ls,ri,,,,,,,,,
5.6,ls,ri,,,,,,,,,
7.4,ls,ri,,,,,,,,,
12.6,ls,ri,,,,,,,,,
0.7,si,shl,,,,,,,,,
0.2,ls,ri,,,,,,,,,
1,si,shl-ri,,,,,,,,,
3.6,ls,ri,,,,,,,,,
0.7,si,shl-ri,,,,,,,,,
2.8,ls,ri,,,,,,,,,
0.4,si,shl,,,,,,,,,
3.4,ls,ri,,,,,,,,,
0.3,si,shl,,,,,,,,,
5.1,ls,ri,,,,,,,,,
0.3,cover,cover,,,,,,,,,
1.8,ls,ri,,,,,,,,,
21.3,cover,cover,,,,,,,,,
1.1,ls,ri,,,,,,,,,
2.1,si,shl,,,,,,,,,
1.1,ls,ri,,,,,,,,,
3.3,si,shl,,,,,,,,,
0.3,ls,ri,,,,,,,,,
0.7,cover,cover,,,,,,,,,
1.6,ls,ri-shl,,,,,,,,,
4.2,si,shl,,,,,,,,,
12.6,si,shl,,,,,,,,,
7,cover,cover,,,,,,,,,
1.9,si,shl,,,,,,,,,
0.5,ls,ri,,,,,,,,,
14.7,cover,cover,,,,,,,,,
5.6,si,shl,,,,,,,,,
9.5,cover,cover,,,,,,,,,
5.5,si,shl,,,,,,,,,
0.2,ls,ri,,,,,,,,,
3.8,si,shl,,,,,,,,,
0.9,ls,ri,,,,,,,,,
0.1,si,shl,,,,,,,,,
0.5,ls,ri,,,,,,,,,
5.6,si,shl,,,,,,,,,
0.1,ls,ri,,,,,,,,,
1,si,shl,,,,,,,,,
0.5,ls,ri,,,,,,,,,
3.7,si,shl,,,,,,,,,
1.8,ls,ri,,,,,,,,,
