Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,
28.4,cover,cover,,,580.4,,580.4,170,,,mtx,,,,,,,,,,
6,si,shl,,,580.55,,580.55,170,,,mtx,,,,,,,,,,
1.9,cover,cover,,,584.9,,584.9,178,,,mtx,,,,,,,,,,
1.4,si,shl,,,585.7,,585.7,179,,,mtx,,,,,,,,,,
25,cover,cover,,,585.8,,585.8,179,,,mtx,,,,,,,,,,
2.6,si,shl,,,588.2,,588.2,180,-2.25,-11.36,mtx,,,,,,,,,,
15,cover,cover,,,593.5,,593.5,180.5,-2.52,-11.33,mtx,,,,,,,,,,
23.1,si,shl,pl,,593.7,,593.7,181,-2.38,-10.51,mtx,,,,,,,,,,
20.5,cover,cover,,,597.5,,597.5,185,-2.23,-11.18,mtx,,,,,,,,,,
11.4,si,shl,pl,,600.4,,600.4,187,,,mtx,,,,,,,,,,
35,cover,cover,,,601.4,,601.4,187,,,mtx,,,,,,,,,,
14,si,shl,pl,,601.6,,601.6,187,,,mtx,,,,,,,,,,
25,cover,cover,,,605.1,,605.1,189,-2.51,-8.44,mtx,,,,,,,,,,
11.4,si,shl,,,606.9,,606.9,189,-2.34,-9.36,mtx,,,,,,,,,,
0.4,si,shl,,,607.8,,607.8,189,-2.52,-9.32,mtx,,,,,,,,,,
2.1,si,shl,,,609.3,,609.3,192,,,mtx,,,,,,,,,,
0.1,si,br,,,609.4,,609.4,192,,,mtx,,,,,,,,,,
0.8,si,shl,,,610.6,,610.6,192.5,,,mtx,,,,,,,,,,
12.9,si,shl,,,610.8,,610.8,194,,,mtx,,,,,,,,,,
0.2,gr,dyke,,,614.6,,614.6,200,-1.9,-7.91,mtx,,,,,,,,,,
7.7,si,shl,,,616.4,,616.4,202,,,mtx,,,,,,,,,,
0.1,gr,dyke,,,617,,617,204,-1.87,-8.48,mtx,,,,,,,,,,
45,si,shl,,,617,,617,204,-2.03,-8.27,mts,,,,,,,,,,
10,cover,cover,,,617.4,,617.4,204,,,mtx,,,,,,,,,,
4.5,si,shl,,,618.9,,618.9,204,-2.1,-10.22,mtx,,,,,,,,,,
0.5,cover,cover,sb,,622.8,,622.8,206,-1.9,-11.71,mtx,,,,,,,,,,
0.1,dl,icb,,,623.2,,623.2,206,-2.04,-10.98,mtx,,,,,,,,,,
0.35,dl,icb,,,627.6,,627.6,211,-1.89,-10.71,mtx,,,,,,,,,,
0.1,dl,icb,,,632.2,,632.2,211,-1.87,-10.66,mtx,,,,,,,,,,
0.35,dl,gr,sxs,,636.6,,636.6,213,-1.92,-10.42,mtx,,,,,,,,,,
0.5,si,shl,,,638.4,,638.4,214,-2.19,-11.89,mtx,,,,,,,,,,
0.1,dl,icb,,,639,,639,214,,,mtx,,,,,,,,,,
0.2,ls,ri,,,639.1,,639.1,214,,,mtx,,,,,,,,,,
2,ls,ri,,,639.25,,639.25,214,,,mtx,,,,,,,,,,
0.1,ls,icb,,,639.3,,639.3,214,,,mtx,,,,,,,,,,
2.8,ls,ri,,,639.6,,639.6,214,,,mtx,,,,,,,,,,
1.1,cover,cover,,,639.75,,639.75,214,,,mtx,,,,,,,,,,
0.2,dl,ri,,,643.4,,643.4,217,-1.79,-13.33,mtx,,,,,,,,,,
1.2,ls,ri,,,645.8,,645.8,218,,,mtx,,,,,,,,,,
0.5,si,shl,,,645.85,,645.85,218,,,mtx,,,,,,,,,,
0.5,ls,ri,,,645.9,,645.9,218,,,mtx,,,,,,,,,,
0.6,cover,cover,,,646.2,,646.2,218,,,mtx,,,,,,,,,,
0.6,ls,ri,,,646.25,,646.25,218,,,mtx,,,,,,,,,,
0.3,ls,ri,,,646.45,,646.45,218,,,mtx,,,,,,,,,,
3,ls,ri,,,646.6,,646.6,218,-2.13,-16.37,mtx,,,,,,,,,,
0.5,si,shl,,,647,,647,219.5,-2.09,-15.51,mtx,,,,,,,,,,
0.1,dl,ri,,,649.2,,649.2,222.5,-2.02,-11.95,mtx,,,,,,,,,,
2.7,ls,ri,fs,,649.3,,649.3,223,-2.02,-12.37,mtx,,,,,,,,,,
1.1,si,shl,,,650.1,,650.1,224.5,-1.73,-7.94,mtx,,,,,,,,,,
2.6,ls,ri,,,650.8,,650.8,226,-1.7,-7.8,mtx,,,,,,,,,,
2.2,si,shl,,,651.4,,651.4,226,-2.87,-7.81,mtx,,,,,,,,,,
5.8,ls,ri,,,654.8,,654.8,227,-1.45,-4.68,mtx,,,,,,,,,,
0.6,cover,cover,,,657.9,,657.9,228,-1.36,-4.09,mtx,,,,,,,,,,
5.8,ls,ri,,,660.7,,660.7,231,-1.75,-5.21,mtx,,,,,,,,,,
0.7,ls,ri,,,662.6,,662.6,234,-1.34,-5.42,mtx,,,,,,,,,,
6.6,ls,ri,,,666.3,,666.3,238,-1.59,-5.36,mtx,,,,,,,,,,
2.5,ls,ri,,,670.2,,670.2,239,-0.93,-6.47,mtx,,,,,,,,,,
7.2,ls,ri,,,672.8,,672.8,241.5,-0.57,-4.59,mtx,,,,,,,,,,
0.4,cover,cover,,,676.1,,676.1,243,-0.52,-5.25,mtx,,,,,,,,,,
3.7,ls,ri,,,680.3,,680.3,249,-0.63,-4.97,mtx,,,,,,,,,,
0.3,cover,cover,,,683.6,,683.6,250,-0.49,-5.09,mtx,,,,,,,,,,
0.3,ls,ri,,,689.3,,689.3,255,-1.7,-6.63,mtx,,,,,,,,,,
0.2,ls,icb,,,694.1,,694.1,261,-2.62,-5.87,mtx,,,,,,,,,,
0.2,ls,rh,,,698.2,,698.2,267,-1.53,-7.14,mtx,,,,,,,,,,
0.7,cover,cover,,,703.2,,703.2,272,-1.61,-10.98,mtx,,,,,,,,,,
5.1,ls,ri,,,706.3,,706.3,278.5,-1.98,-16.28,mtx,,,,,,,,,,
0.3,cover,cover,,,709.2,,709.2,282,-1.97,-8.06,mtx,,,,,,,,,,
1.1,ls,ri,,,709.3,,709.3,282,-1.64,-9.37,mtx,,,,,,,,,,
0.2,cover,cover,,,710.6,,710.6,283.5,,,mtx,,,,,,,,,,
0.7,ls,ri,,,710.65,,710.65,284,,,mtx,,,,,,,,,,
0.6,cover,cover,,,711,,711,285,,,mtx,,,,,,,,,,
0.9,ls,ri,,,711.3,,711.3,285,-0.87,-8.47,mtx,,,,,,,,,,
0.2,cover,cover,,,713.1,,713.1,288,-0.94,-7.47,mtx,,,,,,,,,,
3.5,ls,ri,,,713.2,,713.2,288.5,,,mtx,,,,,,,,,,
0.2,cover,cover,,,713.8,,713.8,289,,,mtx,,,,,,,,,,
2.1,ls,ri,,,714.1,,714.1,289,-1.33,-15.4,mtx,,,,,,,,,,
0.3,cover,cover,,,714.1,,714.1,289,,,mtx,,,,,,,,,,
0.5,ls,ri,,,714.4,,714.4,289,,,mtx,,,,,,,,,,
0.3,cover,cover,,,714.6,,714.6,289,,,mtx,,,,,,,,,,
0.9,ls,ri,,,714.8,,714.8,289,,,mtx,,,,,,,,,,
0.3,cover,cover,,,715,,715,289,-1.18,-7.65,mtx,,,,,,,,,,
0.2,ls,ri,,,715.3,,715.3,289,,,mtx,,,,,,,,,,
0.2,cover,cover,,,715.35,,715.35,289,,,mtx,,,,,,,,,,
0.2,ls,ri,,,715.75,,715.75,289,,,mtx,,,,,,,,,,
0.1,cover,cover,,,718.3,,718.3,291,,,mtx,,,,,,,,,,
1.2,ls,ri,,,719,,719,291,,,mtx,,,,,,,,,,
0.3,ls,icb,,,719.2,,719.2,291,,,mtx,,,,,,,,,,
0.5,ls,st,,,721.5,,721.5,292,-0.74,-12.12,mtx,,,,,,,,,,
0.1,ls,gr,,,721.5,,721.5,292,,,mtx,,,,,,,,,,
1.4,ls,ri,,,722.6,,722.6,293,,,mtx,,,,,,,,,,
1.6,cover,cover,,,724.6,,724.6,293,,,mtx,,,,,,,,,,
1.2,ls,ri,,,726.55,,726.55,293,,,mtx,,,,,,,,,,
1.4,ls,icb,,,726.7,,726.7,293,,,mtx,,,,,,,,,,
0.1,ls,gr,,,727.1,,727.1,294,,,mtx,,,,,,,,,,
0.2,ls,ri,,,727.9,,727.9,295,-0.91,-8.48,mtx,,,,,,,,,,
0.3,cover,cover,,,729.2,,729.2,296.5,,,mtx,,,,,,,,,,
3.1,ls,icb,,,732.1,,732.1,304,-1.16,-11.38,mtx,,,,,,,,,,
0.5,ls,ri,,,732.5,,732.5,304,,,mtx,,,,,,,,,,
0.5,ls,icb,,,732.7,,732.7,304,,,mtx,,,,,,,,,,
0.2,cover,cover,,,733.2,,733.2,304,,,mtx,,,,,,,,,,
2.7,ls,icb,,,734.4,,734.4,304.5,,,mtx,,,,,,,,,,
0.2,cover,cover,,,734.5,,734.5,305,,,mtx,,,,,,,,,,
4.2,ls,icb,,,734.6,,734.6,305.5,-1.4,-12.86,mtx,,,,,,,,,,
1.1,cover,cover,,,735.95,,735.95,309,,,mtx,,,,,,,,,,
1.4,ls,icb,,,736.1,,736.1,309,,,mtx,,,,,,,,,,
0.2,dl,icb,,,736.2,,736.2,309,,,mtx,,,,,,,,,,
0.8,ls,st,,,736.25,,736.25,309,,,mtx,,,,,,,,,,
0.3,ls,icb,,,736.5,,736.5,311.5,,,mtx,,,,,,,,,,
0.1,ls,ri,,,736.6,,736.6,312.5,,,mtx,,,,,,,,,,
0.3,ls,icb,,,736.65,,736.65,313,,,mtx,,,,,,,,,,
0.3,ls,st,,,944.3,,944.3,317,,,mtx,,,,,,,,,,
0.5,ls,icb,,,946.7,,946.7,319,0.21,-15.5,mtx,,,,,,,,,,
0.2,cover,cover,,,949.2,,949.2,321,-0.23,-16.27,mtx,,,,,,,,,,
0.5,ls,st,ch+fs,,951.8,,951.8,323,0.87,-14.76,mtx,,,,,,,,,,
1.8,cover,cover,,,952,,952,323,0.95,-15.96,mtx,,,,,,,,,,
1.3,ls,ri,fs,,952.3,,952.3,325,-0.97,-15.92,mtx,,,,,,,,,,
1.1,si,shl,,,952.4,,952.4,326.5,0.88,-15.46,mtx,,,,,,,,,,
6.8,ls,ri,,,957.7,,957.7,331,1.31,-15.23,mtx,,,,,,,,,,
1.2,ls,ri,,,965,,965,333,1.96,-15.66,mtx,,,,,,,,,,
0.5,ls,ri,,,965.6,,965.6,334,2.16,-15.2,mtx,,,,,,,,,,
0.2,si,shl,,,966.6,,966.6,336.5,2.24,-15.31,mtx,,,,,,,,,,
0.8,ls,ri,,,966.7,,966.7,337.5,2.36,-14.49,mtx,,,,,,,,,,
1.8,ls,ri,,,967.2,,967.2,342,1.96,-13.93,mtx,,,,,,,,,,
1.8,ls,ri,,,968.1,,968.1,349,2.55,-15.3,mtx,,,,,,,,,,
3.4,ls,ri,,,969.4,,969.4,352.5,2.74,-14.56,mtx,,,,,,,,,,
1.4,ls,rh,,,970,,970,359.5,2.28,-14.54,mtx,,,,,,,,,,
3.6,ls,ri,,,976.5,,976.5,364,1.73,-14.34,mtx,,,,,,,,,,
0.2,cover,cover,,,977.4,,977.4,366,2.57,-13.54,mtx,,,,,,,,,,
0.6,ls,rh,,,978,,978,368,2.23,-14.26,mtx,,,,,,,,,,
1.6,ls,icb,,,978.3,,978.3,369,2.77,-13.76,mtx,,,,,,,,,,
0.05,ls,icb,1mt,,978.6,,978.6,371.5,1.98,-13.1,mtx,,,,,,,,,,
0.3,ls,rh,,,980.2,,980.2,373,2.14,-13.54,mtx,,,,,,,,,,
0.1,ls,ri,1mt,,980.6,,980.6,373,2.51,-14.25,mtx,,,,,,,,,,
1.2,ls,icb,,,982.6,,982.6,376,2.47,-13.66,mtx,,,,,,,,,,
0.05,dl,gr,,,983.3,,983.3,377,2.45,-12.89,mtx,,,,,,,,,,
1.4,ls,icb,,,984.1,,984.1,377.5,1.83,-13.63,mtx,,,,,,,,,,
0.05,dl,gr,,,992.7,,992.7,382,2.01,-13.62,mtx,,,,,,,,,,
1.6,ls,icb,,,1135.8,,1135.8,399.5,3.3,-12.87,mtx,,,,,,,,,,
0.35,ls,rh,,,1137,,1137,402,3.37,-11.93,mtx,,,,,,,,,,
0.8,ls,icb,,,1139.2,,1139.2,404,2.77,-12.32,mtx,,,,,,,,,,
0.3,ls,rh,,,1151.2,,1151.2,407,3.39,-11.83,mtx,,,,,,,,,,
4.1,ls,icb,,,1176.6,,1176.6,414,5.76,-11.34,mtx,,,,,,,,,,
0.1,ls,rh,,,1202,,1202,418,,,,,,,,,,,,,
4.7,ls,icb,,,1222.7,,1222.7,427,-0.3,-10.48,mtx,,,,,,,,,,
0.05,dl,gr,,,1227.5,,1227.5,430,4.74,-10.27,mtx,,,,,,,,,,
0.05,ls,rh,,,1231.5,,1231.5,432,5.61,-12.1,mtx,,,,,,,,,,
0.4,ls,icb,,,1233.3,,1233.3,432,5.85,-12.58,mtx,,,,,,,,,,
0.4,ls,ri,,,1235,,1235,433,6,-11.7,mtx,,,,,,,,,,
9.4,ls,icb,,,1236.5,,1236.5,434,5.92,-11.29,mtx,,,,,,,,,,
0.2,ls,ri,,,1240.8,,1240.8,438.5,6.13,-12.32,mtx,,,,,,,,,,
1.9,ls,icb,,,1243.9,,1243.9,442,5.72,-10.97,mtx,,,,,,,,,,
1.7,ls,st,,,1246.7,,1246.7,448,4.81,-9.86,mtx,,,,,,,,,,
3.1,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,ls,st,,,,,,,,,,,,,,,,,,,
2.2,ls,icb,,,,,,,,,,,,,,,,,,,
1.5,ls,st,,,,,,,,,,,,,,,,,,,
0.3,dl,st,,,,,,,,,,,,,,,,,,,
1.4,ls,icb,,,,,,,,,,,,,,,,,,,
0.7,ls,ri,,,,,,,,,,,,,,,,,,,
0.1,dl,st,,,,,,,,,,,,,,,,,,,
0.6,dl,icb,,,,,,,,,,,,,,,,,,,
0.3,ls,icb,,,,,,,,,,,,,,,,,,,
0.5,dl,icb,,,,,,,,,,,,,,,,,,,
1.2,dl,gr,,,,,,,,,,,,,,,,,,,
5.4,dl,icb,,,,,,,,,,,,,,,,,,,
1.1,dl,gr,,,,,,,,,,,,,,,,,,,
1.2,dl,R,,,,,,,,,,,,,,,,,,,
0.8,dl,st,,,,,,,,,,,,,,,,,,,
1.1,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,dl,ri,,,,,,,,,,,,,,,,,,,
0.4,dl,icb,blk ch - 662.6,,,,,,,,,,,,,,,,,,
0.6,dl,gr,,,,,,,,,,,,,,,,,,,
0.3,cover,cover,,,,,,,,,,,,,,,,,,,
0.9,dl,st,,,,,,,,,,,,,,,,,,,
0.4,dl,icb,fs,,,,,,,,,,,,,,,,,,
4.9,dl,ri,,,,,,,,,,,,,,,,,,,
1.8,dl,st,,,,,,,,,,,,,,,,,,,
1.2,dl,ri,,,,,,,,,,,,,,,,,,,
0.5,cover,cover,,,,,,,,,,,,,,,,,,,
2.8,dl,ri,,,,,,,,,,,,,,,,,,,
0.6,cover,cover,,,,,,,,,,,,,,,,,,,
1.2,dl,ri,,,,,,,,,,,,,,,,,,,
0.1,ch,ch,blk ch - 677.0,,,,,,,,,,,,,,,,,,
1,dl,ri,,,,,,,,,,,,,,,,,,,
0.3,dl,icb,,,,,,,,,,,,,,,,,,,
0.4,dl,st,,,,,,,,,,,,,,,,,,,
3.1,dl,icb,,,,,,,,,,,,,,,,,,,
1.9,dl,ri,,,,,,,,,,,,,,,,,,,
2.2,dl,icb,,,,,,,,,,,,,,,,,,,
0.3,cover,cover,,,,,,,,,,,,,,,,,,,
1.5,dl,R,,,,,,,,,,,,,,,,,,,
1,dl,icb,,,,,,,,,,,,,,,,,,,
1.7,dl,R,,,,,,,,,,,,,,,,,,,
0.6,dl,ri,,,,,,,,,,,,,,,,,,,
0.7,dl,icb,,,,,,,,,,,,,,,,,,,
0.3,dl,ri,,,,,,,,,,,,,,,,,,,
0.3,dl,icb,,,,,,,,,,,,,,,,,,,
0.4,dl,st,,,,,,,,,,,,,,,,,,,
1.4,dl,icb,,,,,,,,,,,,,,,,,,,
0.2,dl,st,,,,,,,,,,,,,,,,,,,
0.2,ch,ch,blk ch - 694.5,,,,,,,,,,,,,,,,,,
2.2,dl,R,,,,,,,,,,,,,,,,,,,
0.2,ch,ch,blk ch,,,,,,,,,,,,,,,,,,
0.6,dl,R,,,,,,,,,,,,,,,,,,,
0.9,dl,ri,,,,,,,,,,,,,,,,,,,
0.1,ch,ch,gry ch,,,,,,,,,,,,,,,,,,
2.9,dl,icb,,,,,,,,,,,,,,,,,,,
0.2,dl,st,,,,,,,,,,,,,,,,,,,
0.9,dl,icb,,,,,,,,,,,,,,,,,,,
0.5,ls,icb,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,sxs,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,
0.2,ls,gr,,,,,,,,,,,,,,,,,,,
1.7,ls,gr,,,,,,,,,,,,,,,,,,,
0.2,dl,R,si,,,,,,,,,,,,,,,,,,
0.3,ls,icb,sxs,,,,,,,,,,,,,,,,,,
0.2,dl,icb,,,,,,,,,,,,,,,,,,,
0.8,ls,icb,si,,,,,,,,,,,,,,,,,,
0.3,dl,icb,,,,,,,,,,,,,,,,,,,
2,dl,gr,sxs,,,,,,,,,,,,,,,,,,
1,ls,st,,,,,,,,,,,,,,,,,,,
0.1,ch,ch,blk ch - 710.2,,,,,,,,,,,,,,,,,,
0.9,ls,st,,,,,,,,,,,,,,,,,,,
0.7,ls,R,,,,,,,,,,,,,,,,,,,
0.4,ls,st,,,,,,,,,,,,,,,,,,,
0.5,ls,icb,,,,,,,,,,,,,,,,,,,
2.9,ls,st,,,,,,,,,,,,,,,,,,,
1.4,ls,icb,,,,,,,,,,,,,,,,,,,
2.3,ls,mi,si,,,,,,,,,,,,,,,,,,
1.8,ls,icb,,,,,,,,,,,,,,,,,,,
5.2,ls,mi,,,,,,,,,,,,,,,,,,,
0.4,ls,st,,,,,,,,,,,,,,,,,,,
1.4,ls,mi,,,,,,,,,,,,,,,,,,,
0.6,ls,icb,,,,,,,,,,,,,,,,,,,
0.5,ls,st,,,,,,,,,,,,,,,,,,,
0.4,ls,st,,,,,,,,,,,,,,,,,,,
0.6,ls,icb,fs,,,,,,,,,,,,,,,,,,
0.5,cover,cover,,,,,,,,,,,,,,,,,,,
0.4,ls,ri,,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,ls,st,,,,,,,,,,,,,,,,,,,
2.5,ls,mi,,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,
0.9,ls,mi,,,,,,,,,,,,,,,,,,,
0.2,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,cover,cover,,,,,,,,,,,,,,,,,,,
0.5,ls,mi,,,,,,,,,,,,,,,,,,,
0.1,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,ls,mi,,,,,,,,,,,,,,,,,,,
0.1,ls,icb,,,,,,,,,,,,,,,,,,,
0.5,ls,mi,,,,,,,,,,,,,,,,,,,
176.4,cover,cover,,,,,,,,,,,,,,,,,,,
3.9,si,shl,,,,,,,,,,,,,,,,,,,
9.6,cover,cover,,,,,,,,,,,,,,,,,,,
17.7,si,shl,pl,,,,,,,,,,,,,,,,,,
0.1,si,sst,,,,,,,,,,,,,,,,,,,
2.1,si,shl,pl,,,,,,,,,,,,,,,,,,
0.3,ls,icb,,,,,,,,,,,,,,,,,,,
2.4,si,shl,starved ripples,,,,,,,,,,,,,,,,,,
0.1,si,sst,,,,,,,,,,,,,,,,,,,
2.5,si,shl,,,,,,,,,,,,,,,,,,,
0.05,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,si,shl,,,,,,,,,,,,,,,,,,,
0.05,ls,icb,,,,,,,,,,,,,,,,,,,
0.05,ls,ri,,,,,,,,,,,,,,,,,,,
0.15,si,shl,,,,,,,,,,,,,,,,,,,
0.25,ls,ri,,,,,,,,,,,,,,,,,,,
0.15,ls,icb,,,,,,,,,,,,,,,,,,,
5.3,si,shl,beef calcite + pl,,,,,,,,,,,,,,,,,,
0.1,ls,ri,beef calcite at top,,,,,,,,,,,,,,,,,,
7.1,si,shl,pl,,,,,,,,,,,,,,,,,,
0.6,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,ls,st,,,,,,,,,,,,,,,,,,,
0.4,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,si,shl,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,
0.2,si,shl,,,,,,,,,,,,,,,,,,,
0.05,ls,ri,,,,,,,,,,,,,,,,,,,
0.1,si,shl,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,
0.05,si,shl,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,
0.2,si,shl,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,
0.1,si,shl,,,,,,,,,,,,,,,,,,,
0.1,ls,ri,,,,,,,,,,,,,,,,,,,
0.6,si,shl,,,,,,,,,,,,,,,,,,,
0.3,ls,ri,,,,,,,,,,,,,,,,,,,
0.2,si,shl,,,,,,,,,,,,,,,,,,,
0.4,cover,cover,,,,,,,,,,,,,,,,,,,
0.1,si,shl,,,,,,,,,,,,,,,,,,,
0.05,ls,ri,,,,,,,,,,,,,,,,,,,
0.1,si,shl,scour,,,,,,,,,,,,,,,,,,
0.15,ls,icb,,,,,,,,,,,,,,,,,,,
0.1,si,shl,,,,,,,,,,,,,,,,,,,
0.05,ls,ri,,,,,,,,,,,,,,,,,,,
