Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,,,,,,,,,,,
4.2,si,fss,,,,,,304.7,,304.7,40,5.958994914,0.040206402,-1.040057919,0.157987854,mtx,,,,,,,,,
33.6,cover,cover,,,,,,305.8,,305.8,40,5.341786253,0.132349774,-2.042833444,0.428837837,mtx,,,,,,,,,
0.6,ls,gr,,,,,,306.9,,306.9,40,4.792766609,0.034446629,-4.174947262,0.222226058,mtx,,,,,,,,,
1,ls,ri,,,,,,308.3,,308.3,40,5.619056956,0.112108838,-1.00279187,0.186201556,mtx,,,,,,,,,
0.3,ls,ri,mts,,,,,309.5,,309.5,40,5.70398083,0.069071221,-0.622268795,0.238399178,mtx,,,,,,,,,
7,ls,ri,,,,,,310.3,,310.3,40,5.617713846,0.047652605,-2.610562731,0.124405322,mtx,,123.7030087,259793.4971,30.66349954,145115.3205,345.4576797,93.6753862,224.3832138,264.0024579
4,ls,ri,veined,,,,,311.4,,311.4,40,4.609162902,0.051177937,-3.486102532,0.337870298,mtx,,,,,,,,,
3.9,ls,ri,,,,,,312.8,,312.8,40,5.237608345,0.058409268,-3.002952187,0.179068547,mtx,,,,,,,,,
0.7,ls,ri,veined,,,,,314.2,,314.2,40,,,,,mtx,,,,,,,,,
17.4,ls,ri,,,,,,315.5,,315.5,40,5.714922299,0.1892266,-1.317871347,1.199843839,mtx,,,,,,,,,
1.2,ls,ri,mts,,,,,316.7,,316.7,40,,,,,mtx,,,,,,,,,
2.9,ls,ri,,,,,,318.2,,318.2,41,6.00326542,0.085318905,-0.446609943,0.244694034,mtx,,,,,,,,,
0.3,ls,ri,mts,,,,,319.2,,319.2,42,5.935278612,0.086987079,-1.489874887,0.292337188,mtx,,,,,,,,,
2.3,ls,ri,,,,,,320.6,,320.6,42,6.474553693,0.063389412,-0.195405103,0.145251175,mtx,,,,,,,,,
5.1,ls,gr,,,,,,322.1,,322.1,42,6.263766143,0.052359034,-0.915507994,0.287573742,mtx,,,,,,,,,
36.4,cover,cover,,,,,,323.3,,323.3,42,6.795389769,0.1148761,0.564506382,0.836407794,mtx,,,,,,,,,
13.4,dl,olt,,,,,,324.5,,324.5,42,6.395806486,0.095805864,0.036212708,0.713367678,mtx,,,,,,,,,
1.1,dl,gr,,,,,,325.4,,325.4,43,6.060304024,0.063362114,-1.110795926,0.141192075,mtx,,,,,,,,,
5.7,dl,st,,,,,,326.6,,326.6,44,,,,,mtx,,,,,,,,,
1.1,dl,gr,,,,,,327.5,,327.5,44,6.01769598,0.128440159,-0.812240934,0.907966905,mtx,,,,,,,,,
3.7,dl,st,,,,,,328.9,,328.9,44,6.606870355,0.019989654,0.412583278,0.079774606,mtx,,,,,,,,,
1.7,dl,gr,,,,,,329.9,,329.9,45,5.523196339,0.09675923,-1.925938999,0.141502042,mtx,,,,,,,,,
5.7,dl,st,,,,,,330.7,,330.7,45,6.014403015,0.061095693,-1.347074234,0.149153442,mtx,,127.3909655,237406.2775,-248.4515068,136080.981,94.9990231,99.51984694,118.6688573,300.265392
24.5,dl,R,,,,,,331.5,,331.5,46,5.231256761,0.031325108,-2.711829472,0.128401946,mtx,,,,,,,,,
2.2,dl,olt,,,,,,332.8,,332.8,46,6.53195155,0.052954028,0.393979876,0.223592913,mtx,,,,,,,,,
1.2,dl,R,,,,,,333.7,,333.7,46,6.490927893,0.078213181,-0.522673465,0.188223179,mtx,,,,,,,,,
9.3,dl,st,,,,,,335.8,,335.8,46,6.048745965,0.059868494,-1.167279165,0.138469261,mtx,,,,,,,,,
5.2,dl,R,,,,,,337.3,,337.3,47,6.230096392,0.058935373,-0.557204421,0.095496654,mtx,,,,,,,,,
1.1,dl,st,,,,,,338.3,,338.3,47,6.46024198,0.078319314,0.217638772,0.084158608,mtx,,,,,,,,,
2.8,cover,cover,,,,,,339.9,,339.9,47,5.817700291,0.048448111,-1.84329757,0.084696967,mtx,,,,,,,,,
9.8,dl,R,,,,,,340.7,,340.7,47,6.041866522,0.106481476,-1.307780247,0.274883791,mtx,,,,,,,,,
1.9,dl,olt,,,,,,342.1,,342.1,47,6.124918925,0.033125587,-1.534886927,0.141711107,mtx,,,,,,,,,
2.7,dl,R,,,,,,343.3,,343.3,47,5.329380371,0.037647381,-3.09185652,0.202310108,mtx,,,,,,,,,
5.7,dl,icb,olt,,,,,344.8,,344.8,47,6.192649454,0.084206872,-0.706837471,0.451105262,mtx,,,,,,,,,
5.2,dl,olt,,,,,,346,,346,47,5.691120386,0.103590147,-1.741122064,0.633758413,mtx,,,,,,,,,
2.8,dl,R,,,,,,347.3,,347.3,47,5.958508073,0.045197754,-1.043313893,0.103355446,mtx,,,,,,,,,
4.3,dl,olt,,,,,,348.5,,348.5,47,5.408110628,0.055282385,-3.108977309,0.223047851,mtx,,,,,,,,,
3,dl,ri,,,,,,349.9,,349.9,47,5.463455062,0.06511985,-2.618035825,0.222363786,mtx,,,,,,,,,
3.3,dl,olt,,,,,,349.9,,349.9,47,5.472895644,0.054279682,-2.450898554,0.202656749,mtx,,,,,,,,,
12.6,cover,cover,,,,,,350.8,,350.8,47,5.356492108,0.096885088,-3.46602495,0.411098076,mtx,,104.2720472,227253.9865,76.4638507,129945.1725,143.1945822,72.92269876,173.4138261,296.7706571
5.9,dl,olt,,,,,,352.1,,352.1,47,6.042246945,0.085514275,-2.925907206,0.133000054,mtx,,,,,,,,,
0.9,dl,R,,,,,,352.9,,352.9,47,5.831942592,0.031665116,-2.54982339,0.165528,mtx,,,,,,,,,
2.8,dl,st,,,,,,354,,354,47,6.375993246,0.051709738,-0.49208374,0.135398684,mtx,,,,,,,,,
5.2,cover,cover,,,,,,354.3,,354.3,47,6.641091163,0.049745647,-0.024892248,0.195142533,mtx,,,,,,,,,
13.1,dl,R,,,,,,355.5,,355.5,47,5.646375533,0.025471085,-2.806309259,0.174932501,mtx,,,,,,,,,
6.9,dl,st,,,,,,357,,357,47,6.170341465,0.057586742,-1.277046406,0.170057873,mtx,,,,,,,,,
5.4,dl,olt,,,,,,358.2,,358.2,47,6.413649795,0.075154414,-0.464075055,0.195334109,mtx,,,,,,,,,
12.2,dl,R,,,,,,359.6,,359.6,47,5.549275754,0.07685562,-3.050569369,0.252099437,mtx,,,,,,,,,
11.4,ls,ri,,,,,,360.7,,360.7,47,6.022480469,0.051679927,-1.249063342,0.159353283,mtx,,,,,,,,,
1.3,ls,gr,,,,,,361.7,,361.7,48,6.273819364,0.051755905,-0.949054138,0.080741719,mtx,,,,,,,,,
11,ls,ri,veined,,,,,362.7,,362.7,48,6.138713519,0.031291599,-2.120941707,0.243033186,mtx,,,,,,,,,
0.6,ls,icb,,,,,,364,,364,49,,,,,mtx,,,,,,,,,
1.2,ls,ri,,,,,,365.4,,365.4,50,6.178978726,0.063149053,-0.693446792,0.201073041,mtx,,,,,,,,,
0.2,ls,icb,,,,,,366.2,,366.2,50,6.599215914,0.023746989,0.096301894,0.152104937,mtx,,,,,,,,,
0.1,ls,ri,,,,,,367,,367,50,5.889844739,0.085067279,-2.08982439,0.264666346,mtx,,,,,,,,,
0.1,ls,icb,,,,,,367.7,,367.7,50,6.517585294,0.032371353,0.147720756,0.17424808,mtx,,,,,,,,,
19.3,ls,ri,veined,,,,,369,,369,50,5.551129784,0.063735244,-1.637608888,0.188424633,mtx,,,,,,,,,
1.7,ls,ri,mts,,,,,370.3,,370.3,50,6.08507861,0.068953454,-0.960570214,0.163689763,mtx,,128.8587646,229914.144,-95.84557526,131036.142,182.0994834,84.89689777,99.50891821,271.3138559
0.4,ls,icb,,,,,,370.9,,370.9,50,6.518391584,0.075477878,-0.097064075,0.284147732,mtx,,,,,,,,,
0.6,ls,gr,,,,,,372.3,,372.3,50,5.834731613,0.060412785,-1.740997955,0.212294167,mtx,,,,,,,,,
5.1,ls,ri,veined,,,,,373.7,,373.7,50,6.321592457,0.08565755,-0.408052204,0.235830267,mtx,,,,,,,,,
47.8,si,sts-ri,,,,,,375.1,,375.1,51,6.144980713,0.069441011,-1.180434716,0.337457582,mtx,,,,,,,,,
2,dl,R,,,,,,376.3,,376.3,51,6.267147306,0.082674187,-0.605905614,0.228835878,mtx,,,,,,,,,
8.1,dl,st,,,,,,376.6,,376.6,51,5.302334589,0.066504427,-3.387586936,0.206965065,mtx,,,,,,,,,
1.1,dl,st,,,,,,377.4,,377.4,51,6.062024656,0.086894136,-1.257029194,0.216774492,mtx,,,,,,,,,
2.8,dl,R,,,,,,378.9,,378.9,51,5.367470408,0.078276206,-3.914704362,0.257052594,mtx,,,,,,,,,
0.1,dl,icb,olt,,,,,379.7,,379.7,52,5.808711583,0.054939983,-1.889692706,0.204099208,mtx,,,,,,,,,
0.1,dl,R,,,,,,383.4,,383.4,54,5.843540054,0.101669239,-2.142247264,0.15102484,mtx,,,,,,,,,
3.1,cover,cover,,,,,,385.5,,385.5,54,6.096341288,0.06064225,-1.118119387,0.130919812,mtx,,,,,,,,,
0.3,dl,R,,,,,,386.9,,386.9,54,6.283920862,0.123919966,-0.674849706,0.278835021,mtx,,,,,,,,,
2.5,dl,ri,,,,,,388.1,,388.1,54,5.929103022,0.091190317,-1.949572137,0.293790466,mtx,,,,,,,,,
6.7,cover,cover,,,,,,390.1,,390.1,54,4.966437273,0.107446344,-4.561600397,0.251544561,mtx,,98.84898799,270878.5536,-45.49215727,156228.619,245.7360694,100.5084541,165.8475611,382.6388252
3.1,dl,icb,onc,,,,,391.2,,391.2,54,5.375234856,0.055946036,-4.591250131,0.146583553,mtx,,,,,,,,,
6.6,cover,cover,,,,,,391.7,,391.7,54,5.096629261,0.033893835,-4.10939542,0.131087969,mtx,,,,,,,,,
1.4,dl,olt,,,,,,392.8,,392.8,54,5.107334304,0.147545586,-4.004806873,0.668081032,mtx,,,,,,,,,
0.3,dl,icb,onc+olt+st,,,,,394.2,,394.2,55,4.746949186,0.08151929,-4.731537311,0.249682173,mtx,,,,,,,,,
1.2,dl,st,,,,,,396.7,,396.7,56,5.75226447,0.105522347,-2.279518069,0.49961118,mtx,,,,,,,,,
0.3,dl,olt,,,,,,397.6,,397.6,57,6.110216549,0.071591737,-1.595711734,0.215318064,mtx,,,,,,,,,
5.3,dl,st,,,,,,399.3,,399.3,57,,,,,mtx,,,,,,,,,
0.2,dl,icb,,,,,,400.9,,400.9,57,5.902727104,0.046701832,-1.717086803,0.188016622,mtx,,,,,,,,,
1.3,dl,st,,,,,,402.1,,402.1,57,5.766950194,0.223734203,-2.687428185,0.450931194,mtx,,,,,,,,,
4.6,dl,mi,,,,,,403.1,,403.1,57,6.170839894,0.060231084,-2.726782215,0.136068806,mtx,,,,,,,,,
12.8,dl,st,,,,,,404.7,,404.7,58,,,,,mtx,,,,,,,,,
1.8,dl,icb,st,,,,,405.9,,405.9,58,6.359125194,0.086398125,-1.539841032,0.275866595,mtx,,,,,,,,,
6.6,dl,R,,,,,,406.1,,406.1,58,6.229799381,0.096149962,-2.876769558,0.38585576,mtx,,,,,,,,,
0.8,dl,icb,,,,,,407.1,,407.1,58,6.229797644,0.062849266,-0.893119222,0.188294463,mtx,,,,,,,,,
4.5,dl,st,,,,,,408.3,,408.3,59,5.821466742,0.069054424,-2.266949694,0.059191629,mtx,,,,,,,,,
0.1,dl,ri,,,,,,409.7,,409.7,59,5.615755236,0.056941526,-2.040215116,0.215865685,mtx,,,,,,,,,
5.2,dl,R,,,,,,409.7,,409.7,59,5.651240577,0.060269215,-1.958169706,0.236986679,mtx,,,,,,,,,
1.9,dl,icb,st,,,,,411.4,,411.4,60,,,,,mtx,,,,,,,,,
7.4,dl,st,,,,,,412.4,,412.4,60,5.380232929,0.08554597,-1.45535019,0.195099373,mtx,,,,,,,,,
23.2,dl,icb,st,,,,,413.5,,413.5,60,5.359977335,0.151194134,-1.282912681,0.252411822,mtx,,142.6219356,232329.575,11.10729354,131414.762,230.390992,115.8794782,288.5269061,317.6294835
7,dl,st,,,,,,414.2,,414.2,60,5.014091011,0.097171028,-3.025941356,0.411383984,mtx,,,,,,,,,
0.7,dl,icb,st,,,,,417.1,,417.1,61,3.53386373,0.087182716,-4.94909558,0.411290675,mtx,,,,,,,,,
8,dl,st,,,,,,417.9,,417.9,61,2.861329415,0.120867443,-4.834269649,0.216227688,mtx,,,,,,,,,
4.7,dl,mi,,,,,,420.1,,420.1,62,5.116995186,0.087813148,-4.319694074,0.181621174,mtx,,,,,,,,,
6.9,dl,st,,,,,,421.3,,421.3,62,5.682576388,0.050348415,-1.748466682,0.347342371,mtx,,,,,,,,,
10.3,dl,mi,,,,,,434.5,,434.5,64,5.811436331,0.0962806,-0.804093779,0.261878911,mtx,,,,,,,,,
18.6,dl,st,,,,,,435.9,,435.9,64,5.734810143,0.059134053,-0.975457331,0.2452372,mtx,,106.3884578,230351.7527,-172.6143989,131691.6094,129.4216394,76.95837584,121.1867854,284.9262017
0.5,dl,icb,,,,,,437.3,,437.3,64,5.649695347,0.077934317,-0.080059848,0.400632402,mtx,,,,,,,,,
2.8,dl,icb,st,,,,,438.5,,438.5,64,5.689705249,0.066583808,-1.792811482,0.143203881,mtx,,,,,,,,,
12.7,dl,st,,,,,,439.7,,439.7,64,3.881753108,0.251557849,-18.76544762,0.735468352,mtx,,,,,,,,,
5.5,dl,icb,,,,,,441.3,,441.3,66,5.581927549,0.052388291,-1.478203003,0.18710399,mtx,,,,,,,,,
3.2,dl,st,,,,,,442.9,,442.9,66,5.132370648,0.028721396,-4.043777562,0.159601764,mtx,,,,,,,,,
7,cover,cover,,,,,,449.4,,449.4,68,5.673182077,0.048394257,-1.823456031,0.282262845,mtx,,,,,,,,,
5,dl,st,,,,,,451.5,,451.5,68,5.310806298,0.049755159,-1.487811419,0.171887297,mtx,,119.7424706,243576.0942,229.7382283,136430.6528,542.0048329,76.65452014,223.9266458,324.0060636
14,cover,cover,,,,,,452.6,,452.6,68,5.79941517,0.056003338,-1.209037014,0.257484966,mtx,,,,,,,,,
7.1,dl,icb,st,,,,,453.8,,453.8,68,5.620167974,0.068336415,-2.006254516,0.305897133,mtx,,,,,,,,,
16.5,dl,R,,,,,,455,,455,68,5.725874099,0.058692134,-1.378610233,0.278560088,mtx,,,,,,,,,
3.6,dl,st,,,,,,456.4,,456.4,68,5.731434639,0.042772694,-1.312642822,0.144030914,mtx,,,,,,,,,
4.9,dl,R,,,,,,458,,458,68,5.968905631,0.143612936,0.235493034,0.64609162,mtx,,,,,,,,,
46.2,cover,cover,,,,,,460.5,,460.5,68,5.369559072,0.054357871,-3.094222595,0.219965529,mtx,,,,,,,,,
42,si,di,,,,,,462.2,,462.2,68,5.312505579,0.083932876,-2.904072527,0.314392924,mtx,,,,,,,,,
,,,,,,,,463.7,,463.7,69,5.891371492,0.049585402,-0.652867791,0.147081083,mtx,,,,,,,,,
,,,,,,,,465.9,,465.9,69,5.895833177,0.095859178,-0.866537929,0.158752284,mtx,,,,,,,,,
,,,,,,,,467.1,,467.1,69,5.791711931,0.069389888,-1.615226531,0.190299951,mtx,,,,,,,,,
,,,,,,,,468.5,,468.5,69,5.389324947,0.07050392,-1.898598286,0.244821787,mtx,,,,,,,,,
,,,,,,,,469.2,,469.2,70,5.885107729,0.084222901,-1.096555179,0.232912038,mtx,,,,,,,,,
,,,,,,,,470.2,,470.2,70,5.694694379,0.088311018,-0.322554286,0.251622602,mtx,,113.5640482,227419.0266,-168.3452047,129881.7004,113.0258441,102.4276006,218.3260703,258.3156678
,,,,,,,,471.4,,471.4,70,5.802369809,0.046576279,-2.020832045,0.151937057,mtx,,,,,,,,,
,,,,,,,,472.7,,472.7,70,5.495974394,0.127730433,-2.1277547,0.506229594,mtx,,,,,,,,,
,,,,,,,,474.5,,474.5,70,5.73116418,0.059975111,-0.528057967,0.16458125,mtx,,,,,,,,,
,,,,,,,,478,,478,71,5.576979015,0.07643419,-2.152968455,0.291539417,mtx,,,,,,,,,
,,,,,,,,480.1,,480.1,71,5.007876357,0.041079265,-1.384156028,0.257649757,mtx,,,,,,,,,
,,,,,,,,482.9,,482.9,71,4.667582335,0.05018621,-4.035538135,0.201783648,mtx,,,,,,,,,
,,,,,,,,484.9,,484.9,71,5.057222102,0.071918134,-2.60212209,0.215319097,mtx,,,,,,,,,
,,,,,,,,488.3,,488.3,72,3.092927418,0.102988851,-10.19456531,0.556883008,mtx,,,,,,,,,
,,,,,,,,489.6,,489.6,72,3.833587377,0.054126666,-11.32040897,0.109640427,mtx,,,,,,,,,
,,,,,,,,492.4,,492.4,72,4.10450624,0.076054284,-9.512699342,0.266921832,mtx,,207.3518028,413062.4856,536.3933744,6743.700204,164.0781475,609.8042019,119.4697551,1911.087971
,,,,,,,,493.8,,493.8,72,4.637109162,0.048950082,-8.668994152,0.169741657,mtx,,,,,,,,,
,,,,,,,,496.3,,496.3,72,4.641145067,0.087447659,-7.962429301,0.256718236,mtx,,,,,,,,,
,,,,,,,,497.8,,497.8,72,4.611986544,0.050876214,-7.194576726,0.27850632,mtx,,,,,,,,,
,,,,,,,,500.1,,500.1,74,4.948428277,0.243766338,-8.175448761,0.800380362,mtx,,,,,,,,,
,,,,,,,,500.1,,500.1,74,4.782796278,0.13035701,-8.293911708,0.788584373,mtx,,,,,,,,,
,,,,,,,,502,,502,74,4.173712226,0.10296207,-7.946633748,0.250227263,mtx,,,,,,,,,
,,,,,,,,504.7,,504.7,74,6.292613601,0.038629318,-5.879428717,0.114153032,mtx,,,,,,,,,
,,,,,,,,506.8,,506.8,74,5.86083083,0.097240806,-7.673073085,0.534639533,mtx,,,,,,,,,
,,,,,,,,508.3,,508.3,74,5.1717291,0.091176093,-7.362746325,0.198034089,mtx,,292.4210266,398876.7716,42.07809316,3998.304317,356.563917,372.7422137,134.2017821,1702.22397
,,,,,,,,510.1,,510.1,74,5.849401376,0.051891073,-7.392578176,0.526604904,mtx,,,,,,,,,
,,,,,,,,512.2,,512.2,76,6.18874457,0.060020405,-7.10028526,0.16224099,mtx,,,,,,,,,
,,,,,,,,513.9,,513.9,80,6.484054831,0.040529788,-6.919274334,0.164948656,mtx,,,,,,,,,
,,,,,,,,518.7,,518.7,80,,,,,mtx,,,,,,,,,
,,,,,,,,520.4,,520.4,80,6.156254978,0.112291197,-5.830233813,0.216790856,mtx,,200.2605765,425755.0088,146.6432164,4154.347585,102.0746167,243.3511038,138.2182782,1494.574658
,,,,,,,,521.9,,521.9,80,7.100247803,0.048401653,-7.289263896,0.244231236,mtx,,,,,,,,,
,,,,,,,,522.7,,522.7,80,7.225785344,0.072580709,-7.471810832,0.420476289,mtx,,,,,,,,,
,,,,,,,,524.3,,524.3,80,6.775706968,0.113234432,-7.502431948,0.450376088,mtx,,,,,,,,,
,,,,,,,,525.6,,525.6,80,7.38100129,0.061165946,-7.196665244,0.229370854,mtx,,,,,,,,,
,,,,,,,,526.9,,526.9,80,7.070953824,0.098611635,-7.344908038,0.24307826,mtx,,306.0425695,422381.1102,71.20261776,3617.030201,104.8450991,465.3687954,308.5967677,2618.948662
,,,,,,,,529.3,,529.3,80,7.115742658,0.115162525,-8.385873185,0.246784591,mtx,,,,,,,,,
,,,,,,,,531.9,,531.9,80,5.596204495,0.070221351,-7.258405192,0.144030714,mtx,,,,,,,,,
,,,,,,,,533.2,,533.2,81,4.483843202,0.069633645,-6.553238995,0.3464464,mtx,,,,,,,,,
,,,,,,,,535.7,,535.7,84,6.264237403,0.071776004,-10.14190694,0.126779096,mtx,,,,,,,,,
,,,,,,,,538.6,,538.6,84,4.627225035,0.128838783,-4.736603002,0.507108676,mtx,,,,,,,,,
,,,,,,,,539.7,,539.7,84,-0.127654274,0.135476698,-3.787409033,0.164903123,mtx,,,,,,,,,
,,,,,,,,589.2,,589.2,86,2.111021485,0.038348534,-3.620063416,0.108492463,mtx,,,,,,,,,
,,,,,,,,590.6,,590.6,87,3.091977668,0.062304594,-0.411985474,0.212991255,mtx,,117.1419493,250815.9593,101.1611244,147472.1041,912.9505976,128.8957477,387.2533741,413.0908054
,,,,,,,,593.7,,593.7,87,2.245592271,0.059659712,-1.925620722,0.241821566,mtx,,,,,,,,,
,,,,,,,,595.6,,595.6,87,2.715488954,0.086510836,-0.799805385,0.325093987,mtx,,,,,,,,,
,,,,,,,,596.8,,596.8,87,2.655398944,0.052805189,-0.364439421,0.196267778,mtx,,,,,,,,,
,,,,,,,,597.8,,597.8,88,2.591750355,0.110970698,-0.519223366,0.395545823,mtx,,,,,,,,,
,,,,,,,,598.7,,598.7,89,,,,,mtx,,,,,,,,,
,,,,,,,,600.6,,600.6,89,1.920301434,0.063222501,-0.359139521,0.177889353,mtx,,,,,,,,,
,,,,,,,,601.7,,601.7,91,1.588460953,0.061440922,-0.1378368,0.290643275,mtx,,,,,,,,,
,,,,,,,,606,,606,94,0.911729806,0.06643764,-4.905739423,0.290893286,mtx,,,,,,,,,
,,,,,,,,607.4,,607.4,94,1.475725964,0.145069994,-0.543511122,0.440731781,mtx,,251.4181005,209578.6848,996.1625342,119140.5255,1655.831944,114.2166944,225.0154182,477.1155215
,,,,,,,,614.6,,614.6,96,1.122865451,0.057470536,0.072913466,0.22140924,mtx,,,,,,,,,
,,,,,,,,616.4,,616.4,96,2.060481048,0.061561523,0.376124803,0.204386202,mtx,,,,,,,,,
,,,,,,,,624.6,,624.6,98,2.997903625,0.054041199,-1.601013217,0.177454574,mtx,,,,,,,,,
,,,,,,,,626.9,,626.9,100,3.044087548,0.05306514,-1.593080208,0.086038698,mtx,,,,,,,,,
,,,,,,,,628.4,,628.4,102,3.103892588,0.06556659,-2.374153793,0.110380863,mtx,,,,,,,,,
,,,,,,,,629.8,,629.8,102,2.995743397,0.055831342,-2.682775511,0.195291852,mtx,,109.7041682,163334.1794,68.92441744,95075.25036,184.1656422,192.6016295,49.65453691,251.2981659
,,,,,,,,633,,633,104,3.351803926,0.069178932,-1.40909355,0.175089875,mtx,,,,,,,,,
,,,,,,,,635,,635,105,3.102087333,0.05780991,-2.407462502,0.32793409,mtx,,,,,,,,,
,,,,,,,,636,,636,105,3.29208118,0.071523563,-2.177568644,0.420763238,mtx,,,,,,,,,
,,,,,,,,637.4,,637.4,105,3.38511362,0.061791483,-1.997101096,0.135553485,mtx,,,,,,,,,
,,,,,,,,638.7,,638.7,106,3.375896891,0.063522572,-1.040966726,0.10094306,mtx,,,,,,,,,
,,,,,,,,641.5,,641.5,106,3.073108189,0.079019292,-1.349405364,0.086928218,mtx,,,,,,,,,
,,,,,,,,645,,645,106,2.866811585,0.05596991,-2.582862957,0.131430136,mtx,,,,,,,,,
,,,,,,,,647.8,,647.8,106,2.752535119,0.047451479,-3.005448991,0.153357377,mtx,,,,,,,,,
,,,,,,,,650.6,,650.6,106,3.396356049,0.0385743,-0.869647288,0.283838431,mtx,,127.1791746,304489.9096,-205.4535553,179538.9764,260.1604547,157.0408646,157.3544233,319.3622916
,,,,,,,,652.7,,652.7,107,2.920724835,0.097106557,-1.690140695,0.233770855,mtx,,,,,,,,,
,,,,,,,,653.2,,653.2,108,2.991184681,0.059704438,-1.861399311,0.143096974,mtx,,,,,,,,,
,,,,,,,,657.4,,657.4,108,3.841101542,0.040520892,-2.555712678,0.21330592,mtx,,,,,,,,,
,,,,,,,,659.8,,659.8,109,3.393112283,0.050771159,-1.209256088,0.402292949,mtx,,,,,,,,,
,,,,,,,,665.3,,665.3,112,3.493279733,0.06238386,-1.096960166,0.226255278,mtx,,,,,,,,,
,,,,,,,,671,,671,113,3.880881287,0.051452457,-0.850295954,0.250784219,mtx,,120.9732048,223394.215,-134.2053314,131795.7562,81.06410469,115.3823284,95.36938279,280.3984972
