Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum
Y03,5/22/17,13.105931,39.172525,13.105925,39.172417,WGS84
,,,,,,
,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,,
2.9,si,vfss,spl,,,
0.05,si,sts,,,,
0.25,dl,gr,rxb,,,
0.5,si,sts,,,,
0.1,dl,gr,,,,
1.4,si,sts,spl,,,
0.35,dl,gr,spl+sc,,,
0.05,si,sts,,,,
0.3,dl,gr,sc,,,
1.1,cover,cover,,,,
1.6,dl,gr,sc,,,
0.5,si,sts,,,,
5,si,di,,,,
