Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,
Y08,5/28/17,13.101048,39.169353,13.101358,39.168613,WGS84,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,FEATURES,,CARB_SAMPLE,CARB_REMARKS,CARB_HEIGHT,CARB_UNIT,CARB_d13C,CARB_d18O,CARB_mts_mtx
6,si,vfss,spl,,15.1,,15.1,3,,,mtx
1,si,vfss,rxb,,20.3,,20.3,7,,,mtx
7.2,si,vfss,spl,,20.9,,20.9,9,,,mtx
1,ls,gr,ripups,,21,,21,10,,,mtx
1,ls,gr,ripups,,21.8,,21.8,11,,,mtx
2.4,si,sts,,,23.1,,23.1,13,,,mtx
1.6,si,sts,,,24.5,,24.5,13,,,mtx
0.1,ls,olt,,,26.4,,26.4,15,,,mtx
0.3,si,sts,,,26.8,,26.8,15,,,mtx
0.3,ls,gr,ripups+olt,,,,,,,,
0.3,ls,gcg,,,,,,,,,
0.6,ls,gr,ripups+olt,,,,,,,,
1.2,cover,cover,,,,,,,,,
1.5,ls,gr,ripups+olt,,,,,,,,
1.6,cover,cover,,,,,,,,,
0.7,ls,gr,ripups+olt,,,,,,,,
15.4,si,sts,,,,,,,,,
4.2,si,sts,,,,,,,,,
11.2,si,sts,,,,,,,,,
5,si,di,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
