section,strat_m,d13C,d18O,unit,lithology,location,northing,easting,87Sr/86Sr,Sr_ppm,Mn/Sr,Rb/Sr,carb_perc
F947,89,0.08,-9.37,Ol,l,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,91,-0.98,-11.62,Ol,l,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,92,-0.49,-10.36,Ol,l,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,97,0.05,-8.32,Ol,l,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,99,-1.48,-11.52,Ol,l,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,100.5,-0.29,-11.71,Ol,l,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,102,-0.99,-9.29,Ol,l,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,103,0.78,-9.61,Ol,l,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,104,3.59,-13.9,Ol,l,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,105,1.17,-19.32,Ol,l,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,105.5,-0.34,-16.15,Sh1,d,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F947,106.6,3.87,-3.01,Sh1,d,Khongor Range,"N46 39'47.2""","E96 15'19.9""",,,,,
F1206,0.2,4.149888889,-1.422882675,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,3.8,3.943888889,-5.049707718,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,6.3,4.963888889,-4.982397646,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,8,7.778888889,-3.001699799,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,9,8.431888889,-2.850252138,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,10.3,6.207888889,-2.971014325,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,12.4,8.962888889,-3.784674311,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,14.1,7.754888889,-5.377349391,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,16.3,7.629888889,-1.855448871,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,17,6.958888889,-2.692865352,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,18,2.876888889,-1.455547857,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,19,2.996888889,-3.969777008,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,20,3.285888889,-1.266485743,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,21,3.470888889,-0.136072479,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,22,3.200888889,-1.505040557,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,23,3.165888889,-1.710930188,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,24,1.998888889,-0.812142759,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,25,2.750888889,-1.812885149,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,26,2.276333333,-0.58447634,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,27,2.039333333,-0.733944293,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,28,2.318875,-2.482053947,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,29,1.727333333,-1.313008881,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,30,2.358875,-4.478589458,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,31,3.485333333,-4.356809921,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,32,3.749333333,-27.11157359,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,33,3.890333333,-1.74854464,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,34,2.462333333,-2.526569881,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,35,2.474333333,-1.290242239,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,36,3.779333333,-1.749534494,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,37,3.788333333,-14.52261046,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,38,3.317333333,-3.820309054,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,39,4.043333333,-0.859655751,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,40,3.099333333,-1.766362012,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,42,2.468333333,-0.724045753,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,43,2.370875,-2.727537738,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,44,0.899333333,-2.681976958,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,45,1.936333333,-1.390217493,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,46,1.904333333,-1.821793835,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,47,4.814875,-20.01632764,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,48,4.255333333,-18.56715389,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,50.5,4.987333333,-16.26673321,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,52.3,1.706333333,-5.055646842,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,53.4,4.974333333,-12.85569633,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,55.5,4.778333333,-3.82426847,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,56.6,6.462333333,-14.11875003,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,60,4.071333333,-12.36967802,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,61,6.392333333,-10.65624075,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,62,5.782333333,-11.30261541,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,63,5.440333333,-12.18754489,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,64,5.525333333,-11.30954439,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,65,5.568333333,-12.63198933,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,66,5.633333333,-12.92894553,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,67,0.050333333,-11.79655256,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,70.7,1.547333333,-7.154137315,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,82,5.642333333,-9.170469906,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,84,5.267333333,-8.989326624,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,85,5.668333333,-9.15166268,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,86,5.184875,-10.16134125,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,87,6.711875,-11.61543677,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,89,6.638875,-9.803014105,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,90,3.609333333,-6.445401853,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,91,4.068333333,-7.94800022,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,92,5.628333333,-8.767599329,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,93,4.573333333,-8.063813138,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,94,5.359333333,-8.164778245,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,95,6.292333333,-8.241986857,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,96,6.752333333,-9.705980918,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,96.9,5.276333333,-7.650054167,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,98,7.071333333,-10.17220215,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,99,7.690666667,-7.758718139,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,100,6.606666667,-6.49071517,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,101,7.437666667,-10.634244,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,102,7.016666667,-13.2464687,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,103,4.688666667,-13.74733482,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,106,4.735666667,-12.03092799,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,108,6.147666667,-11.27566939,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,110,6.023666667,-10.01756496,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,111,5.510666667,-10.44221232,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,112,6.961666667,-11.45582282,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,113,7.073666667,-12.42093046,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,114,6.495666667,-11.60430092,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,115,7.197666667,-11.98638456,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,116,7.618666667,-11.98638456,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,117,6.986666667,-11.52412274,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,119,7.080666667,-11.1657956,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,120,7.384666667,-10.5590151,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,122,6.873666667,-13.45829745,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,123,6.960666667,-13.07819352,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,124,6.228666667,-14.32243999,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,125,6.450666667,-14.11457065,Sh3-4,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,127,6.761666667,-12.702049,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,128,6.967666667,-12.36450878,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,129,5.285666667,-11.79336303,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,131,5.802666667,-10.08487503,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,132,4.945666667,-8.934664687,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,133,7.013666667,-11.92501361,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,134,6.510666667,-8.641667904,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,135,6.652666667,-11.92798317,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,136,5.909666667,-11.92798317,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,137,6.371666667,-10.6708686,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,138,6.292666667,-12.50011878,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,139,6.969666667,-11.38554318,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,142,4.904666667,-2.645132393,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,143,3.500666667,-2.402618164,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,144,2.602666667,-3.02325662,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,145,1.663666667,-1.24250928,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,146,0.946666667,-0.942583519,Sh3-4,l,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,147,1.123666667,-2.065077951,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,148,2.352666667,-1.66121752,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,149,2.256666667,-1.566191537,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,150,2.809666667,-0.807963375,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,151,2.650666667,-1.334565702,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,152,2.062666667,0.499633754,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,153,1.726666667,-1.626572631,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,154,2.120666667,-3.386533036,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,155,1.736666667,-3.322192527,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,157,1.684666667,-2.331348676,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,158,1.891666667,-3.283588221,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,159,1.756666667,-2.546146993,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,160,1.555666667,-1.877005692,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,165,2.417875,-1.917837169,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,166,0.643875,-2.062355853,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,167,3.048875,-1.075471418,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,168,2.715875,0.102454838,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,169,3.657875,-0.029195744,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,170,3.061875,-0.926993318,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,171,3.383875,-0.302395447,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,172,3.395875,-0.474630042,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,174,-1.139125,-6.342484534,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,175,-1.541125,-4.114323187,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
F1206,175.5,-2.383125,-1.639688196,ZA,d,Khukh Davaa NE.,N 47 5.526',E 95 28.843',,,,,
U1225,0,-2.248,-8.432698727,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,0.5,-1.509,-12.46239435,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,1,-0.41,-20.03279771,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,1.5,-2.448,-10.505453,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,2,-0.572,-18.10852154,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,2.5,-1.489,-15.26467101,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,3,0.272,-23.42997663,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,3.5,-0.461,-24.94148368,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,4,-0.478,-19.12708131,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,4.5,-2.096,-11.07164948,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,5,-2.441,-8.916737331,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,5.5,-2.901,-7.756628447,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,6,-2.673,-9.071154555,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,6.5,-2.139,-10.75291649,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,7,-2.75,-11.71406473,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,7.5,-1.241,-17.32059776,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,8,-2.478,-9.655168413,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,8.5,-2.621,-8.931585141,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,9,-2.721,-9.012753169,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,9.5,-1.668,-12.9345547,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,10,-1.333,-18.69154555,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,10.5,-0.33,-20.02982815,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,11,-2.405,-9.505700459,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,11.5,-0.398,-19.07263934,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,12.5,-2.687,-7.838786329,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,13,-2.404,-12.9583112,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,13.5,-2.521,-9.146383458,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,14,-2.106,-11.87244136,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,14.5,-0.91,-19.02314664,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,15,-1.758,-16.05952377,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,15.5,-0.569,-17.55321345,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,16,-0.952,-16.50198851,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,16.5,0.099,-22.89248591,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,17,0.209,-19.76058786,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,17.5,0.236,-21.08798207,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,18,-2.184,-14.64601226,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,18.5,-2.595666667,-7.358817124,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,19,-1.827666667,-9.702791388,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,19.5,-2.154666667,-8.248695867,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,20.5,-2.533666667,-8.953471913,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,21,-2.365666667,-9.867107152,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,21.5,-1.355666667,-12.29620886,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,22,-1.580666667,-16.77529819,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,22.5,-2.456666667,-8.819841623,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,23,-2.131666667,-8.622860678,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,23.5,-2.009666667,-9.245478842,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,24,-1.530666667,-9.360301905,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,24.5,-2.126666667,-8.459534769,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,25,0.098333333,-19.71813413,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,25.5,0.391333333,-21.22667162,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,26,-0.555666667,-18.47784707,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,26.5,-2.065666667,-11.0687899,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,27.5,-1.885666667,-8.479331849,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,28,-2.442666667,-7.924023756,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,28.5,-2.500666667,-8.123974264,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,29,-2.402666667,-8.688191042,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,30,-2.559666667,-8.254634991,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,30.5,-2.460666667,-7.901257115,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,31,-2.635666667,-7.730012373,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,31.5,-3.174666667,-10.27591685,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,32,-2.594666667,-7.462751794,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,32.5,-1.200666667,-15.35089829,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,33,-1.486666667,-16.28136105,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,33.5,-2.379666667,-10.08190547,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,34.5,-2.422666667,-13.22865132,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,35,-2.768666667,-9.852259342,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,35.5,-3.013666667,-14.37589211,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,36,-3.140666667,-11.52610245,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,36.5,-2.823666667,-8.981187825,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,37,-2.780666667,-10.77480327,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,40.5,-2.610666667,-17.59984657,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,61.5,-0.916444444,-28.97733839,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,62.5,-1.098444444,-27.86375265,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,63.5,-0.888444444,-30.71948143,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,64.5,-1.015444444,-29.76427232,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,65.5,-0.843444444,-12.99119635,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,67,-0.400444444,-10.03549231,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,68,-0.539444444,-26.80460887,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
U1225,69,-0.679444444,-15.50245594,Sh1,l,Khevtee Tsakhir Range,"N46 39'10.6""","E96 48'41.8""",,,,,
