section,section_height,d13C,d13C_std,d18O,d18O_std,strat_m,mts_mtx,si_d,d44_40Ca,87Sr/86Sr,Ca_ppm,Mg_ppm,Al_ppm,Fe_ppm,K_ppm,Mn_ppm,Na_ppm,Sr_ppm
T3,216.4,5.5,,-7.85,,866.4,mtx,0.6,,,,,,,,,,
T3,218.4,5.66,,-7.91,,868.4,mtx,2.1,,,,,,,,,,
T3,220.3,5.64,,-8.19,,870.3,mtx,0.2,,,,,,,,,,
T3,222.4,4.81,,-7.94,,872.4,mtx,1.4,,,,,,,,,,
T3,223.7,5.37,,-8.12,,873.7,mtx,0.5,,,,,,,,,,
T3,225.9,4.67,,-8.28,,875.9,mtx,1.6,,,,,,,,,,
T3,227.6,5.56,,-8.78,,877.6,mtx,3.3,,,,,,,,,,
T3,229.9,5.53,,-8.58,,879.9,mtx,1.0,,,,,,,,,,
T3,231.5,4.25,,-7.36,,881.5,mtx,0.3,,,,,,,,,,
T3,237.5,4.68,,-8.52,,887.5,mtx,1.7,,,,,,,,,,
T3,239.1,5.34,,-8.65,,889.1,mtx,0.1,,,,,,,,,,
T3,240.6,4.09,,-6.59,,890.6,mtx,0.1,,,,,,,,,,
T3,246.3,4.9,,-8.98,,896.3,mtx,2.8,,,,,,,,,,
T3,248.3,5.21,,-8.39,,898.3,mtx,3.5,,,,,,,,,,
T3,254.5,3.59,,-6.86,,904.5,mtx,1.2,,,,,,,,,,
T3,258.8,4.59,,-8.38,,908.8,mtx,2.4,,,,,,,,,,
T3,262.9,4.55,,-8.91,,912.9,mtx,6.1,,,,,,,,,,
T3,264.5,5.02,,-8.99,,914.5,mtx,4.5,,,,,,,,,,
T3,266.8,4.28,,-7.87,,916.8,mtx,2.2,,,,,,,,,,
T3,268.3,4.89,,-8.59,,918.3,mtx,0.7,,,,,,,,,,
T3,270.7,4.07,,-8.13,,920.7,mtx,0.7,,,,,,,,,,
T3,277.5,5.08,,-8.92,,927.5,mtx,1.3,,,,,,,,,,
T3,280.1,4.88,,-9.13,,930.1,mtx,1.2,,,,,,,,,,
T3,281.3,5.33,,-8.88,,931.3,mtx,0.01,,,,,,,,,,
T3,288.7,5.6,,-8.8,,938.7,mtx,0.1,,,,,,,,,,
T3,290.1,5.39,,-8.54,,940.1,mtx,0.2,,,,,,,,,,
T3,299.7,5.52,,-9.47,,949.7,mtx,1.0,,,,,,,,,,
T3,304.7,5.15,,-8.98,,954.7,mtx,1.4,,,,,,,,,,
T3,308.4,4.68,,-9.0,,958.4,mtx,5.1,,,,,,,,,,
T3,313.6,4.84,,-9.09,,963.6,mtx,0.1,,,,,,,,,,
T3,316.2,4.05,,-8.23,,966.2,mtx,1.3,,,,,,,,,,
T3,318.7,4.47,,-8.05,,968.7,mtx,3.8,,,,,,,,,,
T3,321.9,4.79,,-8.98,,971.9,mtx,0.6,,,,,,,,,,
T3,322.2,5.07,,-8.78,,972.2,mtx,0.3,-1.1349,,373000.0,2650.0,13.0,23.0,70.0,405.0,392.0,2345.0
T3,322.2,5.52,,-8.97,,972.2,mts,0.3,,0.70667,423403.0,1476.0,474.0,882.0,73.0,121.0,19.0,1493.0
T3,322.2,5.52,,-8.57,,972.2,mts,0.3,,,,,,,,,,
T3,322.9,5.39,,-9.21,,972.9,mtx,0.1,,,,,,,,,,
T3,322.9,5.53,,-8.6,,972.9,mts,0.1,,,,,,,,,,
T3,322.9,5.53,,-8.6,,972.9,mts,0.1,,,,,,,,,,
T3,323.1,4.64,,-8.15,,973.1,mtx,0.3,,,,,,,,,,
T3,326.6,4.75,,-9.08,,976.6,mtx,1.4,,,,,,,,,,
T3,327.2,4.22,,-8.17,,977.2,mtx,0.8,,,,,,,,,,
T3,330.1,3.94,,-7.86,,980.1,mtx,0.2,,,,,,,,,,
T3,332.9,5.32,,-8.88,,982.9,mtx,2.2,,,,,,,,,,
T3,334.5,5.24,,-8.85,,984.5,mtx,2.1,,,,,,,,,,
T3,336.3,5.13,,-9.62,,986.3,mtx,0.3,,,,,,,,,,
T3,337.2,5.23,,-9.52,,987.2,mtx,0.2,,,,,,,,,,
T3,337.2,5.16,,-8.8,,987.2,mts,0.2,,,,,,,,,,
T3,337.2,5.16,,-8.8,,987.2,mts,0.2,,,,,,,,,,
T3,337.7,5.44,,-9.9,,987.7,mtx,0.7,,,,,,,,,,
T3,341.0,5.56,,-8.96,,991.0,mtx,1.8,,,,,,,,,,
T3,343.1,5.53,,-8.95,,993.1,mtx,0.01,,,,,,,,,,
T3,344.9,5.93,,-6.53,,994.9,mtx,1.8,,,,,,,,,,
T3,344.9,5.76,,-8.48,,994.9,mts,1.8,,,,,,,,,,
T3,344.9,5.76,,-8.48,,994.9,mts,1.8,,,,,,,,,,
T3,345.0,5.45,,-8.97,,995.0,mtx,1.9,,,,,,,,,,
T3,348.9,5.68,,-8.67,,998.9,mtx,5.8,,,,,,,,,,
T3,350.3,5.48,,-8.92,,1000.3,mtx,7.2,,,,,,,,,,
T3,351.6,5.33,,-8.88,,1001.6,mtx,8.5,,,,,,,,,,
T3,358.5,5.36,,-8.24,,1008.5,mtx,10.4,,,,,,,,,,
T3,362.8,5.15,,-7.78,,1012.8,mts,6.1,,,,,,,,,,
T3,362.8,5.38,,-8.55,,1012.8,mtx,6.1,-1.36283,,195000.0,5396.0,256.0,117.0,689.0,254.0,489.0,556.0
T3,362.8,5.15,,-7.78,,1012.8,mts,6.1,,,,,,,,,,
T3,363.2,,,,,1013.2,mtx,5.7,,,,,,,,,,
T3,363.6,1.57,,-5.46,,1013.6,mtx,5.3,,,,,,,,,,
T3,364.7,4.46,,-6.86,,1014.7,mtx,4.2,,,,,,,,,,
T3,365.0,,,,,1015.0,mtx,3.9,,,,,,,,,,
T3,368.1,5.08,,-8.03,,1018.1,mtx,0.8,,,,,,,,,,
T3,371.1,5.08,,-8.07,,1021.1,mtx,0.7,,,,,,,,,,
T3,373.1,5.45,,-7.81,,1023.1,mtx,1.4,,,,,,,,,,
T3,374.4,5.18,,-8.58,,1024.4,mtx,0.1,,,,,,,,,,
T3,377.3,5.03,,-7.85,,1027.3,mtx,0.9,,,,,,,,,,
T3,380.1,5.04,,-8.19,,1030.1,mtx,0.1,,,,,,,,,,
T3,382.5,4.81,,-8.06,,1032.5,mtx,0.7,,,,,,,,,,
T3,383.1,5.83,,-7.28,,1033.1,mtx,1.3,,,,,,,,,,
T3,384.0,4.48,,-7.23,,1034.0,mtx,2.2,,,,,,,,,,
T3,384.0,4.75,,-7.32,,1034.0,mts,2.2,,,,,,,,,,
T3,384.0,4.75,,-7.32,,1034.0,mts,2.2,,,,,,,,,,
T3,385.4,5.07,,-7.96,,1035.4,mtx,1.4,,,,,,,,,,
T3,388.0,5.02,,-8.35,,1038.0,mtx,0.1,,,,,,,,,,
T3,389.5,5.27,,-8.24,,1039.5,mtx,0.5,,,,,,,,,,
T3,391.1,5.1,,-9.02,,1041.1,mtx,0.6,,,,,,,,,,
T3,393.9,5.32,,-7.91,,1043.9,mtx,0.4,,,,,,,,,,
T3,395.1,5.53,,-7.58,,1045.1,mtx,1.6,,,,,,,,,,
T3,397.6,5.6,,-8.44,,1047.6,mtx,2.4,,,,,,,,,,
T3,400.8,5.38,,-8.43,,1050.8,mtx,0.5,,,,,,,,,,
T3,403.1,4.21,,-7.01,,1053.1,mtx,0.1,,,,,,,,,,
T3,403.8,5.47,,-8.71,,1053.8,mtx,0.01,,,,,,,,,,
T3,405.5,5.02,,-8.63,,1055.5,mtx,0.01,,,,,,,,,,
T3,408.4,5.25,,-7.79,,1058.4,mtx,0.2,,,,,,,,,,
T3,410.2,5.38,,-8.71,,1060.2,mtx,2.0,,,,,,,,,,
T3,411.7,5.45,,-7.76,,1061.7,mtx,0.6,,,,,,,,,,
T3,414.7,5.5,,-8.82,,1064.7,mtx,0.6,,,,,,,,,,
T3,417.1,5.29,,-8.58,,1067.1,mtx,1.6,,,,,,,,,,
T3,418.7,5.34,,-8.56,,1068.7,mtx,0.7,,,,,,,,,,
T3,421.9,5.26,,-7.89,,1071.9,mtx,0.3,,,,,,,,,,
T3,424.5,,,,,1074.5,mtx,0.1,,,,,,,,,,
T3,425.7,3.35,,-6.43,,1075.7,mtx,0.5,-1.13328,,252000.0,2607.0,114.0,,484.0,213.0,,920.0
T3,425.7,5.86,,-5.79,,1075.7,mts,0.5,,0.70673,436409.0,811.0,383.0,215.0,62.0,53.0,17.0,1666.0
T3,425.7,5.86,,-5.79,,1075.7,mts,0.5,,,,,,,,,,
T3,426.7,5.49,,-7.83,,1076.7,mtx,1.5,,,,,,,,,,
T3,429.1,5.02,,-7.95,,1079.1,mtx,0.8,,,,,,,,,,
T3,432.6,5.84,,-7.81,,1082.6,mtx,1.0,,,,,,,,,,
T3,433.1,5.89,,-6.37,,1083.1,mtx,1.5,,,,,,,,,,
T3,433.1,5.32,,-4.89,,1083.1,mts,1.5,,,,,,,,,,
T3,433.1,5.32,,-4.89,,1083.1,mts,1.5,,,,,,,,,,
T3,434.2,5.42,,-7.74,,1084.2,mtx,1.2,,,,,,,,,,
T3,437.3,5.65,,-7.14,,1087.3,mtx,0.0,,,,,,,,,,
T3,440.8,5.76,,-6.74,,1090.8,mtx,0.2,,,,,,,,,,
T3,443.6,5.98,,-6.21,,1093.6,mtx,0.7,,,,,,,,,,
T3,446.4,5.89,,-6.47,,1096.4,mtx,2.0,,,,,,,,,,
T3,449.5,5.59,,-7.0,,1099.5,mtx,0.6,,,,,,,,,,
T3,450.7,5.51,,-7.25,,1100.7,mtx,1.8,,,,,,,,,,
T3,453.3,5.54,,-7.62,,1103.3,mtx,0.01,,,,,,,,,,
T3,455.0,5.61,,-8.22,,1105.0,mtx,0.3,,,,,,,,,,
T3,457.1,5.78,,-7.93,,1107.1,mtx,0.01,,,,,,,,,,
T3,458.8,5.89,,-8.77,,1108.8,mtx,0.9,,,,,,,,,,
T3,460.8,5.6,,-9.02,,1110.8,mtx,0.2,,,,,,,,,,
T3,462.8,5.51,,-8.96,,1112.8,mtx,0.0,,,,,,,,,,
T3,466.7,5.47,,-8.66,,1116.7,mtx,0.1,,,,,,,,,,
T3,470.0,5.78,,-8.47,,1120.0,mtx,1.3,,,,,,,,,,
T3,470.5,5.17,,-6.67,,1120.5,mtx,0.8,,,,,,,,,,
T3,470.5,4.09,,-5.69,,1120.5,mts,0.8,,,,,,,,,,
T3,470.5,4.09,,-5.69,,1120.5,mts,0.8,,,,,,,,,,
T3,471.2,5.15,,-7.53,,1121.2,mtx,0.1,,,,,,,,,,
T3,474.9,5.69,,-6.33,,1124.9,mtx,1.5,,,,,,,,,,
T3,477.5,5.02,,-6.91,,1127.5,mtx,1.1,,,,,,,,,,
T3,478.5,5.61,,-7.13,,1128.5,mtx,0.1,,,,,,,,,,
T3,482.2,4.8,,-6.76,,1132.2,mtx,0.5,,,,,,,,,,
T3,484.4,5.88,,-7.09,,1134.4,mtx,0.5,,,,,,,,,,
T3,486.2,5.66,,-6.37,,1136.2,mtx,0.4,,,,,,,,,,
T3,489.6,5.57,,-6.68,,1139.6,mtx,0.7,,,,,,,,,,
T3,490.3,5.5,,-6.8,,1140.3,mtx,1.4,,,,,,,,,,
T3,490.3,5.81,,-4.85,,1140.3,mts,1.4,,,,,,,,,,
T3,490.3,5.81,,-4.85,,1140.3,mts,1.4,,,,,,,,,,
T3,490.5,5.96,,-6.29,,1140.5,mtx,1.2,,,,,,,,,,
T3,493.0,5.66,,-6.67,,1143.0,mtx,0.3,,,,,,,,,,
T3,499.8,5.66,,-6.96,,1149.8,mtx,0.1,,,,,,,,,,
T3,503.0,4.64,,-6.65,,1153.0,mtx,0.1,,,,,,,,,,
T3,505.4,5.48,,-7.53,,1155.4,mtx,0.4,,,,,,,,,,
T3,510.8,5.61,,-7.03,,1160.8,mtx,0.9,,,,,,,,,,
T3,511.8,5.76,,-7.58,,1161.8,mtx,0.4,,,,,,,,,,
T3,515.2,5.98,,-7.52,,1165.2,mtx,0.1,,,,,,,,,,
T3,519.7,5.48,,-7.86,,1169.7,mtx,0.1,,,,,,,,,,
T3,521.0,5.57,,-7.34,,1171.0,mtx,0.1,,,,,,,,,,
T3,526.3,5.45,,-6.99,,1176.3,mtx,0.3,,,,,,,,,,
T3,527.8,5.37,,-7.26,,1177.8,mtx,0.1,,,,,,,,,,
T3,536.0,6.13,,-6.56,,1186.0,mtx,0.1,,,,,,,,,,
T3,542.3,5.17,,-6.54,,1192.3,mtx,0.3,,,,,,,,,,
T3,549.1,6.08,,-6.92,,1199.1,mtx,0.2,,,,,,,,,,
T3,552.0,5.17,,-6.86,,1202.0,mtx,0.0,-1.26521,,354000.0,2348.0,4.0,12.0,90.0,264.0,,1954.0
T3,552.0,,,,,1202.0,mts,0.0,,0.70672,463495.0,941.0,496.0,1042.0,54.0,99.0,,1454.0
T3,557.2,5.68,,-7.13,,1207.2,mtx,0.01,,,,,,,,,,
T3,561.8,5.88,,-7.37,,1211.8,mtx,0.3,,,,,,,,,,
T3,563.3,5.89,,-6.77,,1213.3,mtx,0.1,,,,,,,,,,
T3,563.3,6.23,,-6.71,,1213.3,mts,0.1,,,,,,,,,,
T3,563.3,6.23,,-6.71,,1213.3,mts,0.1,,,,,,,,,,
T3,564.2,5.71,,-7.12,,1214.2,mtx,0.4,,,,,,,,,,
T3,569.3,5.59,,-7.09,,1219.3,mtx,0.1,,,,,,,,,,
T3,572.0,5.89,,-7.28,,1222.0,mtx,0.3,,,,,,,,,,
T3,574.1,5.3,,-6.97,,1224.1,mtx,0.01,,,,,,,,,,
T3,578.8,5.92,,-7.53,,1228.8,mtx,0.8,,,,,,,,,,
T3,579.8,5.91,,-6.74,,1229.8,mtx,0.2,,,,,,,,,,
T3,580.8,5.69,,-8.07,,1230.8,mtx,0.01,,,,,,,,,,
T3,584.3,5.35,,-7.19,,1234.3,mtx,0.4,,,,,,,,,,
T3,589.8,5.86,,-6.0,,1239.8,mts,0.3,,,,,,,,,,
T3,589.8,5.83,,-6.56,,1239.8,mtx,0.3,,,,,,,,,,
T3,589.8,5.86,,-6.0,,1239.8,mts,0.3,,,,,,,,,,
T3,593.9,5.92,,-6.66,,1243.9,mtx,0.1,,,,,,,,,,
T3,598.6,5.78,,-7.42,,1248.6,mtx,0.4,,,,,,,,,,
T3,598.8,5.19,,-6.93,,1248.8,mtx,0.2,,,,,,,,,,
T3,602.4,5.62,,-6.42,,1252.4,mtx,0.1,,,,,,,,,,
T3,602.5,4.53,,-7.1,,1252.5,mtx,0.1,-1.08572,,322000.0,1483.0,36.0,85.0,130.0,141.0,,1779.0
T3,602.5,5.78,,-3.95,,1252.5,mts,0.1,,0.70674,417449.0,632.0,365.0,322.0,54.0,60.0,,1221.0
T3,602.5,5.78,,-3.95,,1252.5,mts,0.1,,,,,,,,,,
T3,605.3,6.02,,-6.77,,1255.3,mtx,0.1,,,,,,,,,,
T3,615.6,5.46,,-8.12,,1265.6,mtx,0.3,,,,,,,,,,
T3,616.6,5.47,,-6.41,,1266.6,mtx,0.1,,,,,,,,,,
T3,618.7,5.34,,-7.3,,1268.7,mtx,0.3,,,,,,,,,,
T3,645.1,5.19,,-4.56,,1295.1,mtx,0.1,,,,,,,,,,
T3,677.6,5.66,,-6.07,,1327.6,mtx,0.9,,,,,,,,,,
T3,678.4,5.61,,-5.27,,1328.4,mtx,0.1,,,,,,,,,,
T3,678.4,5.25,,-5.47,,1328.4,mts,0.1,,,,,,,,,,
T3,678.4,5.25,,-5.47,,1328.4,mts,0.1,,,,,,,,,,
T3,679.9,5.45,,-6.08,,1329.9,mtx,0.3,,,,,,,,,,
T3,682.2,5.27,,-5.27,,1332.2,mtx,2.6,,,,,,,,,,
T3,685.8,4.64,,-4.72,,1335.8,mtx,2.8,,,,,,,,,,
T3,702.1,5.08,,-6.21,,1352.1,mtx,7.4,,,,,,,,,,
T3,711.6,5.09,,-6.1,,1361.6,mtx,16.9,,,,,,,,,,
T3,717.2,4.62,,-5.71,,1367.2,mtx,22.5,,,,,,,,,,
T3,725.2,5.21,,-5.75,,1375.2,mtx,30.5,,,,,,,,,,
T3,732.2,5.51,,-5.82,,1382.2,mtx,25.8,,,,,,,,,,
T3,736.4,4.99,,-5.88,,1386.4,mtx,21.6,,,,,,,,,,
T3,746.2,5.09,,-5.56,,1396.2,mtx,11.8,,,,,,,,,,
T3,753.3,5.23,,-5.72,,1403.3,mtx,4.7,,,,,,,,,,
T3,759.0,4.98,,-6.38,,1409.0,mtx,0.0,,,,,,,,,,
T30,1.4,1.79,,-7.75,,4157.3,mtx,0.0,-1.19414,0.70648,319000.0,1857.0,23.0,2.0,204.0,529.0,,779.0
T30,4.2,1.19,,-7.94,,4160.1,mtx,0.0,,,,,,,,,,
T30,9.6,1.99,,-8.7,,4165.5,mtx,0.0,,,,,,,,,,
T30,11.7,2.73,,-7.28,,4167.6,mtx,0.1,,,,,,,,,,
T30,16.8,1.98,,-8.56,,4172.7,mtx,0.0,,,,,,,,,,
T30,21.4,2.74,,-9.25,,4177.3,mtx,0.0,,,,,,,,,,
T30,25.6,2.35,,-9.76,,4181.5,mtx,0.0,,,,,,,,,,
T30,30.4,0.56,,-8.1,,4186.3,mtx,0.0,-1.0756,,257000.0,1206.0,45.0,,331.0,397.0,,316.0
T30,55.2,-2.42,,-5.94,,4211.1,mtx,0.1,,,,,,,,,,
T30,56.3,-0.65,,-3.21,,4212.2,mtx,0.1,,,,,,,,,,
T30,60.3,-2.71,,-8.78,,4216.2,mtx,0.1,-0.96061,0.7061,288000.0,1729.0,37.0,,183.0,854.0,,556.0
T30,60.8,-3.03,,-9.99,,4216.7,mtx,0.1,,,,,,,,,,
T30,85.7,-1.31,,-10.08,,4241.6,mtx,0.1,,,,,,,,,,
T30,86.7,-0.54,,-10.12,,4242.6,mtx,0.1,-0.89687,0.7055,215000.0,51286.0,8.0,2.0,201.0,1168.0,,915.0
T30,87.3,-0.36,,-10.22,,4243.2,mtx,0.0,,,,,,,,,,
T30,88.0,-0.15,,-10.12,,4243.9,mtx,0.1,,,,,,,,,,
T30,88.7,-1.25,,-11.76,,4244.6,mtx,0.2,,,,,,,,,,
T30,89.4,-0.56,,-12.03,,4245.3,mtx,0.2,,,,,,,,,,
T30,89.9,-2.16,,-10.24,,4245.8,mtx,0.1,,,,,,,,,,
T30,108.0,-3.45,,-11.14,,4263.9,mtx,0.0,,,,,,,,,,
T35,37.9,,,,,,mtx,,,,,,,,,,,
T35,46.7,,,,,,mtx,,,,,,,,,,,
T35,53.7,,,,,,mtx,,,,,,,,,,,
T35,56.4,,,,,,mtx,,,,,,,,,,,
T35,149.6,,,,,,mtx,,,,,,,,,,,
T35,151.7,,,,,,mtx,,,,,,,,,,,
T35,161.6,,,,,,mtx,,,,,,,,,,,
T35,162.3,,,,,,mtx,,,,,,,,,,,
T35,163.8,,,,,,mtx,,,,,,,,,,,
T35,164.4,,,,,,mtx,,,,,,,,,,,
T35,165.2,,,,,,mtx,,,,,,,,,,,
T35,165.7,,,,,,mtx,,,,,,,,,,,
T35,166.1,,,,,,mtx,,,,,,,,,,,
T35,181.3,,,,,,mtx,,,,,,,,,,,
T35,182.5,,,,,,mtx,,,,,,,,,,,
T35,185.4,,,,,,mtx,,,,,,,,,,,
T37,0.3,,,,,3716.5,mtx,7.8,,,,,,,,,,
T37,1.6,,,,,3717.8,mtx,6.5,,,,,,,,,,
T37,1.9,1.24,0.0063,-3.14,0.0957,3718.1,mtx,6.2,,,,,,,,,,
T37,2.6,,,,,3718.8,mtx,5.5,,,,,,,,,,
T37,4.5,,,,,3720.7,mtx,3.6,,,,,,,,,,
T37,5.9,-0.52,0.0661,-4.2,0.1512,3722.1,mtx,2.2,,,,,,,,,,
T37,6.3,,,,,3722.5,mtx,1.8,,,,,,,,,,
T37,6.9,0.47,0.0623,-3.04,0.1908,3723.1,mtx,1.2,,,,,,,,,,
T37,7.9,,,,,3724.1,mtx,0.2,,,,,,,,,,
T37,8.4,2.2,0.0752,-1.52,0.1244,3724.6,mtx,0.01,,,,,,,,,,
T37,9.8,1.26,0.0787,-2.88,0.1596,3726.0,mtx,0.3,,,,,,,,,,
T37,11.8,1.27,0.0697,-1.61,0.2731,3728.0,mtx,0.01,,,,,,,,,,
T37,13.6,0.54,0.0486,-2.71,0.1248,3729.8,mtx,0.0,,,,,,,,,,
T37,19.7,0.98,0.117,-1.42,0.1371,3735.9,mtx,0.01,,,,,,,,,,
T37,21.0,1.45,0.064,-1.32,0.2054,3737.2,mtx,0.01,,,243375.0,141589.0,236.0,252.0,321.0,79.0,,191.0
T37,24.4,1.82,0.0276,-1.6,0.1676,3740.6,mtx,0.01,,,,,,,,,,
T37,26.0,1.89,0.0287,-1.36,0.1889,3742.2,mtx,1.6,,,,,,,,,,
T37,27.6,2.15,0.0493,-0.77,0.1027,3743.8,mtx,3.2,,,,,,,,,,
T37,28.3,2.4,0.0735,-1.36,0.2715,3744.5,mtx,3.9,,,,,,,,,,
T37,29.7,2.04,0.0509,-1.91,0.1907,3745.9,mtx,5.3,,,,,,,,,,
T37,30.4,,,,,3746.6,mtx,6.0,,,,,,,,,,
T37,31.6,1.84,0.1273,-1.49,0.2864,3747.8,mtx,7.2,,,,,,,,,,
T37,35.2,1.42,0.0651,-1.63,0.1197,3751.4,mtx,4.6,,,,,,,,,,
T37,36.3,1.12,0.0842,-1.82,0.1405,3752.5,mtx,3.5,,,237183.0,140479.0,205.0,801.0,207.0,84.0,,216.0
T37,38.4,1.11,0.0733,-2.51,0.2583,3754.6,mtx,1.4,,,,,,,,,,
T37,39.5,0.44,0.0705,-3.46,0.163,3755.7,mtx,0.3,,,,,,,,,,
T37,41.4,1.76,0.1105,-1.97,0.1986,3757.6,mtx,0.01,,,,,,,,,,
T37,42.7,0.81,0.057,-4.63,0.1532,3758.9,mtx,0.5,,,,,,,,,,
T37,49.7,0.65,0.0744,-4.22,0.1329,3765.9,mtx,0.3,,,265862.0,155990.0,335.0,4731.0,414.0,393.0,,268.0
T37,50.7,0.86,0.0898,-3.17,0.1785,3766.9,mtx,1.2,,,,,,,,,,
T37,52.8,-1.21,0.0873,-4.86,0.1553,3769.0,mtx,0.1,,,,,,,,,,
T37,83.4,-5.4,0.0544,-4.99,0.0707,3799.6,mtx,0.1,,,254857.0,141099.0,273.0,3161.0,76.0,936.0,,327.0
T37,83.5,-5.05,0.0417,-4.93,0.1442,3799.7,mtx,0.01,,,326154.0,173948.0,623.0,5625.0,165.0,875.0,461.0,583.0
T37,83.9,,,,,3800.1,mtx,0.01,,0.7062,278544.0,152636.0,217.0,2241.0,92.0,784.0,,896.0
T37,84.3,-4.78,0.0338,-6.58,0.1889,3800.5,mtx,0.2,,,339912.0,140609.0,565.0,4549.0,78.0,575.0,324.0,1190.0
T37,84.5,-4.21,0.0564,-6.87,0.395,3800.7,mtx,0.01,,0.70618,348892.0,92317.0,673.0,658.0,77.0,647.0,,866.0
T37,85.2,0.32,0.0861,-7.1,0.2379,3801.4,mtx,0.1,,,,,,,,,,
T37,85.5,-0.83,0.1188,-6.49,0.1245,3801.7,mtx,0.4,,,,,,,,,,
T37,86.2,1.81,0.0943,-5.68,0.1778,3802.4,mtx,1.1,,0.70642,477349.0,3257.0,552.0,422.0,109.0,153.0,,2280.0
T37,86.5,-0.89,0.0722,-5.8,0.1826,3802.7,mtx,1.4,,,,,,,,,,
T37,88.2,3.44,0.0803,-5.69,0.1426,3804.4,mtx,3.1,,0.70645,474038.0,3337.0,388.0,280.0,126.0,95.0,,2512.0
T37,89.1,1.94,0.0776,-4.32,0.2499,3805.3,mtx,4.0,,,,,,,,,,
T37,90.7,3.33,0.1051,-4.25,0.1747,3806.9,mtx,5.6,,,,,,,,,,
T37,91.8,4.54,0.0692,-3.81,0.1221,3808.0,mtx,6.7,,,,,,,,,,
T37,93.9,3.92,0.077,-4.51,0.0347,3810.1,mtx,8.8,,0.70653,460480.0,2676.0,378.0,40.0,141.0,71.0,,2252.0
T38,0.0,1.02,0.1008,-2.24,0.0907,3762.1,mtx,0.6,,,,,,,,,,
T38,0.6,0.59,0.1255,-3.23,0.0534,3762.7,mtx,0.01,,,,,,,,,,
T38,36.8,-2.4,0.1015,-5.92,0.1434,3798.9,mtx,0.01,,,,,,,,,,
T38,37.1,-3.44,0.0582,-6.61,0.1978,3799.2,mtx,0.2,,,,,,,,,,
T38,38.9,-1.46,0.1395,-5.25,0.1032,3801.0,mtx,0.01,,,,,,,,,,
T38,39.1,-0.63,0.0922,-6.63,0.1723,3801.2,mtx,0.01,,,,,,,,,,
T38,40.2,2.06,0.0641,-7.53,0.1679,3802.3,mtx,0.2,,,,,,,,,,
T38,40.7,1.41,0.0522,-6.54,0.0836,3802.8,mtx,0.7,,,,,,,,,,
T38,41.1,-0.12,0.0652,-5.95,0.1575,3803.2,mtx,1.1,,,,,,,,,,
T39,582.4,2.05,0.0231,-6.8,0.3691,1828.4,mtx,0.0,,,,,,,,,,
T39,602.0,,,,,1848.0,mtx,0.1,,,,,,,,,,
T39,602.7,2.78,0.0,-8.4,0.0,1848.7,mtx,0.01,,,,,,,,,,
T39,609.6,3.2,0.1353,-8.8,0.1062,1855.6,mtx,0.01,,,,,,,,,,
T39,684.6,3.28,0.1277,-5.73,0.253,1930.6,mtx,0.0,,,,,,,,,,
T39,688.0,2.93,0.0819,-6.56,0.1569,1934.0,mtx,0.1,,,,,,,,,,
T39,689.1,2.89,0.1565,-6.54,0.2462,1935.1,mtx,0.01,,,,,,,,,,
T39,693.2,3.09,0.0886,-7.64,0.1939,1939.2,mtx,0.3,,,,,,,,,,
T39,704.7,3.63,0.0001,-6.42,0.2251,1950.7,mtx,0.2,,,,,,,,,,
T39,706.7,3.3,0.1047,-7.19,0.1687,1952.7,mtx,1.2,,,,,,,,,,
T39,707.4,3.55,0.1127,-4.79,0.1025,1953.4,mtx,0.5,,,,,,,,,,
T39,708.7,3.74,0.0855,-4.89,0.1923,1954.7,mtx,0.1,,,,,,,,,,
T39,709.7,3.64,0.0916,-3.93,0.1678,1955.7,mtx,0.2,,,,,,,,,,
T39,711.8,3.57,0.0647,-5.09,0.0932,1957.8,mtx,0.2,,,,,,,,,,
T39,713.4,4.23,0.0874,-5.58,0.1915,1959.4,mtx,0.6,,,,,,,,,,
T39,716.7,4.07,0.0444,-3.17,0.1086,1962.7,mtx,2.1,,,,,,,,,,
T39,718.7,4.06,0.0793,-4.07,0.0722,1964.7,mtx,0.1,,,,,,,,,,
T39,720.0,4.06,0.0493,-5.96,0.1074,1966.0,mtx,0.3,,,,,,,,,,
T39,722.3,4.14,0.0284,-5.38,0.0772,1968.3,mtx,0.5,,,,,,,,,,
T39,724.3,4.17,0.0634,-5.15,0.1213,1970.3,mtx,0.1,,,,,,,,,,
T39,726.6,4.07,0.0714,-5.25,0.078,1972.6,mtx,0.9,,,,,,,,,,
T39,739.1,3.39,0.0612,-3.91,0.1262,1985.1,mtx,2.3,,,,,,,,,,
T39,741.9,3.46,0.0955,-5.05,0.2576,1987.9,mtx,3.0,,,,,,,,,,
T39,743.2,3.19,0.0254,-5.76,0.0449,1989.2,mtx,1.7,,,,,,,,,,
T39,744.2,2.82,0.0774,-6.17,0.0512,1990.2,mtx,0.7,,,,,,,,,,
T39,749.0,3.44,0.0594,-5.65,0.1032,1995.0,mtx,0.1,,,,,,,,,,
T39,749.9,4.45,0.0362,-5.27,0.1195,1995.9,mtx,1.0,,,,,,,,,,
T39,750.9,4.48,0.1086,-5.19,0.2393,1996.9,mtx,2.0,,,,,,,,,,
T39,752.7,4.7,0.0755,-6.11,0.1037,1998.7,mtx,2.4,,,,,,,,,,
T39,753.5,4.54,0.0788,-6.09,0.2549,1999.5,mtx,1.6,,,,,,,,,,
